"","vultum_aliquis_verba_vobis_forsitan_ilium_oblitus","ideo_illam_duo_utique_quemadmodum_verum_alter","mentem_sestertium_ratione_alius_huic_tuum_tum","tua_tot_veluti_frater_faciem_tuam_terram","potui_subito_vota_fieri_magister_unus_eiusmodi","sive_una_subinde_meos_omnis_unum_locum","fortunata_pectore_gratiam_habinnas_trimalchionis_caesar_scintilla","mare_tellus_potest_fluctus_magnum_fortuna_erit"
"nata",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00202603759202423,0.00208243129007649,2.0703505103414e-05,2.24210219501805e-05
"natura",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,0.00450662541198628
"neminem",1.63529623391277e-05,0.0025061824700005,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.0010515247108307,2.0703505103414e-05,2.24210219501805e-05
"nempe",1.63529623391277e-05,1.65972349006655e-05,0.00374993003861868,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"ni",0.00328694543016467,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"nihilo",1.63529623391277e-05,1.65972349006655e-05,0.00281711162105185,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,0.00114347211945921
"noster",1.63529623391277e-05,0.0025061824700005,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.0010515247108307,2.0703505103414e-05,2.24210219501805e-05
"nostri",0.00328694543016467,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"nota",1.63529623391277e-05,1.65972349006655e-05,0.000951474785918173,0.00281974192825531,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"notae",0.00328694543016467,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"notavit",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00414424444856807,2.0703505103414e-05,2.24210219501805e-05
"nox",0.000834001079295514,1.65972349006655e-05,0.00188429320348501,1.86737876043398e-05,0.00102304868508154,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"nullum",1.63529623391277e-05,0.000846458979933943,1.86563683513367e-05,1.86737876043398e-05,0.00302902649896692,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"obiter",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,0.00416140452578622,2.24210219501805e-05
"ocius",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00414424444856807,2.0703505103414e-05,2.24210219501805e-05
"oculum",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.0037534313084723,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"oleo",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.0037534313084723,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"olim",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00414424444856807,2.0703505103414e-05,2.24210219501805e-05
"omniaque",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00414424444856807,2.0703505103414e-05,2.24210219501805e-05
"optimum",1.63529623391277e-05,1.65972349006655e-05,0.00374993003861868,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"orbis",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00311333786932228,0.00105587876027411,2.24210219501805e-05
"orcus",1.63529623391277e-05,0.00167632072496722,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,0.00209105401544481,2.24210219501805e-05
"oscula",0.000834001079295514,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,0.00312622927061552,2.24210219501805e-05
"ostiarii",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00403201540590961,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"paenitentiam",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.0037534313084723,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"par",1.63529623391277e-05,1.65972349006655e-05,0.00188429320348501,0.00188605254803832,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"paratus",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00414424444856807,2.0703505103414e-05,2.24210219501805e-05
"parietem",1.63529623391277e-05,0.00167632072496722,1.86563683513367e-05,1.86737876043398e-05,0.00202603759202423,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"patri",1.63529623391277e-05,0.000846458979933943,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,0.00312622927061552,2.24210219501805e-05
"patria",1.63529623391277e-05,0.000846458979933943,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,0.00338557431447725
"paulisper",1.63529623391277e-05,1.65972349006655e-05,0.000951474785918173,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,0.00312622927061552,2.24210219501805e-05
"peccat",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,0.00312622927061552,0.00114347211945921
"pectora",1.63529623391277e-05,1.65972349006655e-05,0.00374993003861868,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"pedem",0.00328694543016467,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"pendebat",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.0037534313084723,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"persequi",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00403201540590961,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"perveni",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00311333786932228,0.00105587876027411,2.24210219501805e-05
"petit",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00208243129007649,2.0703505103414e-05,0.00226452321696823
"petunt",1.63529623391277e-05,1.65972349006655e-05,0.00374993003861868,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"piper",1.63529623391277e-05,0.00333604421503377,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"placent",1.63529623391277e-05,0.00333604421503377,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"placeret",1.63529623391277e-05,1.65972349006655e-05,0.00374993003861868,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"plausum",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,0.00416140452578622,2.24210219501805e-05
"populo",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00414424444856807,2.0703505103414e-05,2.24210219501805e-05
"porcum",0.00328694543016467,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"porro",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,0.00450662541198628
"porticu",1.63529623391277e-05,0.0025061824700005,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,0.00114347211945921
"posita",0.00328694543016467,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"posui",1.63529623391277e-05,0.00333604421503377,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"poterat",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00414424444856807,2.0703505103414e-05,2.24210219501805e-05
"potes",0.0016516491962519,0.00167632072496722,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"potestas",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00403201540590961,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"potionem",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00302902649896692,0.0010515247108307,2.0703505103414e-05,2.24210219501805e-05
"praeda",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00403201540590961,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"priapi",0.00328694543016467,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"pridie",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.0037534313084723,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"primus",1.63529623391277e-05,0.0025061824700005,1.86563683513367e-05,1.86737876043398e-05,0.00102304868508154,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"processit",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00302902649896692,0.0010515247108307,2.0703505103414e-05,2.24210219501805e-05
"proiecit",1.63529623391277e-05,0.00167632072496722,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,0.00209105401544481,2.24210219501805e-05
"proxima",1.63529623391277e-05,1.65972349006655e-05,0.00374993003861868,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"psyche",0.00246929731320829,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,0.00114347211945921
"publico",1.63529623391277e-05,0.000846458979933943,0.00281711162105185,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"publicum",0.000834001079295514,1.65972349006655e-05,1.86563683513367e-05,0.00281974192825531,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"puellae",1.63529623391277e-05,0.000846458979933943,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00208243129007649,2.0703505103414e-05,0.00114347211945921
"puellam",1.63529623391277e-05,1.65972349006655e-05,0.00188429320348501,1.86737876043398e-05,0.00202603759202423,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"putatis",0.000834001079295514,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00311333786932228,2.0703505103414e-05,2.24210219501805e-05
"quaerere",0.00246929731320829,1.65972349006655e-05,1.86563683513367e-05,0.000952363167821329,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"quaeso",0.000834001079295514,1.65972349006655e-05,1.86563683513367e-05,0.000952363167821329,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,0.00226452321696823
"quisque",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00202603759202423,0.00208243129007649,2.0703505103414e-05,2.24210219501805e-05
"quotiescunque",1.63529623391277e-05,0.000846458979933943,0.00281711162105185,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"raptimque",0.00328694543016467,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"rationem",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,0.00416140452578622,2.24210219501805e-05
"rationes",1.63529623391277e-05,1.65972349006655e-05,0.00281711162105185,1.86737876043398e-05,2.00597781388538e-05,0.0010515247108307,2.0703505103414e-05,2.24210219501805e-05
"rebus",0.0016516491962519,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,0.00226452321696823
"recitavit",1.63529623391277e-05,0.00167632072496722,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,0.00209105401544481,2.24210219501805e-05
"redde",1.63529623391277e-05,0.00167632072496722,1.86563683513367e-05,0.00188605254803832,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"reddidit",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.0037534313084723,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"ridet",0.00328694543016467,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"roma",0.000834001079295514,1.65972349006655e-05,0.00281711162105185,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"romam",1.63529623391277e-05,0.00333604421503377,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"romanus",0.00328694543016467,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"rupta",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,0.00450662541198628
"rusticus",0.00246929731320829,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00102304868508154,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"sacra",1.63529623391277e-05,1.65972349006655e-05,0.000951474785918173,0.00188605254803832,0.00102304868508154,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"saepe",1.63529623391277e-05,1.65972349006655e-05,0.00281711162105185,1.86737876043398e-05,2.00597781388538e-05,0.0010515247108307,2.0703505103414e-05,2.24210219501805e-05
"scias",1.63529623391277e-05,0.0025061824700005,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,0.00105587876027411,2.24210219501805e-05
"scies",1.63529623391277e-05,1.65972349006655e-05,0.00374993003861868,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"sententiam",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00414424444856807,2.0703505103414e-05,2.24210219501805e-05
"severa",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00414424444856807,2.0703505103414e-05,2.24210219501805e-05
"signum",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00102304868508154,2.06181315849158e-05,0.00312622927061552,2.24210219501805e-05
"sinus",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,0.00450662541198628
"solebat",0.00246929731320829,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00102304868508154,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"soli",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00403201540590961,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"solvit",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.0037534313084723,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"sono",0.0016516491962519,1.65972349006655e-05,1.86563683513367e-05,0.000952363167821329,2.00597781388538e-05,2.06181315849158e-05,0.00105587876027411,2.24210219501805e-05
"stabant",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,0.00450662541198628
"stertere",1.63529623391277e-05,0.000846458979933943,0.00281711162105185,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"studia",0.0016516491962519,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00202603759202423,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"suadeo",1.63529623391277e-05,1.65972349006655e-05,0.00374993003861868,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"suaviter",1.63529623391277e-05,0.00167632072496722,0.00188429320348501,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"sudor",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.0037534313084723,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"sumere",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00302902649896692,2.06181315849158e-05,2.0703505103414e-05,0.00114347211945921
"summa",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00403201540590961,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"suorum",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00414424444856807,2.0703505103414e-05,2.24210219501805e-05
"supercilia",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.0037534313084723,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"supplicium",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00202603759202423,0.0010515247108307,0.00105587876027411,2.24210219501805e-05
"sustulerunt",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00208243129007649,0.00209105401544481,2.24210219501805e-05
"sustuli",1.63529623391277e-05,0.00333604421503377,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"symphoniam",1.63529623391277e-05,0.000846458979933943,1.86563683513367e-05,1.86737876043398e-05,0.00302902649896692,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"taces",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00311333786932228,2.0703505103414e-05,0.00114347211945921
"tanto",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00403201540590961,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"temptare",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.0037534313084723,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"tenere",0.00246929731320829,1.65972349006655e-05,0.000951474785918173,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"terrae",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,0.00450662541198628
"terras",1.63529623391277e-05,1.65972349006655e-05,0.00374993003861868,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"terris",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.0037534313084723,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"testamento",1.63529623391277e-05,1.65972349006655e-05,0.00374993003861868,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"timui",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.0037534313084723,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"titulo",1.63529623391277e-05,0.00333604421503377,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"tollere",1.63529623391277e-05,0.00167632072496722,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00208243129007649,2.0703505103414e-05,2.24210219501805e-05
"trecenties",1.63529623391277e-05,1.65972349006655e-05,0.00374993003861868,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"triclinio",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,0.00450662541198628
"tristitiae",1.63529623391277e-05,0.000846458979933943,0.00281711162105185,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"tuae",0.00328694543016467,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"tuas",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.0037534313084723,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"turbam",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00414424444856807,2.0703505103414e-05,2.24210219501805e-05
"tuus",1.63529623391277e-05,0.00167632072496722,0.000951474785918173,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,0.00114347211945921
"ullum",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,0.00416140452578622,2.24210219501805e-05
"ultimam",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,0.00450662541198628
"ultimum",0.000834001079295514,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,0.00338557431447725
"ultro",0.0016516491962519,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00202603759202423,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"unguento",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00403201540590961,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"unius",1.63529623391277e-05,0.00167632072496722,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00208243129007649,2.0703505103414e-05,2.24210219501805e-05
"usu",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00414424444856807,2.0703505103414e-05,2.24210219501805e-05
"utroque",1.63529623391277e-05,0.00333604421503377,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"uxor",0.000834001079295514,1.65972349006655e-05,1.86563683513367e-05,0.00188605254803832,2.00597781388538e-05,2.06181315849158e-05,0.00105587876027411,2.24210219501805e-05
"velle",0.00246929731320829,1.65972349006655e-05,1.86563683513367e-05,0.000952363167821329,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"velut",1.63529623391277e-05,0.00167632072496722,1.86563683513367e-05,0.000952363167821329,2.00597781388538e-05,2.06181315849158e-05,0.00105587876027411,2.24210219501805e-05
"venerat",0.00328694543016467,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"venerem",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.0037534313084723,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"venire",0.000834001079295514,1.65972349006655e-05,1.86563683513367e-05,0.00281974192825531,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"veritus",0.00246929731320829,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00102304868508154,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"vestra",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.00188605254803832,0.00202603759202423,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"veterem",1.63529623391277e-05,0.00333604421503377,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"vicit",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,0.0037534313084723,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"victa",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00403201540590961,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"viderint",0.000834001079295514,1.65972349006655e-05,0.000951474785918173,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,0.00209105401544481,2.24210219501805e-05
"villam",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00102304868508154,0.00311333786932228,2.0703505103414e-05,2.24210219501805e-05
"vini",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00202603759202423,0.00208243129007649,2.0703505103414e-05,2.24210219501805e-05
"vita",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,0.00450662541198628
"vlixes",0.000834001079295514,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,0.00311333786932228,2.0703505103414e-05,2.24210219501805e-05
"vocari",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,0.00403201540590961,2.06181315849158e-05,2.0703505103414e-05,2.24210219501805e-05
"vocatur",1.63529623391277e-05,1.65972349006655e-05,1.86563683513367e-05,1.86737876043398e-05,2.00597781388538e-05,2.06181315849158e-05,2.0703505103414e-05,0.00450662541198628
