"","mehercules_bene_homo_puto_sit_curabo_potest","fuit_fecit_quicquid_illum_nemo_manu_summam","sibi_plus_sestertium_illius_die_male_mei","puer_iussit_quem_esset_es_quia_domini","nobis_pro_adhuc_omnium_nunc_interim_fit","homo_vos_oportet_homines_vinum_hodie_nostrum","deinde_mensam_ante_aliquot_ubi_fortunata_circa","sibi_illum_afferri_coepi_iussit_postquam_vix","vides_quia_nunquam_quare_nunc_ideo_assem","illum_hic_mea_meam_summam_ideo_longe","eius_subinde_puer_cocus_hic_idem_aliquid","ait_agamemnon_quemadmodum_c_statim_ita_quibus","altera_habebat_fuerunt_parte_positus_nunc_triclinium","triclinium_familia_habinnas_totum_vero_nobis_plane","unum_melius_valde_balneum_eius_dicebat_ceterum","pedes_trimalchionis_minus_scilicet_heu_sumus_supra","magis_suum_fuit_res_eum_ipsum_immo","statim_pueri_duo_dii_lana_aquam_servi","ecce_subito_ceterum_canem_ianuam_trimalchionis_cuius","nemo_quem_sua_suam_amat_fortunata_dixit"
"plane",0.0229123848671691,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.01844387443508,0.000125203455615375,0.0324415147990177,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"vinum",0.00388216487782599,0.000100130169219986,0.015350208396869,0.000102701037280477,0.000110656191213898,0.0333075135553834,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.00604480265497215,0.01844387443508,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"ceterum",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.0268465339922532,0.0138602991628928,0.007145859604876,0.000142106011084269,0.0440251572327044,0.00014626298083955
"deinde",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.015507856629352,0.000110656191213898,0.000110656191213898,0.057672384022102,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"esset",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.0411831159494711,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.0238236339931255,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.00638537623638412,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"illius",7.61208799573723e-05,0.0151196555522179,0.0305987597844871,0.0206429084933758,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"mea",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.0111762753126037,0.000115114538966271,0.0117619657621987,0.000118525542254356,0.0423554965608785,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.0147725610647945,0.00014626298083955
"pedes",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.0119710797676899,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.0618910388362838,0.000140114894213255,0.0143527071195112,0.00014626298083955,0.00014626298083955
"circa",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.0231380223322206,0.0117619657621987,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.0251658945786904,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.0147725610647945,0.00014626298083955
"familia",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.0582913273878764,0.000133564845732603,0.000137230684781117,0.0211573490262015,0.000142106011084269,0.00014626298083955,0.00014626298083955
"fecit",7.61208799573723e-05,0.0301391809352158,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.0175847210900198,0.000118525542254356,0.00615421744901653,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.0143527071195112,0.00014626298083955,0.00014626298083955
"manu",7.61208799573723e-05,0.0251326724742165,0.00518450747179018,0.015507856629352,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.0182213104863038,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"puto",0.0305244728629063,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.0238236339931255,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"summam",7.61208799573723e-05,0.0251326724742165,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.0302884035235912,0.000118525542254356,0.0123366312446562,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"suum",0.0153002968714318,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.0130541553573737,0.000133564845732603,0.000137230684781117,0.0421745831581897,0.000142106011084269,0.00014626298083955,0.00014626298083955
"adhuc",0.00388216487782599,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.0388403231160783,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.0214580076737246,0.00014626298083955,0.00014626298083955
"altera",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.0689871040440716,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"at",0.0153002968714318,0.0101131470912186,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.0238236339931255,0.00615421744901653,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"es",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.0360480640854473,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.0238236339931255,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"homines",0.0114942528735632,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.0443731326767733,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"ideo",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.00564346575190882,0.000115114538966271,0.000116455106556422,0.0297499111058433,0.0302884035235912,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"immo",0.0153002968714318,0.000100130169219986,0.000101657009250788,0.015507856629352,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.0281630937368642,0.000142106011084269,0.00014626298083955,0.00014626298083955
"medio",7.61208799573723e-05,0.0151196555522179,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.0175847210900198,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.0134900494189929,0.0207218334019487,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"mensam",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.057672384022102,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00745941202281702,0.00014626298083955
"plus",7.61208799573723e-05,0.000100130169219986,0.0356816102470265,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.0211573490262015,0.000142106011084269,0.00014626298083955,0.00745941202281702
"pro",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.060971561358858,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"rogo",0.0191063408693004,0.000100130169219986,0.0102673579343296,0.000102701037280477,0.000110656191213898,0.0222418944339936,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"suo",7.61208799573723e-05,0.00510663863021928,0.000101657009250788,0.0257779603573996,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.0117619657621987,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.022085710106772,0.00014626298083955
"vos",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.00564346575190882,0.0499059422374682,0.000115114538966271,0.00593921043437755,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"amici",7.61208799573723e-05,0.0201261640132172,0.00518450747179018,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.00587084148727984,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.0245511176255038,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"dedit",0.0153002968714318,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.0111762753126037,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.0138602991628928,0.0141516043155387,0.000142106011084269,0.00014626298083955,0.00014626298083955
"duo",7.61208799573723e-05,0.00510663863021928,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.00564346575190882,0.000115114538966271,0.0117619657621987,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.00638537623638412,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.0356686087821515,0.00014626298083955,0.00014626298083955
"facere",0.0191063408693004,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.0111762753126037,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.00622938805423232,0.000125203455615375,0.00659170221015898,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.00724740656529771,0.00014626298083955,0.00014626298083955
"habebat",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.0376862401402279,0.00659170221015898,0.000133564845732603,0.0207218334019487,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"meam",0.0114942528735632,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.0363219500422348,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00745941202281702
"meo",0.0153002968714318,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.0175847210900198,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.0201682917056231,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"res",7.61208799573723e-05,0.0101131470912186,0.000101657009250788,0.015507856629352,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.035168838447527,0.000142106011084269,0.00014626298083955,0.00014626298083955
"sua",0.00388216487782599,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.0121877639676602,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.0513383062746819
"trimalchionis",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.0344449018800604,0.000140114894213255,0.00724740656529771,0.0293988591487494,0.00014626298083955
"ab",7.61208799573723e-05,0.0251326724742165,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.0234074764178409,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"agamemnon",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.0119710797676899,0.000120670930372873,0.000118525542254356,0.0428728471967754,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"cocus",7.61208799573723e-05,0.0151196555522179,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.0356761882185611,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"cuius",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.0052377529013043,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.0251658945786904,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.0293988591487494,0.00014626298083955
"ecce",0.00388216487782599,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.007145859604876,0.000142106011084269,0.0513383062746819,0.00014626298083955
"erant",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.00604480265497215,0.0245511176255038,0.0251658945786904,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"factus",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.0231380223322206,0.000116455106556422,0.000118525542254356,0.0182213104863038,0.000118525542254356,0.0123366312446562,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"habinnas",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.0111762753126037,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.0453664210934471,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
