"","mehercules_bene_homo_puto_sit_curabo_potest","fuit_fecit_quicquid_illum_nemo_manu_summam","sibi_plus_sestertium_illius_die_male_mei","puer_iussit_quem_esset_es_quia_domini","nobis_pro_adhuc_omnium_nunc_interim_fit","homo_vos_oportet_homines_vinum_hodie_nostrum","deinde_mensam_ante_aliquot_ubi_fortunata_circa","sibi_illum_afferri_coepi_iussit_postquam_vix","vides_quia_nunquam_quare_nunc_ideo_assem","illum_hic_mea_meam_summam_ideo_longe","eius_subinde_puer_cocus_hic_idem_aliquid","ait_agamemnon_quemadmodum_c_statim_ita_quibus","altera_habebat_fuerunt_parte_positus_nunc_triclinium","triclinium_familia_habinnas_totum_vero_nobis_plane","unum_melius_valde_balneum_eius_dicebat_ceterum","pedes_trimalchionis_minus_scilicet_heu_sumus_supra","magis_suum_fuit_res_eum_ipsum_immo","statim_pueri_duo_dii_lana_aquam_servi","ecce_subito_ceterum_canem_ianuam_trimalchionis_cuius","nemo_quem_sua_suam_amat_fortunata_dixit"
"omnium",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.0388403231160783,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"paene",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.0175847210900198,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.0195166085045883,0.000133564845732603,0.00699876492383697,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"potest",0.0267184288650377,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"potui",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.0277747039946885,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.0121877639676602,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"propter",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.00593921043437755,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.0207218334019487,0.007145859604876,0.000142106011084269,0.00014626298083955,0.0147725610647945
"quemadmodum",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.0428728471967754,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"servi",7.61208799573723e-05,0.0101131470912186,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.00587084148727984,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.028563308227938,0.00014626298083955,0.00014626298083955
"sestertium",7.61208799573723e-05,0.000100130169219986,0.0356816102470265,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"suam",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.0513383062746819
"subinde",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.0416024653312789,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"supra",7.61208799573723e-05,0.00510663863021928,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.0117619657621987,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.0275833676410045,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"unus",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.0130541553573737,0.0268465339922532,0.00699876492383697,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"vero",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.00615421744901653,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.0389039679462324,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"vestimenta",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.017382295383907,0.000116455106556422,0.000118525542254356,0.0182213104863038,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.00681180713236276,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"vobis",0.0153002968714318,0.0101131470912186,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.00587084148727984,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"adiecit",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.0116265684355934,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.0141516043155387,0.000142106011084269,0.0147725610647945,0.00014626298083955
"aliquis",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.0333075135553834,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"alter",7.61208799573723e-05,0.00510663863021928,0.00518450747179018,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.0251658945786904,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"amat",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.0440251572327044
"amplius",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.0257779603573996,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.007145859604876,0.000142106011084269,0.00014626298083955,0.00014626298083955
"an",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.0103728047653281,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.00604480265497215,0.000122144863808477,0.000125203455615375,0.0195166085045883,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"balneum",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.0402030185655136,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"c",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.0367656040063515,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"canem",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.00615421744901653,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.0367120081907269,0.00014626298083955
"cena",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.0222418944339936,0.00587084148727984,0.000116455106556422,0.00604480265497215,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"centum",0.0191063408693004,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.00622938805423232,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"certe",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.00587084148727984,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.0189057217979216,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.0143527071195112,0.00014626298083955,0.00014626298083955
"dies",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.0126455490171529,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.0281630937368642,0.000142106011084269,0.00014626298083955,0.00014626298083955
"domini",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.0309130122214234,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"eodem",7.61208799573723e-05,0.000100130169219986,0.0255159093219477,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00745941202281702
"facit",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.0333075135553834,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"habeo",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.0117619657621987,0.0238236339931255,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"illud",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.0178973568804077,0.0182213104863038,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"melior",0.0191063408693004,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.00587084148727984,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"meus",7.61208799573723e-05,0.0251326724742165,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.00564346575190882,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"ova",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.0333075135553834,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"partem",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.00604480265497215,0.000122144863808477,0.000125203455615375,0.0324415147990177,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"putes",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.0231380223322206,0.000116455106556422,0.0119710797676899,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"quattuor",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.0178973568804077,0.00622938805423232,0.0126455490171529,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"quibus",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.00593921043437755,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.0306583608159277,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"quisquis",0.0076882088756946,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.0242548570049475,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"quomodo",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.0111762753126037,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.0143527071195112,0.00014626298083955,0.0147725610647945
"quoque",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.0052377529013043,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.0306583608159277,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"quorum",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.0189057217979216,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.0214580076737246,0.00014626298083955,0.00014626298083955
"respiciens",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.017382295383907,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.0214580076737246,0.00014626298083955,0.00014626298083955
"scio",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.0134900494189929,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.0293988591487494
"sub",0.0076882088756946,0.000100130169219986,0.0204330588594084,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"terram",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.00593921043437755,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.00638537623638412,0.000129249062944294,0.000133564845732603,0.0275833676410045,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"tota",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.00593921043437755,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.0324415147990177,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"tune",7.61208799573723e-05,0.000100130169219986,0.0204330588594084,0.0052377529013043,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.00724740656529771,0.00014626298083955,0.00014626298083955
"tuum",0.0114942528735632,0.000100130169219986,0.015350208396869,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"usque",7.61208799573723e-05,0.0151196555522179,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.0134900494189929,0.00699876492383697,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"venit",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.0242548570049475,0.000118525542254356,0.000122144863808477,0.0126455490171529,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"volo",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.0277747039946885,0.000110656191213898,0.00587084148727984,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"accepit",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.0178973568804077,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.0141516043155387,0.000142106011084269,0.00014626298083955,0.00014626298083955
"alia",0.0076882088756946,0.0101131470912186,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.00587084148727984,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"alioquin",0.0076882088756946,0.000100130169219986,0.0102673579343296,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.00699876492383697,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"allata",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.0178973568804077,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.00638537623638412,0.000129249062944294,0.00681180713236276,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"argentea",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.0116265684355934,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.0119710797676899,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.00699876492383697,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"assem",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.0297499111058433,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"aurum",7.61208799573723e-05,0.0201261640132172,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.00564346575190882,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"beneficio",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.0103728047653281,0.0167090848732987,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"caput",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.00564346575190882,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.0238236339931255,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"contra",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.0222418944339936,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00745941202281702
"cui",7.61208799573723e-05,0.00510663863021928,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.0121877639676602,0.000118525542254356,0.00622938805423232,0.000125203455615375,0.000129249062944294,0.00681180713236276,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"denarios",7.61208799573723e-05,0.000100130169219986,0.00518450747179018,0.000102701037280477,0.0222418944339936,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"dicebat",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.0335247762788834,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"diceret",7.61208799573723e-05,0.0101131470912186,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.0119710797676899,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.00681180713236276,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"dicit",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.0117619657621987,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.00622938805423232,0.0126455490171529,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"dii",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.0356686087821515,0.00014626298083955,0.00014626298083955
"diligenter",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.000118525542254356,0.000120670930372873,0.000118525542254356,0.0306583608159277,0.000125203455615375,0.000129249062944294,0.000133564845732603,0.000137230684781117,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
"diu",7.61208799573723e-05,0.000100130169219986,0.000101657009250788,0.000102701037280477,0.000110656191213898,0.000110656191213898,0.000115114538966271,0.000116455106556422,0.00604480265497215,0.000120670930372873,0.000118525542254356,0.000122144863808477,0.000125203455615375,0.0130541553573737,0.000133564845732603,0.0138602991628928,0.000140114894213255,0.000142106011084269,0.00014626298083955,0.00014626298083955
