"","non_nec_sed_quid_est_ad_ego","in_tibi_tu_quid_te_non_et","et_est_ego_quod_tamen_si_non","non_est_et_de_si_in_ex","trimalchio_ad_sed_et_non_est_cum","et_in_mihi_nos_nihil_trimalchio_inquit","est_non_aut_quid_modo_in_inquit","et_in_quam_tamen_ne_habet_quae","et_trimalchio_inquit_non_cum_haec_me","in_et_ut_ad_manus_se_quo","et_qui_est_itaque_tanquam_cum_plane","in_et_cum_iam_quo_dum_sum","de_me_ut_esset_sed_nisi_ego","et_in_sunt_cum_ex_etiam_nos","ad_et_omnes_statim_si_summam_sunt","in_ad_haec_cum_ut_esse_quod","et_super_inquit_habinnas_familia_ac_medio","eius_qui_per_coepit_ad_ille_post","quae_altera_pro_super_erat_a_nobis","cum_et_trimalchio_atque_inter_autem_nostrum"
"ingeniosus",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,0.00238786403221275,4.73754026909229e-05,0.00243925770040176,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,0.00459128555995679,9.16758342500917e-05,9.99200639488409e-05
"inscriptione",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,0.00241614553723707,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,0.00324675324675325,6.64098817904104e-05,0.00339818763326226,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"interrogare",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,0.00447054698457223,0.0090925459128556,9.16758342500917e-05,9.99200639488409e-05
"intraverunt",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,0.00946233863892718,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"inveni",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,0.010027892150352,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"iovem",0.00386115146417922,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,0.00340954673084637,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"iovis",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,0.0135938062657544,9.16758342500917e-05,9.99200639488409e-05
"ipsimi",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,0.00642984466513878,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,0.00353970016657413,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"ipso",0.00194969034329842,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,0.00241614553723707,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,0.00339818763326226,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"is",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,0.00307080924855491,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,0.00670739806083145,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"isti",3.8229222417616e-05,0.00597830390371367,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"ius",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,0.00715368580632935,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"laudatus",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,0.00241614553723707,4.78285823608188e-05,0.00269727099640364,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,0.00338690397131093,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"lavari",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,0.00241614553723707,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,0.00700999444752915,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"lectum",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,0.00885343618513324,0.00459128555995679,9.16758342500917e-05,9.99200639488409e-05
"libentissime",3.8229222417616e-05,3.95914165808853e-05,0.00220702786913623,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,0.00925925925925926,9.99200639488409e-05
"loquebatur",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,0.00715368580632935,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"lucerna",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,0.00241614553723707,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,0.00925925925925926,9.99200639488409e-05
"lupus",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,0.010027892150352,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"manum",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,0.00885215148317505,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"mater",3.8229222417616e-05,0.00201916224562515,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,0.00606315283947653,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"medicus",3.8229222417616e-05,0.00201916224562515,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,0.00670739806083145,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"meis",3.8229222417616e-05,3.95914165808853e-05,0.00653453349489354,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"memoriae",3.8229222417616e-05,0.00399873307466941,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,0.00467546754675468,9.99200639488409e-05
"mensa",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,0.00885215148317505,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"mirari",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,0.00241614553723707,0.00243925770040176,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,0.00338690397131093,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"missionem",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,0.0138430509717638,9.99200639488409e-05
"monumentum",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,0.00238786403221275,4.73754026909229e-05,4.78285823608188e-05,0.00534165432621113,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"mora",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,0.00238786403221275,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,0.00672974413646055,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"more",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,0.010094932477604,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"narra",3.8229222417616e-05,3.95914165808853e-05,0.00437078068201489,4.68208633767207e-05,0.00241614553723707,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"nata",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,0.00238786403221275,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,0.00672974413646055,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"naves",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,0.00238786403221275,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,0.00592097549536874,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"nenias",3.8229222417616e-05,3.95914165808853e-05,0.00653453349489354,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"nihilo",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,0.00269727099640364,5.86235197561262e-05,0.00608140655105973,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"nolo",3.8229222417616e-05,0.00597830390371367,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"nondum",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,0.0048306868184427,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,0.00509592326139089
"nostri",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,0.00307080924855491,6.00312162324409e-05,6.2664494297531e-05,0.00642984466513878,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"numerum",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,0.0138430509717638,9.99200639488409e-05
"nummos",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,0.00592097549536874,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,0.00447054698457223,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"numquid",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,0.00298979950756243,0.00307080924855491,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,0.00459128555995679,9.16758342500917e-05,9.99200639488409e-05
"obiter",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,0.00715368580632935,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"obsonium",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,0.00909200385356455,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"occidi",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,0.00909200385356455,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"oculis",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,0.00241614553723707,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,0.00324675324675325,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,0.00353970016657413,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"omne",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,0.00238786403221275,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,0.00675223960422516,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"parem",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,0.00798603765601862,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"pariter",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,0.00715368580632935,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"passis",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,0.00243925770040176,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,0.00467546754675468,0.00509592326139089
"pater",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,0.00238786403221275,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,0.00298979950756243,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,0.00467546754675468,9.99200639488409e-05
"pedibus",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,0.0132363253856942,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"phialam",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,0.00472890720104879,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,0.00509592326139089
"plausum",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,0.00339818763326226,6.68538574675759e-05,6.94058856191005e-05,0.00885343618513324,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"plures",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,0.015087929656275
"pondus",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,0.00339818763326226,0.00675223960422516,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"porco",3.8229222417616e-05,3.95914165808853e-05,0.00653453349489354,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"porcus",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,0.00478491567178321,4.78285823608188e-05,0.00269727099640364,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"positum",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,0.00642984466513878,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,0.00447054698457223,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"praecipue",3.8229222417616e-05,3.95914165808853e-05,0.00220702786913623,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,0.00700999444752915,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"praeter",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,0.00534165432621113,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,0.00319588920917408,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"primus",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,0.00269727099640364,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,0.00675223960422516,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
