"","omnes_mente_virgo_tua_de_dum_tota","amore_verum_an_miser_misero_sis_id","quantum_ubi_ante_nulla_tantum_hominum_impia","puella_homo_cui_pater_Hymen_Hymenaee_matris","mi_id_bene_Lesbia_illud_sive_satis","amores_per_domum_dies_tempore_Catulle_facit","e_una_tecum_sine_domus_quondam_vertice","vos_oculis_pro_mi_e_divis_O","Invalid_Version_pectore_corpore_terra_toto_centum","lumina_saepe_illam_quos_idem_divum_nomine","multa_usque_milia_cur_mala_di_caput","ab_omnibus_amorem_fuit_nulla_prius_unquam","puellae_modo_huc_libet_qua_meae_sunt","sic_bona_nihil_tua_certe_Iuppiter_genus","quis_hic_magis_ille_potest_sola_malum"
"passim",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,0.00338712891014146,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,0.0109364814948939,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"patria",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,0.0130884938464544,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"patruum",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,0.01371358395306,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"pedes",5.6000448003584e-05,5.89726956419178e-05,0.0128377083732516,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"pelagi",5.6000448003584e-05,5.89726956419178e-05,0.00964424857891039,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,0.00402939085091254,8.12545705695945e-05
"penitus",0.00845606764854119,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,0.00402939085091254,8.12545705695945e-05
"pium",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,0.0163321686844885
"possem",0.00845606764854119,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,0.00366721794779607,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"possis",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,0.00983264960604285,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,0.00373434868565571,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"possunt",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,0.0133492727634987,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"potis",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,0.00726252966132164,7.32225232481511e-05,7.65872711955273e-05,0.00797977403808169,8.12545705695945e-05
"praecipitem",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,0.010302244661254,0.00365408038976858,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"praeterea",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,0.0163321686844885
"procul",5.6000448003584e-05,0.0118535118240255,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"prono",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,0.010028558145713,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,0.00366721794779607,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"putare",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,0.0163321686844885
"putida",5.6000448003584e-05,0.0118535118240255,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"quandoquidem",5.6000448003584e-05,0.0118535118240255,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"quoniam",5.6000448003584e-05,0.0059562422598337,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,0.00739547484806326,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"re",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,0.01371358395306,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"renidet",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,0.0144531530883728,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"sancta",5.6000448003584e-05,5.89726956419178e-05,0.00325732899022801,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,0.0109364814948939,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"sinistra",5.6000448003584e-05,5.89726956419178e-05,0.0128377083732516,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"solis",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,0.0144531530883728,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"suos",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,0.01371358395306,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"super",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,0.00670784352792721,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,0.00731513000651843,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"teque",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,0.0109364814948939,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,0.00414398309904932
"tertia",0.00285602284818279,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,0.0109364814948939,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"tot",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,0.0144531530883728,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"totum",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,0.010028558145713,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,0.00390595083097189,7.90076637433831e-05,8.12545705695945e-05
"tradita",0.00845606764854119,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,0.00369377851814297,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"tristi",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,0.0145578329832694,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"tuis",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,0.0147177271728784,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"ultima",5.6000448003584e-05,5.89726956419178e-05,0.0128377083732516,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"unam",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,0.0108189438991187,7.16486350935015e-05,0.00369377851814297,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"unda",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,0.00365408038976858,0.0109364814948939,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"unde",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,0.00338712891014146,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,0.00731513000651843,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,0.00402939085091254,8.12545705695945e-05
"undique",0.0112560900487204,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"vaga",5.6000448003584e-05,5.89726956419178e-05,0.0128377083732516,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"vago",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,0.0145578329832694,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"Veneris",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,0.0144013756537938,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"venit",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,0.00369377851814297,0.0109364814948939,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"vera",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,0.00366721794779607,0.0110566010104708,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"veteris",5.6000448003584e-05,5.89726956419178e-05,0.00325732899022801,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,0.00731513000651843,0.00369377851814297,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"videre",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,0.00347956607764208,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,0.0122694401560088
"virum",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,0.0144013756537938,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"vix",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,0.0133492727634987,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"abesse",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,0.0109364814948939,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"abstulit",5.6000448003584e-05,0.0059562422598337,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,0.00347956607764208,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"accipe",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,0.00369377851814297,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,0.00820671162752905
"Acme",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,0.0108578413748472,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"adempte",5.6000448003584e-05,0.00890487704192959,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"adnuit",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,0.0110566010104708,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"adsiduo",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,0.0109364814948939,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"aequor",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,0.00983264960604285,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"aestus",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,0.0119301572252508,8.12545705695945e-05
"agit",5.6000448003584e-05,5.89726956419178e-05,0.00325732899022801,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,0.00726252966132164,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"agite",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,0.010302244661254,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"agricolae",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,0.0115646779505246,7.90076637433831e-05,8.12545705695945e-05
"alebat",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,0.0110566010104708,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"aliis",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,0.0109364814948939,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"alios",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,0.010302244661254,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"amictu",0.00285602284818279,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,0.00797977403808169,8.12545705695945e-05
"amo",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,0.010028558145713,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"annis",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,0.0109364814948939,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"apud",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,0.00338712891014146,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,0.00390595083097189,7.90076637433831e-05,0.00414398309904932
"arca",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,0.00983264960604285,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"ardenti",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,0.0109364814948939,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"arva",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,0.00731513000651843,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,0.00402939085091254,8.12545705695945e-05
"audiens",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,0.00689090536944805,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,0.00366721794779607,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"audit",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,0.0119301572252508,8.12545705695945e-05
"Aufilena",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,0.00983264960604285,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"aura",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,0.00369377851814297,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,0.00797977403808169,8.12545705695945e-05
"basia",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,0.0109364814948939,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"beata",5.6000448003584e-05,0.00300760747773781,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,0.00739547484806326,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"bonae",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,0.00657680536563131,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,0.00365408038976858,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"bonis",5.6000448003584e-05,0.0059562422598337,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,0.00365408038976858,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"bono",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,0.0110566010104708,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"bonum",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,0.010302244661254,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
"bracchia",5.6000448003584e-05,5.89726956419178e-05,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,7.24270297675092e-05,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,0.0119301572252508,8.12545705695945e-05
"caeca",5.6000448003584e-05,0.00300760747773781,6.38691958868238e-05,6.51168848082308e-05,6.6414292355715e-05,6.82267858361193e-05,7.16486350935015e-05,7.16486350935015e-05,0.00731513000651843,7.24270297675092e-05,7.19062342705113e-05,7.32225232481511e-05,7.65872711955273e-05,7.90076637433831e-05,8.12545705695945e-05
