"","mihi_si_te_quam_qui_me_quod","quae_omnia_illum_me_fuit_mehercules_puto","qui_hoc_quod_omnes_male_quam_nascuntur","si_quod_illi_illum_nobis_satis_tibi","qui_erat_altera_nos_cuius_quo_hac","quam_habet_me_illi_plus_domum_illius","nos_omnia_qui_circa_minus_me_haec","erat_quae_duo_adhuc_nobis_servus_pueri","hoc_nos_si_quam_vos_statim_vinum","quod_mihi_me_amici_homines_volo_illa","nisi_esset_illa_dedit_certe_facta_vidi","tibi_ita_me_qui_bene_meum_curabo","quem_coepit_statim_fortunata_deinde_eius_factus","si_hoc_omnia_nostrum_illam_c_haec","familia_hoc_coepit_habinnas_sumus_vero_tota","mihi_sum_me_meam_mortuum_ideo_ne","sunt_ne_meum_omnes_unum_valde_summam","atque_quo_pedes_post_cocus_accepit_medio","iussit_nemo_trimalchionis_propter_ne_quem_amat","sunt_quod_haec_eius_nos_venit_dicebat"
"e",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,0.0183628722821122,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"eas",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,0.00922711492782752,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.0113534172661871,0.000114337983077979,0.000122759636631476,0.000122759636631476
"eo",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,0.00443632567849687,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.0185367051313528
"erit",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,0.00443632567849687,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.0169739208633094,0.000114337983077979,0.000122759636631476,0.000122759636631476
"essent",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,0.00419891322246007,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,0.0143864329268293,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"faciem",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.0107492550021286,0.00542784163473819,0.000108742931709439,0.00560686015831135,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"faciunt",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.0246746869629266
"fieri",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.0109830361026533,0.011103781882146,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"fortunatae",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.00560686015831135,0.000111781801922647,0.000112410071942446,0.0172650354447748,0.000122759636631476,0.000122759636631476
"fugit",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.0218573292735972,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"glyco",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.0213920817369093,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"haberemus",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,0.0165486579944014,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"habinna",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.00542784163473819,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.0112899619941873,0.000112410071942446,0.000114337983077979,0.00626074146820525,0.000122759636631476
"habui",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,0.00485899390243902,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.0168790520903197,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"habuit",7.22230247002744e-05,0.0041476903057905,0.0123305569165442,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"his",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,0.00841947315771924,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.0058312371369769,0.000122759636631476,0.00626074146820525
"huius",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,0.00878566457898399,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.011103781882146,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"ingens",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,0.016755585195065,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"inquam",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,0.0129658251760261,9.13575735428467e-05,0.00485899390243902,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"interpellavit",7.22230247002744e-05,0.0041476903057905,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,0.0137949936049699,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"intravit",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,0.00443632567849687,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.0164201826881253,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"ista",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,0.00437918598660484,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.0160706683695189,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"iussi",7.22230247002744e-05,0.0041476903057905,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.0169739208633094,0.000114337983077979,0.000122759636631476,0.000122759636631476
"lance",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,0.00465923625068518,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.00560686015831135,0.000111781801922647,0.000112410071942446,0.0115481362908758,0.000122759636631476,0.000122759636631476
"lautitias",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.0218573292735972,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"licet",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.0213920817369093,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"luto",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,0.0124320764037543,8.33611203734578e-05,8.69867780097425e-05,0.00437918598660484,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"magnum",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,0.00465923625068518,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.011103781882146,0.00560686015831135,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"mala",7.22230247002744e-05,8.1327260897853e-05,0.00416462518373346,0.0124320764037543,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"meas",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.0151819827066157,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.00573291366906475,0.000114337983077979,0.000122759636631476,0.000122759636631476
"medici",0.00729452549472772,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.0112899619941873,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"medium",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.0218573292735972,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"mel",7.22230247002744e-05,0.0163467794404684,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"mensas",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.0218573292735972,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"meos",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.0202091292982103,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"mi",7.22230247002744e-05,0.0163467794404684,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"molestus",0.003683374259714,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.00542784163473819,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.0113534172661871,0.000114337983077979,0.000122759636631476,0.000122759636631476
"mulier",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.0220976253298153,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"mulieres",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,0.00419891322246007,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.0185367051313528
"multis",0.003683374259714,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.0168790520903197,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"munus",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,0.0165486579944014,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"nemini",0.003683374259714,8.1327260897853e-05,0.00416462518373346,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,0.00485899390243902,0.0051276895234265,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"nomen",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,0.00867250558131547,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.0115481362908758,0.000122759636631476,0.000122759636631476
"noster",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.00542784163473819,0.000106428267347808,0.000108742931709439,0.0166007036059807,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"oblitus",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,0.00867250558131547,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.00560686015831135,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.00626074146820525,0.000122759636631476
"oculos",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,0.00922711492782752,9.52743902439024e-05,0.000100542931831892,0.0107492550021286,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"omnibus",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.0220976253298153,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"optime",0.003683374259714,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.0160706683695189,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"orcus",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.0160706683695189,0.000106428267347808,0.000108742931709439,0.00560686015831135,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"os",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,0.00485899390243902,0.000100542931831892,0.0160706683695189,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"ostiarii",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,0.0131350034794711,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.00554588951718138,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"percussit",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,0.00425141713904635,8.69867780097425e-05,0.00867250558131547,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.00573291366906475,0.000114337983077979,0.000122759636631476,0.000122759636631476
"piper",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,0.0172591447707367,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"pisces",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,0.00841947315771924,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,0.00962271341463415,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"poma",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,0.0183628722821122,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"ponas",0.00729452549472772,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.0107492550021286,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"porcum",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,0.00867250558131547,9.13575735428467e-05,9.52743902439024e-05,0.0051276895234265,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.00626074146820525,0.000122759636631476
"postea",7.22230247002744e-05,8.1327260897853e-05,0.0123305569165442,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.00542784163473819,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"posuit",7.22230247002744e-05,0.0122804163955758,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.0058312371369769,0.000122759636631476,0.000122759636631476
"praeterea",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.005700871898055,0.00573291366906475,0.0115481362908758,0.000122759636631476,0.000122759636631476
"primum",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.0225944244604317,0.000114337983077979,0.000122759636631476,0.000122759636631476
"puero",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,0.00419891322246007,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,0.00922711492782752,9.52743902439024e-05,0.0051276895234265,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"putares",7.22230247002744e-05,8.1327260897853e-05,0.00416462518373346,0.00419891322246007,0.00841947315771924,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"quando",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.0051276895234265,0.00542784163473819,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.011103781882146,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"quarum",0.003683374259714,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,0.00465923625068518,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.011103781882146,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"quasi",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,0.00419891322246007,0.00425141713904635,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,0.00962271341463415,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"quos",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,0.0083154948131072,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.0107492550021286,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
