"","mihi_si_te_quam_qui_me_quod","quae_omnia_illum_me_fuit_mehercules_puto","qui_hoc_quod_omnes_male_quam_nascuntur","si_quod_illi_illum_nobis_satis_tibi","qui_erat_altera_nos_cuius_quo_hac","quam_habet_me_illi_plus_domum_illius","nos_omnia_qui_circa_minus_me_haec","erat_quae_duo_adhuc_nobis_servus_pueri","hoc_nos_si_quam_vos_statim_vinum","quod_mihi_me_amici_homines_volo_illa","nisi_esset_illa_dedit_certe_facta_vidi","tibi_ita_me_qui_bene_meum_curabo","quem_coepit_statim_fortunata_deinde_eius_factus","si_hoc_omnia_nostrum_illam_c_haec","familia_hoc_coepit_habinnas_sumus_vero_tota","mihi_sum_me_meam_mortuum_ideo_ne","sunt_ne_meum_omnes_unum_valde_summam","atque_quo_pedes_post_cocus_accepit_medio","iussit_nemo_trimalchionis_propter_ne_quem_amat","sunt_quod_haec_eius_nos_venit_dicebat"
"balneum",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,0.0143864329268293,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.0185367051313528
"c",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.0330914687774846,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"canem",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,0.0209236412137379,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.005700871898055,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"cena",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,0.00922711492782752,9.52743902439024e-05,0.0202091292982103,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"centum",7.22230247002744e-05,0.0163467794404684,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.0113534172661871,0.000114337983077979,0.000122759636631476,0.000122759636631476
"certe",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.0320349084716901,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"dies",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,0.00425141713904635,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,0.0239138719512195,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"domini",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,0.0174843423799582,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.012398723299779,0.000122759636631476
"eodem",7.22230247002744e-05,8.1327260897853e-05,0.0123305569165442,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.011103781882146,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.0058312371369769,0.000122759636631476,0.000122759636631476
"facit",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.0202091292982103,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.012398723299779,0.000122759636631476
"habeo",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,0.025845783960158,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"illud",0.0109056767297414,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.0166007036059807,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"melior",7.22230247002744e-05,8.1327260897853e-05,0.0123305569165442,0.00419891322246007,8.33611203734578e-05,0.00878566457898399,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"ova",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,0.0274986296363969,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"partem",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,0.016755585195065,8.69867780097425e-05,8.58663918942126e-05,0.00465923625068518,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.00560686015831135,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"putes",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,0.025845783960158,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"quattuor",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,0.0083154948131072,0.016755585195065,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"quibus",7.22230247002744e-05,8.1327260897853e-05,0.0123305569165442,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.0101548361150211,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.00626074146820525
"quisquis",7.22230247002744e-05,0.0163467794404684,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.0115481362908758,0.000122759636631476,0.000122759636631476
"quomodo",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,0.0131350034794711,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.0160706683695189,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"quoque",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.0218573292735972,0.011103781882146,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"quorum",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,0.00841947315771924,8.69867780097425e-05,8.58663918942126e-05,0.00465923625068518,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.0185367051313528
"respiciens",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,0.00962271341463415,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.0218573292735972,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"scio",0.003683374259714,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.0051276895234265,0.00542784163473819,0.0107492550021286,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.00573291366906475,0.000114337983077979,0.000122759636631476,0.000122759636631476
"sub",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,0.00419891322246007,8.33611203734578e-05,0.00878566457898399,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.0051276895234265,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.011103781882146,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"terram",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,0.0137949936049699,9.52743902439024e-05,0.0051276895234265,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.0115481362908758,0.000122759636631476,0.000122759636631476
"tota",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.0330914687774846,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"tune",7.22230247002744e-05,0.0041476903057905,0.00416462518373346,0.00419891322246007,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.0169739208633094,0.000114337983077979,0.000122759636631476,0.000122759636631476
"tuum",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.0320349084716901,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"usque",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,0.00867250558131547,0.00922711492782752,9.52743902439024e-05,0.0101548361150211,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"venit",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.00542784163473819,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.0308126687945004
"volo",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.0302634224813996,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"accepit",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.0286988337525726,0.000122759636631476,0.000122759636631476
"alia",7.22230247002744e-05,0.0163467794404684,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.0051276895234265,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"alioquin",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.0160706683695189,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.0112899619941873,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"allata",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.0225944244604317,0.000114337983077979,0.00626074146820525,0.000122759636631476
"argentea",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.0051276895234265,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.0229819345986737,0.000122759636631476,0.000122759636631476
"assem",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.0280572322825844,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"aurum",0.003683374259714,0.00821405335068315,8.16593173281071e-05,0.0083154948131072,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"beneficio",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.0051276895234265,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.0229819345986737,0.000122759636631476,0.000122759636631476
"caput",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.00560686015831135,0.000111781801922647,0.000112410071942446,0.0229819345986737,0.000122759636631476,0.000122759636631476
"contra",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,0.00962271341463415,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.0166007036059807,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"cui",7.22230247002744e-05,0.0122804163955758,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.0113534172661871,0.000114337983077979,0.000122759636631476,0.000122759636631476
"denarios",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,0.0206652395850486,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"dicebat",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.0308126687945004
"diceret",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,0.0215524643654474,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"dicit",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,0.0206652395850486,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"dii",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,0.0183628722821122,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.00573291366906475,0.000114337983077979,0.000122759636631476,0.000122759636631476
"diligenter",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.02759454705365,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"domi",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,0.00867250558131547,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.0107492550021286,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.00573291366906475,0.000114337983077979,0.000122759636631476,0.000122759636631476
"eiusmodi",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,0.00437918598660484,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.0218573292735972,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"essem",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.0160706683695189,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.0112899619941873,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"facio",7.22230247002744e-05,0.0204131424853611,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"facta",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.0267134951042997,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"foras",7.22230247002744e-05,0.0041476903057905,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,0.00465923625068518,0.00962271341463415,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.00626074146820525
"fuerunt",0.0145168279647552,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.0058312371369769,0.000122759636631476,0.000122759636631476
"gai",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.0101548361150211,0.0160706683695189,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"gratias",0.003683374259714,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.0246746869629266,0.000122759636631476
"habeam",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,0.00437918598660484,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.0213920817369093,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"habuimus",7.22230247002744e-05,0.0122804163955758,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.0113534172661871,0.000114337983077979,0.000122759636631476,0.000122759636631476
"heu",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,0.00485899390243902,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.022468142186452,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"hinc",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.0101548361150211,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.0172650354447748,0.000122759636631476,0.000122759636631476
"hominem",7.22230247002744e-05,0.0041476903057905,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,0.00437918598660484,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.00573291366906475,0.000114337983077979,0.012398723299779,0.000122759636631476
"ianuam",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,0.0209236412137379,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"illo",7.22230247002744e-05,8.1327260897853e-05,0.0204964886493549,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
"illos",0.003683374259714,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,8.58663918942126e-05,9.13575735428467e-05,9.52743902439024e-05,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.0225944244604317,0.000114337983077979,0.000122759636631476,0.000122759636631476
"ingenti",7.22230247002744e-05,8.1327260897853e-05,8.16593173281071e-05,8.23316318129425e-05,8.33611203734578e-05,8.69867780097425e-05,0.0129658251760261,9.13575735428467e-05,0.00962271341463415,0.000100542931831892,0.000106428267347808,0.000106428267347808,0.000108742931709439,0.000109938434476693,0.000109938434476693,0.000111781801922647,0.000112410071942446,0.000114337983077979,0.000122759636631476,0.000122759636631476
