"","τόνον_ϊ_ὁμοίως_ἀσκαλωνίτης_τέλους_λήγοντα_ἐγένετο","διὸς_ζεὺς_αὐτὴν_αὐτῶν_αὐτῆς_ὅθεν_ἱστορία","στικτέον_λόγος_τέλος_ᾖ_ἀρχῆς_στίχου_ἀπ","τί_πῶς_δεῖ_πάλιν_αὐτὸς_πάντων_ῥητέον","οὗτος_ὃς_ὃν_αὐτόν_του_ὥς_ὧν","ὅταν_θεῶν_ἄν_πῶς_ὅτ_αὐτὸς_οὐδ","κε_τοι_μοι_μή_με_ὅς_τίς","τεῖχος_τῶ_σημαίνει_ἀχαιῶν_βέλτιον_λέξις_τρώων","ἦ_πρόθεσιν_ὁμοίως_ᾖ_ἵν_ὑφ_δεῖ","τοι_νεώτεροι_ὅμηρος_οὗ_ἅμα_μοι_οὖ","τρώων_ὑπὸ_ἕκτορα_ἕκτωρ_ὑπ_τῶ_ἕκτορος","εἴρηκεν_ὄνομα_πρότερον_ἕτερον_δεύτερον_πολὺ_κύριον","ἀθετοῦνται_ἕως_στίχοι_τούτου_οὐδ_ἀθετεῖται_τρεῖς","ἵν_ᾖ_ἐλλείπει_ἐὰν_του_μᾶλλον_ἔστιν","ἄλλοι_ἀριστάρχου_ἀρισταρχος_ἀρίσταρχος_ν_χωρὶς_ϊ","πῦρ_ἔν_τισι_ἵππων_ὅσον_αἷμα_διπλῆ","ν_ἀπὸ_σὺν_θ_χωρὶς_πάρ_τὲ","κέχρηται_πάλιν_πάτροκλον_ἐνταῦθα_αὐτὸς_διπλῆ_ἡμεῖς","αὐτὰρ_ἂρ_ζηνοδοτος_οὐδέ_οὔτε_θηλυκῶς_οὐδ","κεν_κ_εἴ_μοι_ἔνθα_ἀλλῷ_μιν"
"πῦρ",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,0.00132686596017645,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,0.0136700606546329,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"ἄλλω",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,0.00359500047827057,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,0.00176622554963885,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,0.00680858008014361,9.29350755562164e-06,0.000499011761022289,0.00159195378062666
"βαρύνεται",0.00448525632597445,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,0.000884785198682459,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"εἶχεν",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,0.00245022757099377,0.00390774598941859,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,0.000456163574891326,0.00356596592323836,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,0.00245592062777636,1.05427402690507e-05
"ἐκεῖ",2.98817876480643e-06,0.00260396357050632,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,0.000446772724087182,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,0.00266721015134867,0.00582279386773045,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"ἕκτορα",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,0.00260381893443717,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,0.0104706108001604,0.000448146781251648,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"ἐποίησεν",2.98817876480643e-06,0.00433705080545229,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,0.00306277377358161,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,0.00245592062777636,1.05427402690507e-05
"έστι",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,0.00284393129175473,7.41828756249907e-06,0.00113960543991789,7.97117622676402e-06,0.00132279767327773,8.72585120678522e-06,8.71824379696954e-06,0.00132686596017645,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,0.0031821725807329,9.29350755562164e-06,0.00392360227784192,1.05427402690507e-05
"εὐθείας",0.00373821163477284,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,0.00176081014787301,0.000445018411546046,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,0.000915667893601204,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"θεὸς",2.98817876480643e-06,0.00433705080545229,6.74527156463319e-06,0.00245022757099377,7.09209798442575e-06,0.00186199017818727,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"μάλα",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,0.00149107580006231,0.00868666133341383,7.97117622676402e-06,0.00219882262246829,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"μάχην",2.98817876480643e-06,4.33271808736493e-06,0.000344008849796293,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,0.00399355928960877,0.00132279767327773,8.72585120678522e-06,0.00306010357273631,8.78719178924799e-06,0.0044394428100521,8.94438382139854e-06,8.89268310034504e-06,0.00046447241398153,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"ὀξεῖαν",0.00478407420245509,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"ὅπως",2.98817876480643e-06,0.00173741995303334,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,0.000884785198682459,0.000445018411546046,8.71824379696954e-06,8.78719178924799e-06,0.00222415198667281,0.00671723224987031,0.000453526838117597,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"ρ",0.00149707756116802,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,0.000406529987564965,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,0.00267669761320386,9.10730223493197e-06,0.00680858008014361,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"ἀνάγνωσις",0.00358880269653252,4.33271808736493e-06,0.00236759031918625,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"εἶδος",0.000899441808206734,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,0.00611682169595644,8.71824379696954e-06,8.78719178924799e-06,0.000894977492645235,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,0.00408877445558557,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"ἔνθεν",0.0034393937582922,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,0.00223290455631222,7.54705589349595e-06,7.97117622676402e-06,0.000884785198682459,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"ζηνοδότῳ",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,0.000749247043812406,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,0.00621167546875554,8.94438382139854e-06,0.00667840500835912,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"θυμὸν",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,0.00112016142193736,0.00566783897601546,7.97117622676402e-06,0.000884785198682459,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,0.00355332648070039,8.94438382139854e-06,0.000453526838117597,9.10730223493197e-06,0.000915667893601204,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"ἴλιον",2.98817876480643e-06,0.00217069176176983,6.74527156463319e-06,6.98070533046659e-06,0.000361696997205713,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,0.00979432887810415,1.05427402690507e-05
"ὀξύνεται",0.00433584738773412,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,0.000894977492645235,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"πάντας",2.98817876480643e-06,0.00173741995303334,6.74527156463319e-06,0.00454443917013375,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,0.000881310971885307,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,0.00365202819620772,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"πατρόκλου",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,0.00160220642157957,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,0.0044394428100521,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,0.00790877492983402,9.78454433377038e-06,1.05427402690507e-05
"πρῶτος",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,0.0035531410901973,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,0.00132279767327773,0.00524423657527792,8.71824379696954e-06,0.00264494472856365,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"πτολεμαῖος",0.00448525632597445,4.33271808736493e-06,0.000344008849796293,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"τέλος",2.98817876480643e-06,4.33271808736493e-06,0.00810107114912446,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,0.00175389609256383,0.0013164548133424,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"ψιλοῦται",0.00433584738773412,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,0.000938644263117786,9.78454433377038e-06,1.05427402690507e-05
"ἀριστοφάνους",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,0.0115693807135489,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,0.00196669341108785,1.05427402690507e-05
"εἴη",2.98817876480643e-06,4.33271808736493e-06,0.00101853600625961,6.98070533046659e-06,7.09209798442575e-06,0.00297473331256213,7.54705589349595e-06,0.00359500047827057,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,0.00403391710345074,0.000453526838117597,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"ἑλλήνων",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,0.00384636863708709,7.09209798442575e-06,0.00186199017818727,0.000762252645243091,7.97117622676402e-06,8.76024949190553e-06,0.00349906633392087,0.000444630433645446,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,0.00137520263747473,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"εστιν",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,0.00107090679564829,7.41828756249907e-06,0.00264901661861708,0.000805088798903166,0.00219882262246829,0.000881310971885307,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,0.00499537633043825,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"ἧς",0.00104885074644706,0.00412041490108405,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,0.00183056774922133,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"θηλυκῶς",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,0.0146866010449893,1.05427402690507e-05
"οὐδέ",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,0.00491313338666586,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,0.000919837525728129,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,0.0079175979420571
"πάτροκλον",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,0.00112016142193736,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,0.0102321518187394,0.000988238977710808,0.00159195378062666
"που",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,0.00378107500264147,0.000805088798903166,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,0.00178742930316935,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,0.00739046092860456
"σημειοῦνται",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,0.0027992628375171,0.00426235088863988,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,0.00219882262246829,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,0.00228593286096792,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"ἀγαμέμνονος",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,0.00210119230447044,0.00178011659409086,0.00112016142193736,0.00189431102926748,7.97117622676402e-06,8.76024949190553e-06,0.00349906633392087,8.71824379696954e-06,0.000448146781251648,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,0.000473968885336704,9.78454433377038e-06,1.05427402690507e-05
"ἄλλης",2.98817876480643e-06,4.33271808736493e-06,0.0094501254620511,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,0.000456163574891326,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"ἀναγκαῖον",0.00164648649940834,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,0.00351286004625412,0.00131760353222457,0.00175236700319088,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,0.00140331964089887,9.78454433377038e-06,1.05427402690507e-05
"ἁρμόζει",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,0.00279788285559417,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,0.00488250097472796,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,0.00512072266314753,9.78454433377038e-06,1.05427402690507e-05
"ἀρχὴν",0.0013476686229277,4.33271808736493e-06,0.00135579958449127,0.00210119230447044,7.09209798442575e-06,0.00112016142193736,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,0.0034343750611534,1.05427402690507e-05
"δασυντέον",0.00194530437588898,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,0.00263683509706356,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,0.00448113629452067,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"εἰσὶν",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,0.00178011659409086,0.00112016142193736,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,0.000894977492645235,8.94438382139854e-06,0.000453526838117597,0.0082056793136737,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"ἔφη",0.000301806055245449,4.33271808736493e-06,6.74527156463319e-06,0.00140312177142378,7.09209798442575e-06,7.41828756249907e-06,0.00113960543991789,0.00439211810094698,0.000446772724087182,0.000445018411546046,0.00306010357273631,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"θάλασσαν",2.98817876480643e-06,0.00520359442292528,6.74527156463319e-06,6.98070533046659e-06,0.000716301896427001,7.41828756249907e-06,7.54705589349595e-06,0.00120364761024137,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"μέσον",0.000152397117005128,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,0.00439211810094698,8.76024949190553e-06,8.72585120678522e-06,0.00349601576258478,0.00352366390748844,0.000451919327969376,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"νέστωρ",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,0.00419540390361042,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,0.00742569937697422,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"οὔ",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,0.00302636941329187,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,0.00313947872131089,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,0.00739046092860456
"ὄφρα",2.98817876480643e-06,0.00152078404866509,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,0.00200076523291777,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,0.0049283554855906,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,0.00317336482098427
"πάντως",0.0013476686229277,4.33271808736493e-06,0.00405390821034455,6.98070533046659e-06,7.09209798442575e-06,0.00112016142193736,7.54705589349595e-06,7.97117622676402e-06,0.00132279767327773,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,0.000919837525728129,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"πολλάκις",0.00149707756116802,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,0.00263683509706356,8.72585120678522e-06,8.71824379696954e-06,0.000448146781251648,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,0.00046447241398153,0.00499537633043825,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"σύνθετον",0.00433584738773412,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"σφιν",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,0.00210119230447044,7.09209798442575e-06,7.41828756249907e-06,0.00227166382394228,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,0.000880542623493923,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,0.0022320634581866,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,0.00528191287479442
"ταύτην",0.000750032869966413,0.000437604526823858,6.74527156463319e-06,0.00175215703794711,7.09209798442575e-06,0.00223290455631222,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,0.00140331964089887,0.0034343750611534,0.000537679753721587
"τισι",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,8.89268310034504e-06,0.0113932350958999,9.06601874852677e-06,0.00140331964089887,9.78454433377038e-06,0.000537679753721587
"υ",0.0020947133141293,4.33271808736493e-06,6.74527156463319e-06,0.000356015971853796,0.00142551169486958,7.41828756249907e-06,7.54705589349595e-06,7.97117622676402e-06,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,8.94438382139854e-06,0.00445523423327286,9.10730223493197e-06,9.06601874852677e-06,9.29350755562164e-06,9.78454433377038e-06,1.05427402690507e-05
"φησίν",2.98817876480643e-06,4.33271808736493e-06,6.74527156463319e-06,6.98070533046659e-06,7.09209798442575e-06,0.00520021958131185,7.54705589349595e-06,0.00359500047827057,8.76024949190553e-06,8.72585120678522e-06,8.71824379696954e-06,8.78719178924799e-06,8.86116329351717e-06,0.00135060195703118,8.89268310034504e-06,9.10730223493197e-06,9.06601874852677e-06,0.000938644263117786,0.000499011761022289,1.05427402690507e-05
