"","form","lemmata"
"praeceptum","praeceptum","praeceptum;praecipere"
"praeciderem","praeciderem","praecidere"
"praecipiti","praecipiti","praeceps;praecipitium;praecipitus"
"praecipue","praecipue","praecipue;praecipuus"
"praecisa","praecisa","praecidere;praecisum;praecisus"
"praeconem","praeconem","praeconare;praeco"
"praecordia","praecordia","praecordia"
"praedicare","praedicare","praedicare;praedicere"
"praedio","praedio","praedium"
"praefiscini","praefiscini","praefiscini"
"praeponam","praeponam","praeponere"
"praeposuerunt","praeposuerunt","praeponere"
"praesentem","praesentem","praesens;praesentare"
"praesidium","praesidium","praeses;praesidium"
"praesto","praesto","praestare;praesto;praestus"
"praeter","praeter","praeter"
"praeterea","praeterea","praeterea"
"praeterire","praeterire","praeterire"
"praeterisset","praeterisset","praeterire"
"praetextam","praetextam","praetexta;praetextus;praetexere"
"praetextatum","praetextatum","praetextatus"
"praetorem","praetorem","praetor"
"praetorio","praetorio","praetorium;praetorius"
"prande","prande","prandere"
"prasina","prasina","prasinus"
"prasinatus","prasinatus","prasinatus"
"prasinianus","prasinianus","prasinianus"
"prasinus","prasinus","prasinus"
"praxim","praxim","praxim"
"precibus","precibus","preces;prex"
"premerem","premerem","premere"
"pretiosior","pretiosior","pretiosus"
"pretiosum","pretiosum","pretiosus"
"pretium","pretium","pretium"
"priapus","priapus","priapus"
"pridie","pridie","pridie"
"prima","prima","prae;primus"
"primae","primae","prae;primus"
"primam","primam","prae;primus"
"primigeni","primigeni","primigenius;primigenus"
"primitiis","primitiis","primitiae"
"primitus","primitus","primitus"
"primo","primo","prae;primo;primus"
"primos","primos","prae;primus"
"primum","primum","prae;primum;primus"
"primus","primus","prae;primus"
"principium","principium","principium"
"priore","priore","prae;prior"
"privatum","privatum","privare;privatum;privatus"
"pro","pro","pro"
"probaremus","probaremus","probare"
"probitas","probitas","probitas;probitere"
"procellam","procellam","procella;procellere"
"processit","processit","procedere"
"proclamavit","proclamavit","proclamare"
"procubuit","procubuit","procubare;procumbere"
"procucurrit","procucurrit","procurrere"
"proculus","proculus","proculus"
"procurator","procurator","procurare;procurator"
"procurrerunt","procurrerunt","procurrere"
"prodisset","prodisset","prodire"
"proeliantes","proeliantes","proeliare;proeliari"
"profer","profer","profari;proferre"
"profuit","profuit","proesse"
"proicere","proicere","proicere"
"proieci","proieci","proicere"
"proiecit","proiecit","proicere"
"proiectisque","proiectisque","proicere;proiectus"
"promulsidari","promulsidari","promulsidare"
"properaret","properaret","properare"
"propinasse","propinasse","propinare"
"propitiam","propitiam","propitius"
"propitii","propitii","propitius"
"propitium","propitium","propitius"
"propius","propius","prope;propior"
"proprium","proprium","proprius"
"propter","propter","propter"
"proscripsit","proscripsit","proscribere"
"prosequeremur","prosequeremur","prosequi"
"prospectu","prospectu","prospectus;prospicere"
"prostare","prostare","prostare"
"protulit","protulit","proferre"
"providet","providet","providere"
"provocare","provocare","provocare"
"proximae","proximae","prope;proximus"
"proxime","proxime","prope;proximus"
"proximis","proximis","prope;proximus"
"proximus","proximus","prope;proximus"
"prudentissimus","prudentissimus","prudens"
"pruna","pruna","pruna;prunum"
"publicatis","publicatis","publicare"
"publico","publico","publicare;publicus"
"publicum","publicum","publicus"
"publilium","publilium","publilium"
"pudeatur","pudeatur","pudere"
"pudet","pudet","pudere;pudet"
"pudorem","pudorem","pudor"
"puellae","puellae","puella"
"puer","puer","puer"
"pueri","pueri","puerus;puer"
"pueris","pueris","puera;puerus;puer"
"puero","puero","puerus;puer"
"pueros","pueros","puerus;puer"
"puerque","puerque","puer"
"puerum","puerum","puerus;puer"
"puerumque","puerumque","puerus;puer"
"pugnare","pugnare","pugnare"
"pugnas","pugnas","pugnare;pugna"
"pugnavit","pugnavit","pugnare"
"pugnent","pugnent","pugnare"
"pugnos","pugnos","pugnus"
"pulcherrimum","pulcherrimum","pulcher"
"pullarius","pullarius","pullarius"
"pullum","pullum","pullus"
"pultarium","pultarium","pultarius"
"pulverem","pulverem","pulverare;pulver;pulvis"
"pulvinaris","pulvinaris","pulvinaris;pulvinar"
"pulvino","pulvino","pulvinus"
"pungunt","pungunt","pungere"
"punici","punici","punicus"
"purgabat","purgabat","purgare"
"purgamenta","purgamenta","purgamentum"
"purgamentum","purgamentum","purgamentum"
"puris","puris","purus;pus"
"pusilla","pusilla","pusillus"
"pusillis","pusillis","pusillus"
"putabam","putabam","putare"
"putabamus","putabamus","putare"
"putabat","putabat","putare"
"putamen","putamen","putamen"
"putamussecundum","putamussecundum","putamussecundum"
"putare","putare","putare"
"putares","putares","putare"
"putas","putas","putare;putus"
"putasses","putasses","putare"
"putat","putat","putare"
"putate","putate","putare"
"putatis","putatis","putare"
"putes","putes","putare;putere"
"putetis","putetis","putare;putere"
"puteum","puteum","puteum;puteus"
"putidissimam","putidissimam","putidus"
"putidissimi","putidissimi","putidus"
"putidum","putidum","putidus"
"puto","puto","putare;putus"
"pyxis","pyxis","pyxis"
"qe","qe","qe"
"qua","qua","qua;quis;qui"
"quacunque","quacunque","quacunque"
"quadragesima","quadragesima","quadragesimus"
"quadraginta","quadraginta","quadraginta"
"quadrantem","quadrantem","quadrans;quadrare"
"quadrat","quadrat","quadrare"
"quadrata","quadrata","quadrare;quadratus"
"quadrigae","quadrigae","quadrigae;quadriga"
"quadringenta","quadringenta","quadringenti"
"quae","quae","quis;qui"
"quaeras","quaeras","quaerere"
"quaereretur","quaereretur","quaerere"
"quaeris","quaeris","quaerere"
"quaesieris","quaesieris","quaerere;quaesere"
"quaesivitque","quaesivitque","quaerere;quaesere"
"quales","quales","qualis"
"qualis","qualis","qualis;qualum;qualus"
"quam","quam","quam;quis;qui"
"quamdiu","quamdiu","quamdiu"
"quamquam","quamquam","quamquam"
"quamvis","quamvis","quamvis;quivis"
"quando","quando","quando"
"quanti","quanti","quantus"
"quanto","quanto","quanto;quantus"
"quantum","quantum","quantum;quantus"
"quare","quare","quare"
"quarum","quarum","quis;qui"
"quas","quas","quis;qui"
"quasi","quasi","quasi"
"quassis","quassis","quassus;quatere"
"quater","quater","quater"
"quattuor","quattuor","quattuor"
"quattuordecim","quattuordecim","quattuordecim"
"quem","quem","quis;qui"
"quemadmodum","quemadmodum","quemadmodum"
"quemvis","quemvis","quivis"
"queratur","queratur","queri"
"qui","qui","quire;quis;qui"
"quia","quia","quia"
"quibus","quibus","quis;qui"
"quibusdam","quibusdam","quidam"
"quicquam","quicquam","quisquam"
"quicquid","quicquid","quisquis"
"quicunque","quicunque","quicunque"
"quid","quid","quid;quis"
"quidam","quidam","quidam"
"quidem","quidem","quidem"
"quies","quies","quies"
"quiescant","quiescant","quiescere"
"quingenta","quingenta","quingenti"
"quingenti","quingenti","quingenti"
"quinquaginta","quinquaginta","quinquaginta"
"quinque","quinque","quinque;quin"
"quintum","quintum","quintus"
"quique","quique","quire;quisque;quis;qui"
"quis","quis","quire;quis"
"quisquam","quisquam","quisquam"
"quisque","quisque","quire;quisque;quis"
"quisquilia","quisquilia","quisquilia"
"quisquis","quisquis","quisquis"
"quo","quo","quis;qui;quo"
"quod","quod","quis;qui;quod"
"quom","quom","quom"
"quomoda","quomoda","quomoda"
"quomodo","quomodo","quomodo"
"quonam","quonam","quonam"
"quoque","quoque","quisque;quis;qui;quoquere;quoque;quoquus;quo"
"quorum","quorum","quis;qui"
"quos","quos","quis;qui"
"quot","quot","quot"
"quota","quota","quotus"
"quotidie","quotidie","quotidie"
"quotiescunque","quotiescunque","quotiescunque"
"rana","rana","rana"
"rapam","rapam","rapa"
"rapiebat","rapiebat","rapere"
"rapientibus","rapientibus","rapere"
"rapiuntur","rapiuntur","rapere"
"raptimque","raptimque","raptim"
"rapuisset","rapuisset","rapere"
"rapuit","rapuit","rapere"
"rati","rati","ratis;ratus;reri"
"ratiocinari","ratiocinari","ratiocinari"
"ratione","ratione","ratio"
"rationem","rationem","ratio"
"rationes","rationes","ratio"
"re","re","res"
"rebus","rebus","res"
"recepta","recepta","receptare;receptum;receptus;recipere"
"recitabantur","recitabantur","recitare"
"recitavit","recitavit","recitare"
"reclinatus","reclinatus","reclinare"
"recordatio","recordatio","recordatio"
"recorrexit","recorrexit","recorrigere"
"recreatus","recreatus","recreare"
"recta","recta","recta;rectum;rectus;regere"
"recte","recte","rectus;regere"
"rectus","rectus","rectus;regere"
"recumbentium","recumbentium","recumbere"
"recumbere","recumbere","recumbere"
"recumbit","recumbit","recumbere"
"recusantem","recusantem","recusare"
"recutitus","recutitus","recutitus"
"redde","redde","reddere"
"reddere","reddere","reddere"
"reddiderat","reddiderat","reddere"
"reddidissem","reddidissem","reddere"
"redemerat","redemerat","redimere"
"redemi","redemi","redimere"
"redibant","redibant","redire"
"redimitus","redimitus","redimire;redimitus"
"redimus","redimus","redire"
"refecit","refecit","reficere"
"refectus","refectus","refectus;reficere"
"referre","referre","referre"
"referri","referri","referre"
"refert","refert","referre"
"regionem","regionem","regio"
"regis","regis","regere;rex"
"relatum","relatum","referre;relatum;relatus"
"relaxato","relaxato","relaxare"
"relegatus","relegatus","relegare"
"relegavit","relegavit","relegare"
"relictum","relictum","relictum;relictus;relinquere"
"relictus","relictus","relictus;relinquere"
"religiosi","religiosi","religiosus"
"religioso","religioso","religiosus"
"reliqua","reliqua","reliquare;reliquus"
"reliqui","reliqui","relinquere;reliquus"
"reliquias","reliquias","reliquiae;reliquia"
"reliquisse","reliquisse","relinquere"
"reliquit","reliquit","relinquere"
"reliquos","reliquos","reliquus"
"rem","rem","res"
"remissio","remissio","remissio"
"remitteret","remitteret","remittere"
"repente","repente","repente;repere"
"repetebat","repetebat","repetere"
"repleta","repleta","replere"
"repleti","repleti","replere"
"reporrigere","reporrigere","reporrigere"
"repositorii","repositorii","repositorium"
"repositorium","repositorium","repositorium"
"reposui","reposui","reponere"
"repressus","repressus","repressus;reprimere"
"repudiata","repudiata","repudiare"
"requiescit","requiescit","requiescere"
"rerum","rerum","res"
"res","res","res"
"resalutare","resalutare","resalutare"
"resecare","resecare","resecare"
"resilient","resilient","resilire"
"resolvit","resolvit","resolvere"
"respersit","respersit","respergere"
"respexi","respexi","respicere"
"respexit","respexit","respicere"
"respicias","respicias","respicere"
"respiciens","respiciens","respicere"
"respondebat","respondebat","respondere"
"respondere","respondere","respondere"
"respondisset","respondisset","respondere"
"respondit","respondit","respondere"
"restare","restare","restare"
"restem","restem","restare;restis"
"restrictis","restrictis","restrictus;restringere"
"resupinatus","resupinatus","resupinare;resupinatus"
"retia","retia","rete;retia;retium"
"reticulum","reticulum","reticulum;reticulus"
"retroversus","retroversus","retroversus"
"rettulimus","rettulimus","referre"
"reus","reus","reus"
"revera","revera","revera"
"revertebatur","revertebatur","revertere;reverti"
"revertitur","revertitur","revertere;reverti"
"revocaretur","revocaretur","revocare"
"rex","rex","rex"
"rhetores","rhetores","rhetor"
"rhetoricam","rhetoricam","rhetorica;rhetoricus"
"ricinum","ricinum","ricinus"
"rictu","rictu","rictus"
"rideant","rideant","ridere"
"rideat","rideat","ridere"
"rideatur","rideatur","ridere"
"ridentes","ridentes","ridere"
"rideret","rideret","ridere"
"rideri","rideri","ridere"
"rides","rides","ridere"
"ridet","ridet","ridere"
"ridiclei","ridiclei","ridiclei"
"ridiculum","ridiculum","ridiculus"
"rienes","rienes","rien"
"ringentem","ringentem","ringi"
"riserunt","riserunt","ridere"
"risimus","risimus","ridere"
"risit","risit","ridere"
"risum","risum","ridere;risus"
"rixam","rixam","rixa"
"rixantes","rixantes","rixare;rixari"
"rogabat","rogabat","rogare"
"rogabit","rogabit","rogare"
"rogamus","rogamus","rogare"
"rogare","rogare","rogare"
"rogas","rogas","rogare"
"rogat","rogat","rogare"
"rogata","rogata","rogare;rogatum"
"rogatus","rogatus","rogare;rogatus"
"rogaveramus","rogaveramus","rogare"
"rogavimus","rogavimus","rogare"
"rogo","rogo","rogare;rogus"
"rogum","rogum","rogus"
"roma","roma","roma"
"romae","romae","romae"
"romam","romam","romam"
"romanus","romanus","romanus"
"rostrum","rostrum","rostrum"
"rotundum","rotundum","rotundus"
"rubore","rubore","rubor"
"rubricata","rubricata","rubricatus"
"runt","runt","runt"
"rursus","rursus","rursus"
"russea","russea","russeus"
"rustici","rustici","rusticus"
"rusticus","rusticus","rusticus"
"rutae","rutae","ruta;ruere"
"sacco","sacco","saccare;sacco;saccus"
"sacculo","sacculo","sacculus"
"sacrum","sacrum","sacrum;sacer"
"saepe","saepe","saeps;saepes;saepe"
"saepius","saepius","saepior"
"safinium","safinium","safinium"
"saginabat","saginabat","saginare"
"sagittario","sagittario","sagittarius"
"sagittarium","sagittarium","sagittarius"
"salax","salax","salax"
"salivam","salivam","saliva"
"saltare","saltare","saltare"
"saltationis","saltationis","saltatio"
"saltem","saltem","saltare;saltem"
"saltet","saltet","saltare"
"saltuariorum","saltuariorum","saltuarius"
"salutabat","salutabat","salutare"
"salva","salva","salvare;salvus"
"salvo","salvo","salvare;salvus"
"salvum","salvum","salvus"
"sane","sane","sane;sanus"
"sanguen","sanguen","sanguen"
"sanguinem","sanguinem","sanguinare;sanguis"
"sapa","sapa","sapa"
"sapiebat","sapiebat","sapere"
"saplutus","saplutus","saplutus"
"satagis","satagis","satagere"
"satis","satis","sata;satis;satum;satus;serere"
"satius","satius","satis;satius;satus"
"satur","satur","satur"
"saturi","saturi","saturus;satur;serere"
"saturnalia","saturnalia","saturnalia"
"saturnalibus","saturnalibus","saturnalibus"
"sauciae","sauciae","saucius"
"saviunculum","saviunculum","saviunculum"
"scaenam","scaenam","scaena"
"scalis","scalis","scalae;scala"
"scapulas","scapulas","scapulae;scapula"
"scaurus","scaurus","scaurus"
"scelerati","scelerati","scelerare;sceleratus"
"sceleratum","sceleratum","scelerare;sceleratus"
"schemas","schemas","schema"
"scholastici","scholastici","scholasticus"
"scholasticos","scholasticos","scholasticus"
"sciamus","sciamus","scire"
"scias","scias","scire;scia;scius"
"sciat","sciat","scire"
"sciebamus","sciebamus","scire"
"sciebat","sciebat","scire"
"sciero","sciero","scire;sciscere"
"scies","scies","scire"
"scietis","scietis","scire"
"sciit","sciit","scire"
"scilicet","scilicet","scilicet"
"scimus","scimus","scire"
"scindendum","scindendum","scindere"
"scintilla","scintilla","scintillare;scintilla"
"scintillae","scintillae","scintilla"
"scintillaeque","scintillaeque","scintilla"
"scintillet","scintillet","scintillare"
"scio","scio","scire;scius"
"scis","scis","scire"
"sciscitarique","sciscitarique","sciscitare;sciscitari"
"scissa","scissa","scindere;scissus"
"scissor","scissor","scissor"
"scit","scit","scire"
"scita","scita","scire;sciscere;scitum;scitus"
"scitis","scitis","scire;sciscere;scitum;scitus"
"scito","scito","scire;sciscere;scitum;scitus"
"scitum","scitum","scire;sciscere;scitum;scitus"
"scobemque","scobemque","scobis"
"scopis","scopis","scops;scopa;scopere;scopus"
"scordalias","scordalias","scordalia"
"scorpione","scorpione","scorpion;scorpios;scorpio;scorpius"
"scorpionem","scorpionem","scorpio"
"scriblita","scriblita","scriblita"
"scripsit","scripsit","scribere"
"scriptum","scriptum","scribere;scriptum;scriptus"
"scrofam","scrofam","scrofa"
"scruta","scruta","scrutare;scruta"
"scrutari","scrutari","scrutare;scrutarius;scrutari"
"sculpas","sculpas","sculpere"
"scuta","scuta","scuta;scutum"
"scutum","scutum","scutum"
"scylacem","scylacem","scylacem"
"scylax","scylax","scylax"
"scypho","scypho","scyphus"
"scyphos","scyphos","scyphus"
"scyphum","scyphum","scyphus"
"se","se","se"
"secessum","secessum","secedere;secessus"
"secreto","secreto","secreto;secretum;secretus;secernere"
"secti","secti","secare"
"secuit","secuit","secare"
"secum","secum","secus"
"secundas","secundas","secundare;secundus"
"secundum","secundum","secundum;secundus"
"secuntur","secuntur","secuntur"
"securibus","securibus","securis"
"securibusque","securibusque","securis"
"secutum","secutum","sequi"
"secutus","secutus","sequi"
"sed","sed","sed"
"sedebant","sedebant","sedere"
"sedebat","sedebat","sedere"
"sedentem","sedentem","sedere"
"sedeo","sedeo","sedere"
"seduxit","seduxit","seducere"
"seleucus","seleucus","seleucus"
"selibram","selibram","selibra"
"selibras","selibras","selibra"
"sem","sem","sem"
"semel","semel","semel"
"semen","semen","semen"
"semihora","semihora","semihora"
"semissem","semissem","semissare;semis"
"semper","semper","semper"
"sempiterno","sempiterno","sempiterno;sempiternus"
"senape","senape","senapis"
"senem","senem","senex"
"sententiam","sententiam","sententia"
"sentiet","sentiet","sentire"
"seplasium","seplasium","seplasium"
"septem","septem","septem"
"septuaginta","septuaginta","septuaginta"
"sepulcro","sepulcro","sepulcrum"
"sequebatur","sequebatur","sequere;sequi"
"sequens","sequens","sequere;sequi"
"sequentis","sequentis","sequere;sequi"
"sequi","sequi","sequere;sequi"
"sequimur","sequimur","sequere;sequi"
"sequitur","sequitur","sequere;sequi"
"serapa","serapa","serapa"
"serisapia","serisapia","serisapia"
"sermone","sermone","sermo"
"sermonem","sermonem","sermonare;sermo"
"sermones","sermones","sermonare;sermo"
"sermonibusque","sermonibusque","sermo"
"sero","sero","serare;serere;sero;serum;serus"
"serva","serva","servare;serva;servus"
"servabatur","servabatur","servare"
"servabo","servabo","servare"
"servat","servat","servare"
"servavit","servavit","servare"
"servi","servi","servire;servus"
"servile","servile","servilis"
"servirem","servirem","servire"
"servis","servis","serva;servire;servus"
"servitutem","servitutem","servitus"
"servivi","servivi","servire"
"servivisti","servivisti","servire"
"servo","servo","servare;servus"
"servos","servos","servus"
"servulum","servulum","servulus"
"servus","servus","servus"
"sessorium","sessorium","sessorium"
"sestertiarios","sestertiarios","sestertiarius"
"sestertiarius","sestertiarius","sestertiarius"
"sestertiorum","sestertiorum","sestertius"
"sestertium","sestertium","sestertius"
"severa","severa","severus"
"severitatis","severitatis","severitas"
"sevir","sevir","sevir"
"seviratus","seviratus","seviratus"
"seviro","seviro","sevir"
"sex","sex","sex"
"sexcenta","sexcenta","sexcenta"
"sexennem","sexennem","sexennis"
"sextiles","sextiles","sextilis"
"sextum","sextum","sextum;sextus"
"si","si","sium;si"
"sibi","sibi","se;sibus"
"sibyllam","sibyllam","sibyllam"
"sic","sic","sic"
"sicca","sicca","siccare;siccum;siccus"
"siccare","siccare","siccare"
"siccitas","siccitas","siccitas"
"siccum","siccum","siccum;siccus"
"siciliam","siciliam","sicilire"
"sicut","sicut","sicut"
"signa","signa","signare;signum"
"significabant","significabant","significare"
"signo","signo","signare;signum"
"signum","signum","signum"
"silentio","silentio","silentium"
"siligine","siligine","siligo"
"siliginei","siliginei","siligineus"
"silvas","silvas","silva"
"silvaticus","silvaticus","silvaticus"
"sim","sim","esse"
"simila","simila","similare;simila"
"simile","simile","similis"
"simus","simus","simus;esse"
"sine","sine","sinere;sine;sinus;sium;si"
"singula","singula","singula;singuli"
"singulae","singulae","singula;singuli"
"singulas","singulas","singula;singuli"
"singulos","singulos","singuli"
"sinistra","sinistra","sinister"
"sinistrae","sinistrae","sinister"
"sinistram","sinistram","sinister"
"sint","sint","esse"
"sinu","sinu","sinus"
"sinum","sinum","sinum;sinus"
"sis","sis","sis;esse"
"sit","sit","esse"
"sive","sive","sive;sium;si"
"so","so","so"
"sobria","sobria","sobriare;sobrius"
"sociorum","sociorum","socius"
"sola","sola","solare;solum;solus"
"solea","solea","solea;soleum"
"soleatus","soleatus","soleatus"
"solebam","solebam","solere"
"solebas","solebas","solere"
"solebat","solebat","solere"
"solent","solent","solare;solere"
"soleo","soleo","solere;soleum"
"soles","soles","solare;solere;sol"
"solet","solet","solare;solere"
"soli","soli","solium;solum;solus;sol"
"solide","solide","solidus"
"solium","solium","solium"
"solum","solum","solum;solus;sol"
"solus","solus","solus"
"solve","solve","solvere;sol"
"solvi","solvi","solvere"
"somniatur","somniatur","somniare"
"sonare","sonare","sonare"
"sonat","sonat","sonare"
"sono","sono","sonare;sonus"
"sonum","sonum","sonus"
"sonus","sonus","sonus"
"sophos","sophos","sophos;sophus"
"sorbilia","sorbilia","sorbilia"
"sordidissimis","sordidissimis","sordidus"
"soror","soror","soror"
"spado","spado","spado"
"spadones","spadones","spado"
"spargi","spargi","spargere"
"spargunt","spargunt","spargere"
"sparserat","sparserat","spargere"
"sparserunt","sparserunt","spargere"
"sparsos","sparsos","spargere;sparsus"
"spatio","spatio","spatiare;spatium"
"spatioque","spatioque","spatiare;spatium"
"speciosus","speciosus","speciosus"
"spectabam","spectabam","spectare"
"spectaculum","spectaculum","spectaculum"
"spectant","spectant","spectare"
"spectaret","spectaret","spectare"
"spectat","spectat","spectare"
"spectaverat","spectaverat","spectare"
"spectemus","spectemus","spectare"
"speculari","speculari","specularis;specularium;specularius;speculari;specular"
"spero","spero","sperare"
"spinis","spinis","spina;spinus"
"spiritu","spiritu","spiritus"
"spississima","spississima","spissus"
"splendente","splendente","splendere"
"sponsione","sponsione","sponsio"
"sponsiunculam","sponsiunculam","sponsiuncula"
"sportellae","sportellae","sportella"
"sportellas","sportellas","sportella"
"spuit","spuit","spuere"
"stabam","stabam","stare"
"stabant","stabant","stare"
"stabat","stabat","stare"
"staminatas","staminatas","staminatus"
"stateram","stateram","statera"
"static","static","static"
"statim","statim","statim"
"statimque","statimque","statim"
"statuae","statuae","statua"
"statuam","statuam","statua;statuere"
"statuas","statuas","statua;statuere"
"statuncula","statuncula","statunculum"
"stelas","stelas","stela"
"stelio","stelio","stelio"
"stellarumque","stellarumque","stella"
"stellis","stellis","stella"
"stercore","stercore","stercus"
"steriliculam","steriliculam","sterilicula"
"sterteia","sterteia","sterteia"
"stertit","stertit","stertere"
"stiche","stiche","stiche"
"stichus","stichus","stichus"
"stigmam","stigmam","stigmam"
"stips","stips","stips"
"sto","sto","stare"
"stolatae","stolatae","stolatus"
"stomachum","stomachum","stomachus"
"strabones","strabones","strabo"
"strabonus","strabonus","strabonus"
"stragulam","stragulam","stragula;stragulus"
"stragulis","stragulis","stragula;stragulum;stragulus"
"stramenticium","stramenticium","stramenticius"
"stramentis","stramentis","stramentum"
"strato","strato","stratum;sternere"
"stratum","stratum","stratum;stratus;sternere"
"strepente","strepente","strepere"
"strepitu","strepitu","strepere;strepitus"
"stricto","stricto","strictus;stringere"
"strictoque","strictoque","strictus;stringere"
"stridere","stridere","stridere"
"strigae","strigae","striga"
"strinxi","strinxi","stringere"
"strophas","strophas","stropha;strophe"
"structor","structor","structor"
"studia","studia","studium"
"studiosus","studiosus","studiosus"
"stultissime","stultissime","stultus"
"stupentibus","stupentibus","stupere"
"stupeo","stupeo","stupere;stupeus"
"stupes","stupes","stupere"
"stuporem","stuporem","stupor"
"sua","sua","suus"
"suadeo","suadeo","suadere"
"suae","suae","suus"
"suam","suam","suere;suus"
"suas","suas","suere;suus"
"suave","suave","suave;suavis;suus"
"suaviter","suaviter","suavis"
"suavius","suavius","suavis"
"sub","sub","sub"
"subauratum","subauratum","subauratus"
"subducta","subducta","subductus;subducere"
"subiecit","subiecit","subicere"
"subiit","subiit","subire"
"subinde","subinde","subindere;subinde"
"subito","subito","subire;subitare;subito;subitus"
"sublata","sublata","sublatus;sufferre;tollere"
"sublatis","sublatis","sublatus;sufferre;tollere"
"sublatum","sublatum","sublatus;sufferre;tollere"
"sublatus","sublatus","sublatus;sufferre;tollere"
"subolfacio","subolfacio","subolfacere"
"subornatum","subornatum","subornare"
"subornatus","subornatus","subornare"
"subridens","subridens","subridere"
"subsequi","subsequi","subsequi;subsequus"
"subsessoresque","subsessoresque","subsessor"
"subtilitate","subtilitate","subtilitas"
"suburbano","suburbano","suburbanus"
"succincta","succincta","succinctus;succingere"
"succincti","succincti","succinctus;succingere"
"succinctus","succinctus","succinctus;succingere"
"succinente","succinente","succinere"
"sucossi","sucossi","sucossi"
"sudario","sudario","sudarium"
"sudavit","sudavit","sudare"
"sudor","sudor","sudare;sudor"
"sudore","sudore","sudorus;sudor"
"sue","sue","sus;suere;suus"
"sues","sues","sus;suere"
"sufficiebatque","sufficiebatque","sufficere"
"sufflasses","sufflasses","sufflare"
"sui","sui","se;sus;suere;suus"
"suis","suis","sus;suere;suis;suus"
"sum","sum","esse"
"sumere","sumere","sumere"
"sumina","sumina","sumen"
"summa","summa","summare;summa;summus;supra"
"summam","summam","summa;summus;supra"
"summo","summo","summare;summus;supra"
"sumptis","sumptis","sumere"
"sumus","sumus","esse"
"sunt","sunt","esse"
"suo","suo","suere;suus"
"suocircumferebat","suocircumferebat","suocircumferebat"
"suos","suos","suus"
"super","super","supare;super"
"superbus","superbus","superbus"
"superioremque","superioremque","supra;superus;super"
"superque","superque","supare;super"
"supervacuarum","supervacuarum","supervacuus"
"supina","supina","supinare;supinus"
"supponi","supponi","supponere"
"supposuerant","supposuerant","supponere"
"suppresserat","suppresserat","supprimere"
"supra","supra","supra"
"supremum","supremum","supra;supremum;supremus"
"surgere","surgere","surgere"
"surrexit","surrexit","surgere;surrigere"
"sursum","sursum","sursum"
"suspicaretur","suspicaretur","suspicare;suspicari"
"suspicatus","suspicatus","suspicare;suspicari"
"suspicio","suspicio","suspicere;suspicio"
"suspiciones","suspiciones","suspicio"
"sustinebant","sustinebant","sustinere"
"sustinebat","sustinebat","sustinere"
"sustinere","sustinere","sustinere"
"sustulerunt","sustulerunt","sufferre;tollere"
"sustuli","sustuli","sufferre;tollere"
"sustulisset","sustulisset","sufferre;tollere"
"sustulit","sustulit","sufferre;tollere"
"susum","susum","susum"
"sutor","sutor","sutor"
"suum","suum","sus;suus"
"symphonia","symphonia","symphonia;symphonium"
"symphoniacus","symphoniacus","symphoniacus"
"symphoniam","symphoniam","symphonia"
"syriaca","syriaca","syriaca"
"syrum","syrum","syrus"
"tabula","tabula","tabulare;tabula"
"tabulae","tabulae","tabula"
"tabulari","tabulari","tabulare;tabularis;tabularium;tabularius"
"tabulas","tabulas","tabulare;tabula"
"tace","tace","tacere"
"tacebant","tacebant","tacere"
"taceo","taceo","tacere"
"taces","taces","tacere"
"tacet","tacet","tacere"
"taeda","taeda","taeda"
"taeterrima","taeterrima","taeter"
"taeterrimaque","taeterrimaque","taeter"
"taeterrimo","taeterrimo","taeter"
"taetrum","taetrum","taeter"
"talem","talem","talis"
"talis","talis","tala;talis;talus"
"talosque","talosque","talus"
"tam","tam","tam"
"tamen","tamen","tamen"
"tandem","tandem","tandem"
"tangant","tangant","tangere"
"tangebam","tangebam","tangere"
"tangere","tangere","tangere"
"tangit","tangit","tangere"
"tango","tango","tangere"
"tangomenas","tangomenas","tangomenas"
"tanquam","tanquam","tanquam"
"tanta","tanta","tantus"
"tanti","tanti","tantus"
"tanto","tanto","tanto;tantus"
"tantum","tantum","tantum;tantus"
"tarentinam","tarentinam","tarentinam"
"tarentinis","tarentinis","tarentinis"
"tarento","tarento","tarento"
"tarraciniensibus","tarraciniensibus","tarraciniensibus"
"taurulus","taurulus","taurulus"
"taurum","taurum","taurus"
"taurus","taurus","taurus"
"te","te","tu"
"tectum","tectum","tectum;tectus;tegere"
"tegebant","tegebant","tegere"
"tegulis","tegulis","tegula;tegulum"
"tempestas","tempestas","tempestas;tempestus"
"templum","templum","templum"
"tempore","tempore","tempus"
"temporis","temporis","tempus"
"temptare","temptare","temptare"
"temptavi","temptavi","temptare"
"temptemus","temptemus","temptare"
"teneant","teneant","tenere"
"tenebat","tenebat","tenere"
"tenebras","tenebras","tenebrare;tenebrae;tenebra"
"tenentem","tenentem","tenere"
"teneo","teneo","tenere"
"tenere","tenere","tenere;teneris;tener"
"tenes","tenes","tenere"
"tengomenas","tengomenas","tengomenas"
"tenuit","tenuit","tenere"
"tepidi","tepidi","tepidus"
"terebinthina","terebinthina","terebinthinus"
"terentii","terentii","terentii"
"terga","terga","tergum"
"tergebatur","tergebatur","tergere"
"tergens","tergens","tergere"
"tergeret","tergeret","tergere"
"ternos","ternos","terni"
"terra","terra","terra"
"terrae","terrae","terra"
"terram","terram","terra"
"tersit","tersit","tergere"
