"","Caesar_legionibus_legiones_His_Ipse_ipse_mittit","hostium_hostes_nostri_castra_proelio_equitum_equites","oppido_castra_oppidum_clamore_fuga_die_copiis","castris_locum_milites_hostium_suos_nostris_tela","propter_Caesar_tempore_omnia_exercitum_enim_rei","bellum_Galliae_sua_apud_quid_sit_Romano","partem_parte_naves_erant_omni_esset_quibus","Romani_populi_Galliam_uti_Germanorum_sese_rei","castris_castra_Caesar_copias_die_hostium_hostes","fines_bellum_Rhenum_finibus_trans_magna_pars","nostros_equites_facto_consilio_proelio_proelium_Quo","sine_periculo_tanta_posset_loci_locum_ipse","iam_quidem_res_nostri_virtute_milites_ipsi","flumen_fines_exercitum_Caesar_copiis_iter_pervenit","Caesar_His_naves_iubet_quid_fieri_locum","Caesarem_legatos_obsides_Caesar_celeriter_ei_His","rem_uti_militum_pro_Caesarem_sese_eam","parte_pedum_natura_possent_autem_passuum_fluminis","Caesar_Cum_quem_esset_equitatum_armis_Germanos","quos_bello_hoc_Itaque_illi_etiam_res","Galliae_fidem_belli_contra_C_Caesaris_fuit","suos_quorum_fere_summam_omnium_haec_reliquis","milia_una_pro_esset_cuius_hominum_numero","Caesar_eodem_fore_Haec_longius_tempore_nihil","passuum_milia_circiter_milibus_castris_castra_longius"
"latere",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,0.00890607865801251,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,0.00172702711945556,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"litteris",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,0.00322429108302016,0.0121816413158826
"magnitudine",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,0.00174191990617778,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,0.0123963532857555,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"memoria",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,0.00302565028901734,0.000808471513268444,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,0.000879583318961057,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,0.00827111092776701,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"murum",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,0.000834943191120133,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,0.00600184672206833,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,0.00505722114764668,0.00104761513495748,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"necessario",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,0.00600461202120332,1.50529865125241e-05,0.00318632890523446,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,0.00215664502903997,2.21082419525999e-05
"opinionem",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,0.00149669541507365,0.0052559072804049,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,0.00170515937331172,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,0.00311455798028134,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"paulatim",1.19357379866797e-05,1.34350816852966e-05,0.0034158025094581,0.00520138703654308,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,0.000834943191120133,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,0.000872063198933005,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"portis",1.19357379866797e-05,1.34350816852966e-05,0.00273536376255409,0.00742420200942473,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"possit",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,0.00151238357641281,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,0.00254285810514971,1.68827660723933e-05,1.71726885561203e-05,0.00172702711945556,1.72467317443344e-05,0.00524554738419713,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,0.00105520152280063,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"postero",1.19357379866797e-05,1.34350816852966e-05,0.00273536376255409,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,0.00656494548312105,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,0.00174191990617778,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"proximis",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,0.000808471513268444,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,0.00864061260391156,0.000888780453800843,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,0.00223293243721259
"pugnae",1.19357379866797e-05,0.00538746775580395,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,0.00410923021512066,1.68401199016537e-05,0.000861021069692058,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"quarum",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,0.00397894803588979,1.5839827662675e-05,1.63714351200026e-05,0.00506887609039776,0.000861021069692058,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,0.0020746887966805,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"quoniam",0.00180229643598864,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,0.00239181397706393,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,0.00437800879090211,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,0.00311455798028134,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"ratione",1.19357379866797e-05,1.34350816852966e-05,0.00137448626874609,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,0.00170085211006702,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,0.00201267386712367,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,0.00856252135292108,2.21082419525999e-05
"reliqua",1.19357379866797e-05,1.34350816852966e-05,0.000694047521842084,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,0.0103199010811325,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"repente",1.19357379866797e-05,0.00538746775580395,0.0040962412563621,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"senatus",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,0.00227300096339114,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,0.0114121204589702,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"sive",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,0.00151238357641281,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,0.00860351696661629,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,0.00208971281966399,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"suae",0.00180229643598864,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,0.00318380536019768,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,0.0020746887966805,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,0.00524205338122885,2.13529210796037e-05,2.21082419525999e-05
"suaque",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,0.00375849779880806,0.00152035163776493,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,0.00612223540082327,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"vellet",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,0.00528359826589595,1.58523826131067e-05,1.5839827662675e-05,0.000834943191120133,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,0.00524554738419713,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"vigilia",0.00418944403332458,1.34350816852966e-05,0.00205492501565009,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,0.000808471513268444,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,0.00173444154416815,1.70992784104511e-05,1.72467317443344e-05,0.000888780453800843,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"agmine",1.19357379866797e-05,0.00874623817712812,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"altitudinem",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,0.00159982259393018,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,0.0111017085751128,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"Ariovisti",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,0.00555977950959894,1.63714351200026e-05,1.68401199016537e-05,0.00170515937331172,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,0.00210935215738691,2.13529210796037e-05,0.00223293243721259
"barbaris",0.00120550953665465,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,0.00151238357641281,1.50529865125241e-05,0.00239370977457912,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,0.00642722924496071,2.21082419525999e-05
"collis",1.19357379866797e-05,0.00135694325021496,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,0.00160109064392378,1.5839827662675e-05,0.000834943191120133,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,0.00807946486137976,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"convenire",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,0.000767702312138728,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,0.00343695496050067,1.72467317443344e-05,0.00698825415635565,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"copia",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,0.000858846114984339,1.68827660723933e-05,0.00259307597197417,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,0.00941898834635145,2.13529210796037e-05,2.21082419525999e-05
"dierum",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,0.00105193680128708,2.0884674825613e-05,2.13529210796037e-05,0.0132870534135126
"faceret",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,0.00998365947949464,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,0.00312745950871961,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"facilius",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,0.00450720253960648,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,0.00170085211006702,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,0.00437419399811788,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"faciunt",1.19357379866797e-05,0.00404395958727429,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,0.000807831210796426,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,0.00263378218098095,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,0.00105520152280063,2.07116523756265e-05,0.00208324739078421,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"factus",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,0.00215664502903997,0.0121816413158826
"fortunam",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,0.00258199103997811,0.00174191990617778,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,0.00312422411652735,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,0.00535958319098053,2.21082419525999e-05
"gratia",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,0.00302565028901734,1.58523826131067e-05,0.00318380536019768,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,0.00104761513495748,2.06902259372672e-05,0.00416304212750093,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"haberet",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,0.00453094894026975,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,0.00254285810514971,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,0.00412883612012653,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"Haeduorum",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,0.00528359826589595,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,0.00506887609039776,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"Haeduos",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,0.00714376227586644,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,0.00350589548594153,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"Hostes",1.19357379866797e-05,0.00135694325021496,0.00681799624397812,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,0.000808471513268444,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"Huic",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,0.00297857206366142,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,0.00258199103997811,1.72467317443344e-05,0.00524554738419713,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"illo",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,0.00312422411652735,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,0.0106978134608814,2.21082419525999e-05
"inquit",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,0.0111316302452037,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"Italiam",0.00478623093265857,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,1.70992784104511e-05,0.000879583318961057,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,0.00416304212750093,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"loca",1.19357379866797e-05,1.34350816852966e-05,1.36087749380801e-05,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,0.00170085211006702,0.00339343598055105,1.71726885561203e-05,1.70992784104511e-05,0.00605360284226139,1.74270677215852e-05,1.74422660992116e-05,1.99274640309274e-05,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,2.06262117899427e-05,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
"manibus",1.19357379866797e-05,1.34350816852966e-05,0.0040962412563621,1.48187664858777e-05,1.49740948159684e-05,1.50529865125241e-05,1.58523826131067e-05,1.5839827662675e-05,1.63714351200026e-05,1.68401199016537e-05,1.68827660723933e-05,1.71726885561203e-05,0.00429191888102322,1.72467317443344e-05,1.74270677215852e-05,1.74422660992116e-05,0.0010163006655773,2.01482914248872e-05,2.05414732344604e-05,2.06902259372672e-05,2.07116523756265e-05,0.00105193680128708,2.0884674825613e-05,2.13529210796037e-05,2.21082419525999e-05
