"","form","lemmata"
"cenastis","cenastis","cenare<v>"
"cenat","cenat","cenare<v>"
"cenationem","cenationem","cenatio<n>"
"cenationes","cenationes","cenatio<n>"
"cenatoria","cenatoria","cenatoria<n>;cenatorium<n>;cenatorius<adj>"
"cenaveram","cenaveram","cenare<v>"
"cenemus","cenemus","cenare<v>"
"centies","centies","centies<num>"
"centonarius","centonarius","centonarius<adj>"
"centum","centum","centum<num>"
"cepi","cepi","capere<v>;cepe<n>"
"cerasina","cerasina","cerasinus<adj>"
"cerasino","cerasino","cerasinus<adj>"
"cerdonem","cerdonem","cerdo<n>"
"cerebellum","cerebellum","cerebellum<n>"
"cerebrum","cerebrum","cerebrum<n>"
"certe","certe","certe<adv>;certus<adj>"
"certus","certus","certus<adj>"
"cervam","cervam","cerva<n>"
"cervical","cervical","cervical<n>"
"cervicalia","cervicalia","cervical<n>"
"cervicalibus","cervicalibus","cervical<n>"
"cervice","cervice","cervix<n>"
"cervices","cervices","cervix<n>"
"cervicibus","cervicibus","cervix<n>"
"cetera","cetera","cetera<adv>;ceterus<adj>"
"ceteri","ceteri","ceterus<adj>"
"ceterum","ceterum","ceterum<adv>;ceterus<adj>"
"chiam","chiam","chiam"
"chiramaxio","chiramaxio","chiramaxium<n>"
"choraulas","choraulas","choraula<n>;choraules<n>;choraule<n>"
"choraulen","choraulen","choraules<n>;choraule<n>"
"choro","choro","chorus<n>"
"chorum","chorum","chorus<n>"
"chrysanthus","chrysanthus","chrysanthus"
"cibaria","cibaria","cibaria<n>;cibarium<n>;cibarius<adj>"
"cibo","cibo","cibare<v>;cibus<n>"
"cibos","cibos","cibus<n>"
"cibum","cibum","cibus<n>"
"cicaro","cicaro","cicaro<n>"
"cicaronem","cicaronem","cicaro<n>"
"cicer","cicer","cicer<n>"
"ciceronem","ciceronem","ciceronem"
"ciconia","ciconia","ciconia<n>"
"cidere","cidere","cidere"
"cilcitore","cilcitore","cilcitore"
"cineres","cineres","cinis<n>"
"cingillo","cingillo","cingillum<n>"
"cingulo","cingulo","cingulum<n>;cingulus<n>"
"cinnamus","cinnamus","cinnamus"
"circa","circa","circare<v>;circa<prep>"
"circaque","circaque","circare<v>;circa<prep>"
"circensibus","circensibus","circenses<n>;circensis<adj>"
"circulatores","circulatores","circulator<n>"
"circuli","circuli","circulus<n>"
"circulis","circulis","circulus<n>"
"circulo","circulo","circulare<v>;circulus<n>"
"circulos","circulos","circulus<n>"
"circulus","circulus","circulus<n>"
"circumdatam","circumdatam","circumdare<v>"
"circumeuntem","circumeuntem","circumire<v>"
"circumferebat","circumferebat","circumferre<v>"
"circumferens","circumferens","circumferre<v>"
"circumferri","circumferri","circumferre<v>"
"circumibat","circumibat","circumire<v>"
"circumlata","circumlata","circumferre<v>"
"circumlatae","circumlatae","circumferre<v>"
"circumlatum","circumlatum","circumferre<v>"
"circumminxero","circumminxero","circumminxero"
"circumminxit","circumminxit","circumminxit"
"circumspicere","circumspicere","circumspicere<v>"
"circumspicias","circumspicias","circumspicere<v>"
"circumtulit","circumtulit","circumferre<v>"
"cirrata","cirrata","cirratus<adj>"
"cisternae","cisternae","cisterna<n>"
"citius","citius","citus<adj>"
"cito","cito","cire<v>;citare<v>;cito<adv>;citus<adj>;ciere<v>"
"civis","civis","civis<n>"
"clamabat","clamabat","clamare<v>"
"clamamus","clamamus","clamare<v>"
"clamante","clamante","clamare<v>"
"clamavit","clamavit","clamare<v>"
"clames","clames","clamare<v>"
"clamo","clamo","clamare<v>"
"clamor","clamor","clamare<v>;clamor<n>"
"clamore","clamore","clamor<n>"
"clamorem","clamorem","clamor<n>"
"clara","clara","clarare<v>;clarus<adj>"
"classe","classe","classis<n>"
"classis","classis","classis<n>"
"clausus","clausus","claudere<v>"
"clavo","clavo","clavare<v>;clavus<n>"
"clibano","clibano","clibanus<n>"
"cliens","cliens","cliens<n>"
"clinium","clinium","clinium"
"clivo","clivo","clivus<n>"
"clivum","clivum","clivus<n>"
"cluso","cluso","cludere<v>"
"coacti","coacti","cogere<v>"
"coactus","coactus","cogere<v>;coactus<n>"
"coccina","coccina","coccinum<n>;coccinus<adj>"
"coccineo","coccineo","coccineum<n>;coccineus<adj>"
"coccineum","coccineum","coccineum<n>;coccineus<adj>"
"cochlearia","cochlearia","cochleare<n>;cochlearis<adj>;cochlearium<n>;cochlear<n>"
"cochleas","cochleas","cochlea<n>"
"coci","coci","cocere<v>;cocus<n>"
"cocleas","cocleas","coclea<n>"
"coco","coco","cocere<v>;coco<intj>;cocus<n>"
"cocococo","cocococo","cocococo"
"cocos","cocos","cocus<n>"
"coctos","coctos","coquere<v>"
"coctus","coctus","coquere<v>"
"cocum","cocum","cocus<n>"
"cocus","cocus","cocus<n>"
"coda","coda","coda<n>"
"codex","codex","codex<n>"
"codicillos","codicillos","codicillus<n>"
"coemo","coemo","coemere<v>"
"coepe","coepe","coepere<v>"
"coeperam","coeperam","coepere<v>;coepisse<v>"
"coeperant","coeperant","coepere<v>;coepisse<v>"
"coeperat","coeperat","coepere<v>;coepisse<v>"
"coeperunt","coeperunt","coepere<v>;coepisse<v>"
"coepi","coepi","coepere<v>;coepisse<v>"
"coepimus","coepimus","coepere<v>;coepisse<v>"
"coepit","coepit","coepere<v>;coepisse<v>"
"cogitas","cogitas","cogitare<v>"
"cogitatione","cogitatione","cogitatio<n>"
"cogitationes","cogitationes","cogitatio<n>"
"cohaerent","cohaerent","cohaerere<v>"
"coheredem","coheredem","coheres<n>"
"coisse","coisse","coire<v>"
"colaepio","colaepio","colaepium<n>"
"colaphisque","colaphisque","colaphus<n>"
"colei","colei","coleus<n>"
"coleos","coleos","coleus<n>"
"collaris","collaris","collare<n>;collaris<adj>"
"collecta","collecta","collecta<n>;collectum<n>;collectus<adj>;colligere<v>"
"collecto","collecto","collectum<n>;collectus<adj>;colligere<v>"
"collegae","collegae","collega<n>"
"collegit","collegit","colligere<v>"
"colliberti","colliberti","collibertus<n>"
"collibertos","collibertos","collibertus<n>"
"collisa","collisa","collidere<v>"
"collo","collo","collum<n>;collus<n>"
"collocari","collocari","collocare<v>"
"colloquerentur","colloquerentur","colloqui<v>"
"colludunt","colludunt","colludere<v>"
"collum","collum","collum<n>;collus<n>"
"colonia","colonia","colonia<n>"
"coloniae","coloniae","colonia<n>"
"coloniam","coloniam","colonia<n>"
"coloris","coloris","color<n>;colos<n>"
"colubra","colubra","colubra<n>"
"columbam","columbam","columba<n>"
"com","com","com<prep>"
"comburam","comburam","comburere<v>"
"comederit","comederit","comedere<v>"
"comedi","comedi","comedere<v>;comedus<n>"
"comedit","comedit","comedere<v>"
"comesse","comesse","comedere<v>"
"comessemus","comessemus","comessemus"
"comest","comest","comest"
"comissator","comissator","comissari<v>;comissator<n>"
"comitem","comitem","comes<n>;comitare<v>"
"commendo","commendo","commendare<v>"
"comminuit","comminuit","comminuere<v>"
"comoedos","comoedos","comoedus<adj>;comoedus<n>"
"compedes","compedes","compes<n>"
"compediti","compediti","compedire<v>"
"compilatus","compilatus","compilare<v>"
"complosit","complosit","complodere<v>"
"composita","composita","componere<v>;compositus<adj>"
"composuerit","composuerit","componere<v>"
"compressum","compressum","compressus<adj>;compressus<n>;comprimere<v>"
"comprobamus","comprobamus","comprobare<v>"
"computa","computa","computare<v>"
"computant","computant","computare<v>"
"comula","comula","comula<n>"
"con","con","con<prep>"
"conabantur","conabantur","conari<v>"
"conaremur","conaremur","conari<v>"
"concacatum","concacatum","concacare<v>"
"concepti","concepti","conceptum<n>;conceptus<adj>;concipere<v>"
"conchyliata","conchyliata","conchyliatus<adj>"
"conchyliatum","conchyliatum","conchyliatus<adj>"
"concidit","concidit","concidere<v>"
"concinente","concinente","concinere<v>"
"concitaret","concitaret","concitare<v>"
"conclamavit","conclamavit","conclamare<v>"
"concoquas","concoquas","concoquere<v>"
"concrepuit","concrepuit","concrepare<v>"
"concupivi","concupivi","concupiscere<v>"
"concurrere","concurrere","concurrere<v>"
"condimentisque","condimentisque","condimentum<n>"
"conditam","conditam","condere<v>;condire<v>;conditus<adj>"
"condituram","condituram","condere<v>;condire<v>;conditura<n>"
"conexo","conexo","conectere<v>;conexum<n>;conexus<adj>"
"confecta","confecta","conficere<v>"
"confessus","confessus","confessus<adj>;confiteri<v>"
"confine","confine","confinis<adj>;confieri<v>"
"confixa","confixa","configere<v>"
"confossis","confossis","confodere<v>"
"confusus","confusus","confundere<v>;confusus<adj>"
"congessit","congessit","congerere<v>"
"conici","conici","conicere<v>"
"coniciamus","coniciamus","conicere<v>"
"conicias","conicias","conicere<v>"
"coniciet","coniciet","conicere<v>"
"conieci","conieci","conicere<v>"
"coniecisse","coniecisse","conicere<v>"
"coniecit","coniecit","conicere<v>"
"coniectus","coniectus","conicere<v>;coniectus<n>"
"coniungere","coniungere","coniungere<v>"
"conlibertis","conlibertis","conlibertis"
"conliberto","conliberto","conliberto"
"consedit","consedit","consedere<v>;considere<v>"
"consideranda","consideranda","considerare<v>"
"considerare","considerare","considerare<v>"
"consideraret","consideraret","considerare<v>"
"consiliator","consiliator","consiliari<v>;consiliator<n>"
"consiliorum","consiliorum","consilium<n>"
"consistit","consistit","consistere<v>"
"consolatio","consolatio","consolatio<n>"
"consonuere","consonuere","consonare<v>"
"conspectu","conspectu","conspectus<n>;conspicere<v>"
"consternata","consternata","consternare<v>"
"consternati","consternati","consternare<v>"
"consternatus","consternatus","consternare<v>"
"constitisset","constitisset","constare<v>;consistere<v>"
"constitit","constitit","constare<v>;consistere<v>"
"constitutum","constitutum","constitutum<n>;constitutus<adj>;constituere<v>"
"consumit","consumit","consumere<v>"
"consumpsi","consumpsi","consumere<v>"
"consurreximus","consurreximus","consurgere<v>"
"consurrexit","consurrexit","consurgere<v>"
"contacta","contacta","contactus<adj>;contingere<v>"
"contemnas","contemnas","contemnere<v>"
"contentione","contentione","contentio<n>"
"contentum","contentum","contendere<v>;contentus<adj>;continere<v>"
"contentus","contentus","contendere<v>;contentus<adj>;continere<v>"
"conterritus","conterritus","conterrere<v>"
"contigerat","contigerat","contingere<v>"
"contigerit","contigerit","contingere<v>"
"contine","contine","continere<v>;contus<n>"
"continere","continere","continari<v>;continere<v>"
"contineret","contineret","continere<v>"
"contingat","contingat","contingere<v>"
"continuo","continuo","continuare<v>;continuo<adv>;continuus<adj>"
"continuoque","continuoque","continuare<v>;continuo<adv>;continuus<adj>"
"contra","contra","contra<adv>;contra<prep>"
"controversia","controversia","controversia<n>"
"controversiam","controversiam","controversia<n>"
"contubernalem","contubernalem","contubernalis<n>"
"contubernali","contubernali","contubernalis<n>"
"contubernalis","contubernalis","contubernalis<n>"
"contubernio","contubernio","contubernium<n>"
"contumelia","contumelia","contumeliare<v>;contumelia<n>"
"conturbare","conturbare","conturbare<v>"
"contus","contus","contus<n>"
"contusum","contusum","contundere<v>;contusum<n>"
"convenientemque","convenientemque","convenire<v>;conveniens<adj>"
"conversus","conversus","converrere<v>;conversus<n>;convertere<v>"
"convertit","convertit","convertere<v>"
"convicio","convicio","convicium<n>"
"convicium","convicium","convicium<n>"
"convictu","convictu","convictus<n>;convincere<v>;convivere<v>"
"convivae","convivae","conviva<n>"
"convivam","convivam","conviva<n>;convivere<v>"
"convivare","convivare","convivare<v>;convivari<v>"
"convivarum","convivarum","conviva<n>"
"convivas","convivas","convivare<v>;conviva<n>;convivere<v>"
"convivis","convivis","conviva<n>;convivere<v>"
"convivium","convivium","convivium<n>"
"copiosa","copiosa","copiosus<adj>"
"copiosas","copiosas","copiosus<adj>"
"copo","copo","copo<n>"
"copones","copones","copo<n>"
"coponis","coponis","copona<n>;copo<n>"
"coptoplacentis","coptoplacentis","coptoplacenta<n>"
"cor","cor","cor<n>"
"corbe","corbe","corbis<n>"
"corcillum","corcillum","corcillum<n>"
"cordacem","cordacem","cordax<n>"
"cordae","cordae","corda<n>;cordus<adj>"
"corinthea","corinthea","corinthea"
"corintheum","corintheum","corintheum"
"corinthia","corinthia","corinthia"
"corinthius","corinthius","corinthius"
"corintho","corintho","corintho"
"corinthum","corinthum","corinthum"
"corinthus","corinthus","corinthus"
"corneolus","corneolus","corneolus<adj>"
"cornicines","cornicines","cornicen<n>"
"cornu","cornu","cornus<n>;cornu<n>"
"cornua","cornua","cornu<n>"
"cornum","cornum","cornum<n>;cornus<n>"
"corollarium","corollarium","corollarium<n>"
"corollis","corollis","corolla<n>"
"corona","corona","coronare<v>;corona<n>"
"coronae","coronae","corona<n>"
"coronam","coronam","corona<n>"
"coronas","coronas","coronare<v>;corona<n>"
"coronatum","coronatum","coronare<v>"
"coronis","coronis","corona<n>;coronis<n>"
"corporaliter","corporaliter","corporalis<adj>"
"corpore","corpore","corpus<n>"
"corpus","corpus","corpus<n>"
"correptos","correptos","correptus<adj>;corripere<v>"
"correxit","correxit","corrigere<v>"
"corrotundata","corrotundata","corrotundare<v>"
"corrotundavi","corrotundavi","corrotundare<v>"
"corvorum","corvorum","corvos<n>;corvus<n>"
"corvus","corvus","corvus<n>"
"costas","costas","costa<n>"
"cotidie","cotidie","cotidie<adv>"
"crassissimis","crassissimis","crassus<adj>"
"craticula","craticula","craticula<n>;craticulum<n>"
"craticulam","craticulam","craticula<n>"
"crebris","crebris","creber<adj>"
"credatis","credatis","credere<v>"
"crede","crede","credere<v>"
"crederes","crederes","credere<v>"
"credet","credet","credere<v>"
"credimus","credimus","credere<v>"
"credit","credit","credere<v>"
"credite","credite","credere<v>"
"creditores","creditores","creditor<n>"
"credo","credo","credere<v>"
"credrae","credrae","credrae"
"crescam","crescam","crescere<v>"
"crescebat","crescebat","crescere<v>"
"crescentibus","crescentibus","crescere<v>"
"crescit","crescit","crescere<v>"
"cresco","cresco","crescere<v>"
"crevit","crevit","crescere<v>;cernere<v>"
"crinibus","crinibus","crinis<n>"
"critica","critica","critica"
"croco","croco","crocare<v>;crocum<n>;crocus<n>"
"crocum","crocum","crocum<n>;crocus<n>"
"croesi","croesi","croesi"
"croesum","croesum","croesum"
"crotalia","crotalia","crotalia<n>"
"crotalistria","crotalistria","crotalistria<n>"
"crucem","crucem","crux<n>"
"crucis","crucis","crux<n>"
"crudelissimae","crudelissimae","crudelis<adj>"
"crura","crura","crus<n>"
"cruralibus","cruralibus","cruralis<adj>"
"crus","crus","crus<n>"
"crystallina","crystallina","crystallinum<n>;crystallinus<adj>"
"crystallinis","crystallinis","crystallinum<n>;crystallinus<adj>"
"csse","csse","csse"
"cubaret","cubaret","cubare<v>"
"cubicula","cubicula","cubiculum<n>"
"cubicularios","cubicularios","cubicularius<adj>;cubicularius<n>"
"cubiculo","cubiculo","cubiculum<n>;cubiculus<n>"
"cubiculum","cubiculum","cubiculum<n>;cubiculus<n>"
"cubitoria","cubitoria","cubitorius<adj>"
"cubitum","cubitum","cubare<v>;cubitum<n>;cubitus<n>;cumbere<v>"
"cucurbitae","cucurbitae","cucurbita<n>"
"cui","cui","quis<pro>;qui<pro>"
"cuique","cuique","quisque<pro>;quis<pro>;qui<pro>"
"cuius","cuius","quis<pro>;qui<pro>"
"culavit","culavit","culare<v>"
"culcitras","culcitras","culcitra<n>"
"culinam","culinam","culina<n>"
"culpa","culpa","culpare<v>;culpa<n>"
"cultas","cultas","colere<v>;cultus<adj>"
"culti","culti","colere<v>;cultus<adj>"
"cultro","cultro","culter<n>"
"cultros","cultros","culter<n>"
"cultrum","cultrum","culter<n>"
"cultum","cultum","colere<v>;cultus<adj>;cultus<n>"
"cum","cum","cum<prep>;cum<conj>"
"cumadmiratione","cumadmiratione","cumadmiratione"
"cumano","cumano","cumano"
"cuminum","cuminum","cuminum<n>"
"cumis","cumis","cuma<n>"
"cuncti","cuncti","cunctus<adj>"
"cupa","cupa","cupa<n>"
"curabat","curabat","curare<v>"
"curabo","curabo","curare<v>"
"curare","curare","curare<v>"
"curari","curari","curare<v>"
"curat","curat","curare<v>"
"curavi","curavi","curare<v>"
"curia","curia","curia<n>"
"curiose","curiose","curiosus<adj>"
"curiosus","curiosus","curiosus<adj>"
"curo","curo","curare<v>"
"currat","currat","currere<v>"
"currebant","currebant","currere<v>"
"currebat","currebat","currere<v>"
"currerunt","currerunt","currerunt"
"curris","curris","currere<v>"
"currit","currit","currere<v>"
"currunt","currunt","currere<v>"
"cursoribus","cursoribus","cursor<n>"
"cursorum","cursorum","currere<v>;cursor<n>"
"cursu","cursu","currere<v>;cursus<n>"
"cursum","cursum","currere<v>;cursus<n>"
"custodiae","custodiae","custodia<n>"
"custodiebant","custodiebant","custodire<v>"
"cutus","cutus","cutus"
"cyclops","cyclops","cyclops"
"cydonia","cydonia","cydonia"
"da","da","dare<v>"
"dabo","dabo","dare<v>"
"daedalus","daedalus","daedalus<adj>"
"dama","dama","dama<n>"
"damnavi","damnavi","damnare<v>"
"damus","damus","dare<v>"
"dare","dare","dare<v>"
"daret","daret","dare<v>"
"datae","datae","dare<v>"
"dato","dato","dare<v>;datare<v>;datum<n>"
"datum","datum","dare<v>;datum<n>;datus<n>"
"datur","datur","dare<v>"
"daturus","daturus","dare<v>"
"de","de","de<prep>"
"debattuere","debattuere","debattuere<v>"
"debebatur","debebatur","debere<v>"
"debemus","debemus","debere<v>"
"debeo","debeo","debere<v>"
"debes","debes","debere<v>"
"debet","debet","debere<v>"
"decem","decem","decem<num>"
"december","december","december"
"decere","decere","decere<v>;deceris<n>"
"decernentis","decernentis","decernere<v>"
"decessit","decessit","decedere<v>"
"decidebant","decidebant","decidere<v>"
"decies","decies","decies<num>"
"declamasti","declamasti","declamare<v>"
"declamationis","declamationis","declamatio<n>"
"decollari","decollari","decollare<v>"
"decrepitos","decrepitos","decrepitus<adj>"
"decretum","decretum","decretum<n>;decernere<v>"
"decretus","decretus","decernere<v>"
"decu","decu","decu"
"decumam","decumam","decuma<n>"
"decuria","decuria","decuriare<v>;decuria<n>"
"decuriam","decuriam","decuria<n>"
"decuriis","decuriis","decuria<n>"
"dedecusque","dedecusque","dedecus<n>"
"dedere","dedere","dare<v>;dedere<v>"
"dederis","dederis","dare<v>;dedere<v>"
"dederitis","dederitis","dare<v>"
"dederunt","dederunt","dare<v>"
"dedi","dedi","dare<v>;dedere<v>"
"dedimus","dedimus","dare<v>;dedere<v>"
"dedit","dedit","dare<v>;dedere<v>"
"deducti","deducti","deductus<adj>;deducere<v>"
"deductus","deductus","deductus<adj>;deductus<n>;deducere<v>"
"defecisse","defecisse","deficere<v>"
"defero","defero","deferre<v>"
"deferre","deferre","deferre<v>"
"deficiente","deficiente","deficere<v>"
"defixae","defixae","defigere<v>"
"defluens","defluens","defluere<v>"
"deformior","deformior","deformis<adj>"
"defraudit","defraudit","defraudit"
"dei","dei","deius<adj>;deus<n>"
"deia","deia","deius<adj>"
"deiciebat","deiciebat","deicere<v>"
"deiecti","deiecti","deicere<v>;deiectus<adj>"
"deinde","deinde","deinde<adv>"
"delapsus","delapsus","delabi<v>;delapsus<n>"
"delebit","delebit","delere<v>"
"delectaretur","delectaretur","delectare<v>"
"delectaris","delectaris","delectare<v>"
"delectatus","delectatus","delectare<v>"
"deliberaremus","deliberaremus","deliberare<v>"
"delicati","delicati","delicare<v>;delicatus<adj>"
"delicatissimam","delicatissimam","delicatus<adj>"
"delicatus","delicatus","delicare<v>;delicatus<adj>"
"deliciae","deliciae","deliciae<n>;delicia<n>"
"delicias","delicias","delicere<v>;deliciae<n>;delicia<n>"
"dem","dem","dare<v>"
"demandavi","demandavi","demandare<v>"
"deminutum","deminutum","deminutus<adj>;deminuere<v>"
"demisso","demisso","demissus<adj>;demittere<v>"
"demittitur","demittitur","demittere<v>"
"denariis","denariis","denarius<adj>;denarius<n>"
"denarios","denarios","denarius<adj>;denarius<n>"
"denique","denique","denique<adv>;deni<num>"
"dentem","dentem","dens<n>"
"dentes","dentes","dens<n>"
"dentibus","dentibus","dens<n>"
"deorsum","deorsum","deorsum<adv>"
"deorum","deorum","deus<n>"
"dependebant","dependebant","dependere<v>"
