"","θίς_κήδω_πρό_ἱλάσκομαι_λαμβάνω_Κάλχας_ὁράω","καίω_θάλασσα_Χρύση_ἀμφί_ἀρήγω_ἶφι_κῦμα","ἴσος_ἀείδω_ἄλγος_ἀτιμάω_βούλομαι_πλείων_σῶς","ἐφίημι_χραισμέω_ἀχεύω_ἔρομαι_τλάω_ἔλδωρ_ὅστις","τιμάω_χολόω_ἄνθρωπος_δύο_μάλιστα_νεφεληγερέτα_πέλω","πόλις_ἱερεύς_μάντις_ἐκπέρθω_οἴχομαι_φρονέω_αἰδέομαι","ἀπειλέω_κρατερός_πότνια_προίημι_τέλλω_χερείων_χέω","ἤδη_καταδύω_ἱστίον_τοι_ἀναβαίνω_νέος_ἀγορά","τιμή_χαίρω_Πρίαμος_φωνέω_ἤτοι_κῆρυξ_οἴκαδε","κατανεύω_παύω_ἐπιπείθομαι_κράτιστος_ὅσος_μένος_μάντις","βαρύς_δῶρον_καθέζομαι_ξίφος_λήγω_μηνίω_λαμβάνω","τίκτω_αἰνός_δείδω_κέλομαι_τρέφω_ἱλάσκομαι_αἴξ","γαῖα_γλυκύς_ἕκαστος_ἱκάνω_ἀπάνευθε_Ἥφαιστος_Χρύση","ἔοικα_μένω_ἀγορά_πέμπω_τλάω_αἴξ_ἀναβαίνω","ἵνα_κνῖσα_θνήσκω_ἀπάνευθε_κῆρ_λήγω_οἶος"
"πάρος",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.0668431502316347,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.0504451038575668,0.00116144018583043,0.00131406044678055
"πέλω",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.099933818663137,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"πέμπω",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.0421139554087531,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.117305458768873,0.00131406044678055
"πλείων",0.000485201358563804,0.00056785917092561,0.0882524839275278,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"πότνια",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.110947832476121,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"Πρίαμος",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.124690338563171,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"πρίν",0.000485201358563804,0.0573537762634867,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.0349075975359343,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"προίημι",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.110947832476121,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"πρόφρων",0.000485201358563804,0.0857467348097672,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"στέμμα",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.099933818663137,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"σῶς",0.000485201358563804,0.00056785917092561,0.0882524839275278,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"τέλλω",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.110947832476121,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"τεύχω",0.000485201358563804,0.00056785917092561,0.0882524839275278,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"τοι",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.119746233148295,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"τρέφω",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.0404440919904837,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.0999010880316518,0.000989119683481701,0.00116144018583043,0.00131406044678055
"ὑπό",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.0668431502316347,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.0480678605089538,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"φαίνω",0.024745269286754,0.0573537762634867,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"φρονέω",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.103353867214237,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"φωνέω",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.124690338563171,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"χερείων",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.110947832476121,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"χέω",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.110947832476121,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"χρύσεος",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.0337524818001324,0.000684462696783025,0.000734753857457752,0.0404440919904837,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.0670170827858081
"ὧδε",0.0490053372149442,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.0374724467303453,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
