"","θίς_κήδω_πρό_ἱλάσκομαι_λαμβάνω_Κάλχας_ὁράω","καίω_θάλασσα_Χρύση_ἀμφί_ἀρήγω_ἶφι_κῦμα","ἴσος_ἀείδω_ἄλγος_ἀτιμάω_βούλομαι_πλείων_σῶς","ἐφίημι_χραισμέω_ἀχεύω_ἔρομαι_τλάω_ἔλδωρ_ὅστις","τιμάω_χολόω_ἄνθρωπος_δύο_μάλιστα_νεφεληγερέτα_πέλω","πόλις_ἱερεύς_μάντις_ἐκπέρθω_οἴχομαι_φρονέω_αἰδέομαι","ἀπειλέω_κρατερός_πότνια_προίημι_τέλλω_χερείων_χέω","ἤδη_καταδύω_ἱστίον_τοι_ἀναβαίνω_νέος_ἀγορά","τιμή_χαίρω_Πρίαμος_φωνέω_ἤτοι_κῆρυξ_οἴκαδε","κατανεύω_παύω_ἐπιπείθομαι_κράτιστος_ὅσος_μένος_μάντις","βαρύς_δῶρον_καθέζομαι_ξίφος_λήγω_μηνίω_λαμβάνω","τίκτω_αἰνός_δείδω_κέλομαι_τρέφω_ἱλάσκομαι_αἴξ","γαῖα_γλυκύς_ἕκαστος_ἱκάνω_ἀπάνευθε_Ἥφαιστος_Χρύση","ἔοικα_μένω_ἀγορά_πέμπω_τλάω_αἴξ_ἀναβαίνω","ἵνα_κνῖσα_θνήσκω_ἀπάνευθε_κῆρ_λήγω_οἶος"
"καταδύω",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.159397303727201,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"κατανεύω",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.180918091809181,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"κήδω",0.0975254730713246,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"λαμβάνω",0.0732654051431344,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.0480678605089538,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"μάντις",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.103353867214237,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0459045904590459,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"παύω",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.180918091809181,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"πόλις",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.137577002053388,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"πρό",0.0975254730713246,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"τίκτω",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.198813056379822,0.000989119683481701,0.00116144018583043,0.00131406044678055
"τιμάω",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.133024487094639,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"τιμή",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.16597853014038,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"τλάω",0.000485201358563804,0.0289608177172061,0.000584453535943893,0.0668431502316347,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.0592334494773519,0.00131406044678055
"φέρτατος",0.000485201358563804,0.0289608177172061,0.0590298071303331,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.0421139554087531,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"χαίρω",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.16597853014038,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"χολόω",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.133024487094639,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"χραισμέω",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.133024487094639,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"Χρύση",0.000485201358563804,0.0857467348097672,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.0504451038575668,0.00116144018583043,0.00131406044678055
"ἀγορά",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.0404440919904837,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.117305458768873,0.00131406044678055
"ἀείδω",0.000485201358563804,0.00056785917092561,0.0882524839275278,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"αἰδέομαι",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.0337524818001324,0.000661813368630046,0.0691307323750856,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"αἰνός",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.149357072205737,0.000989119683481701,0.00116144018583043,0.00131406044678055
"αἴξ",0.024745269286754,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.0504451038575668,0.000989119683481701,0.0592334494773519,0.00131406044678055
"ἄλγος",0.000485201358563804,0.00056785917092561,0.0882524839275278,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"ἀμφί",0.000485201358563804,0.0857467348097672,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"ἀναβαίνω",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.0800951625693894,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.0592334494773519,0.00131406044678055
"ἄνθρωπος",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.099933818663137,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"ἀπάνευθε",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.0999010880316518,0.00116144018583043,0.0670170827858081
"ἀπαυράω",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.0691307323750856,0.0374724467303453,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"ἀπειλέω",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.110947832476121,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"ἀρήγω",0.000485201358563804,0.0857467348097672,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"ἀτιμάω",0.000485201358563804,0.00056785917092561,0.0882524839275278,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"ἀχεύω",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.099933818663137,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"βαρύς",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.142318567389255,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"βέλος",0.000485201358563804,0.00056785917092561,0.0298071303331385,0.0337524818001324,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.0480678605089538,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"βούλομαι",0.000485201358563804,0.00056785917092561,0.0882524839275278,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"γαῖα",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.149357072205737,0.00116144018583043,0.00131406044678055
"γλυκύς",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.149357072205737,0.00116144018583043,0.00131406044678055
"δείδω",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.149357072205737,0.000989119683481701,0.00116144018583043,0.00131406044678055
"δύο",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.099933818663137,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"δῶρον",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.142318567389255,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"ἕκαστος",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.149357072205737,0.00116144018583043,0.00131406044678055
"ἐκπέρθω",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.103353867214237,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"ἔλδωρ",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.0668431502316347,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.0592334494773519,0.00131406044678055
"ἔοικα",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.175377468060395,0.00131406044678055
"ἐπιπείθομαι",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.135913591359136,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"ἐποίχομαι",0.000485201358563804,0.00056785917092561,0.0590298071303331,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.0504451038575668,0.000989119683481701,0.00116144018583043,0.00131406044678055
"ἔρομαι",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.099933818663137,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"Ἥφαιστος",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.0404440919904837,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.0999010880316518,0.00116144018583043,0.00131406044678055
"θνήσκω",0.024745269286754,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.132720105124836
"ἱκάνω",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.149357072205737,0.00116144018583043,0.00131406044678055
"ἱστίον",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.119746233148295,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"ἱστός",0.000485201358563804,0.0289608177172061,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.0691307323750856,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"ἶφι",0.000485201358563804,0.0857467348097672,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"καθέζομαι",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.142318567389255,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"Κάλχας",0.0732654051431344,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"κέλομαι",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.0374724467303453,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.0999010880316518,0.000989119683481701,0.00116144018583043,0.00131406044678055
"κῆρ",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.0374724467303453,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.0592334494773519,0.0670170827858081
"κῆρυξ",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.0404440919904837,0.083402146985962,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"κνῖσα",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.198423127463863
"κρατερός",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.110947832476121,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"κράτιστος",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.135913591359136,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"κῦμα",0.000485201358563804,0.0857467348097672,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"κύων",0.000485201358563804,0.00056785917092561,0.0590298071303331,0.0337524818001324,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"λήγω",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.0951932139491046,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.0670170827858081
"μάλιστα",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.099933818663137,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"μένος",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0909090909090909,0.000942507068803016,0.0504451038575668,0.000989119683481701,0.00116144018583043,0.00131406044678055
"μένω",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.175377468060395,0.00131406044678055
"μηνίω",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.0337524818001324,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.0951932139491046,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"νέος",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.0349075975359343,0.000734753857457752,0.0800951625693894,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"νεφεληγερέτα",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.099933818663137,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"ξίφος",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.142318567389255,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"οἴκαδε",0.024745269286754,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.083402146985962,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"οἶος",0.0490053372149442,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.0670170827858081
"οἴχομαι",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.103353867214237,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"ὁράω",0.0732654051431344,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"ὅσος",0.000485201358563804,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.135913591359136,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"ὅστις",0.000485201358563804,0.0289608177172061,0.000584453535943893,0.0668431502316347,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
"ὅτι",0.0732654051431344,0.00056785917092561,0.000584453535943893,0.000661813368630046,0.000661813368630046,0.000684462696783025,0.000734753857457752,0.000793021411578113,0.000825763831544178,0.0009000900090009,0.000942507068803016,0.000989119683481701,0.000989119683481701,0.00116144018583043,0.00131406044678055
