"","ἀσκαλωνίτης_ποιητῇ_ὁμοίως_τόνον_ϊ_δεῖ_ἄρα","αὐτῶν_ζεὺς_οὐδέ_αὐτόν_τί_παῖς_διὸς","ὃς_ἢν_αὐτὴν_ὥς_ζεὺς_ὃν_ὕστερον","πῶς_μᾶλλον_ἦ_τρώων_λέγειν_περισπαστέον_ἓν","οὔτε_πρότερον_δεῖ_ἕτερον_ἡμεῖς_ἐνί_εἰπὼν","τοι_μέν_νεώτεροι_ϊ_σ_λέγειν_λήγοντα","διὸς_ὑπ_ἐφ_ἀριστοφάνης_ἐὰν_μοι_οὗ","ἵν_ἦ_ἕως_ἀχαιῶν_βέλτιον_ἀλλὰ_συναπτέον","ἂρ_θηλυκῶς_οἷον_μᾶλλον_ἴλιον_λόγος_οὐδ","ν_ἵππους_σὺν_θ_χωρὶς_ἔστιν_λόγον","μέσου_με_μή_τίς_μέγα_κε_ποτὲ","τέλος_λόγος_στίχου_στικτέον_ἵν_ἀπὸ_πάλιν","ἀμφί_αὐτὰρ_αὐτὸς_αὐτοὺς_πάτροκλον_μιν_ἕνεκα","τέλους_πῶς_θεῶν_του_κε_ἄριστον_οὔτε","τισι_πῦρ_ἔν_δεῖ_τούτων_αἷμα_λόγος","ᾖ_ἵν_ἄλλοι_του_στικτέον_ἀρισταρχος_ἀρίσταρχος","οἷον_αὐτὸ_ἄλλοι_μ_τυραννίων_ὁμοίως_ἀριστάρχου","ϊ_ἀθετοῦνται_του_ἀπ_τούτου_δασύνεται_λόγος","ν_χωρὶς_ἀριστάρχου_εἴτε_ἄλλοι_κ_αρισταρχος","ἔνθα_πάντα_τῶ_πάντες_κε_ὃς_εἴ"
"γέγονεν",4.80187465186409e-06,5.55086815577956e-06,6.53159331687372e-06,6.97097286897359e-06,7.25678872585304e-06,0.00297142687770467,7.47372983961376e-06,0.00113532127336431,7.61023424301e-06,0.00156235425799832,0.00116286233558205,0.00156600598354525,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"εἰσιν",4.80187465186409e-06,0.00194835472267863,0.00131285025669162,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,7.47372983961376e-06,0.00113532127336431,7.61023424301e-06,7.77290675621055e-06,0.00154791608908604,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,0.00160348458740188,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"ἡσίοδος",4.80187465186409e-06,0.00278098494604556,0.00229258925422267,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,7.79107454500125e-06,0.00157151569170146,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,0.00044347054833829,9.35436193897214e-06
"λέγεσθαι",0.000965176805024682,5.55086815577956e-06,6.53159331687372e-06,6.97097286897359e-06,7.25678872585304e-06,0.000748414250992946,7.47372983961376e-06,7.51868392956497e-06,0.00419323906789851,7.77290675621055e-06,7.70107507007978e-06,0.00195555971079531,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"μέγας",4.80187465186409e-06,5.55086815577956e-06,6.53159331687372e-06,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,0.00685682105295201,0.00117370892018779,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,0.000422003773210208,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"οὖσα",4.80187465186409e-06,5.55086815577956e-06,6.53159331687372e-06,6.97097286897359e-06,7.25678872585304e-06,0.00260092477325271,0.00262327917370443,0.000383452880407813,7.61023424301e-06,7.77290675621055e-06,0.000392754828574069,7.79107454500125e-06,0.00235336429453801,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"παῖδες",4.80187465186409e-06,0.00305852835383454,6.53159331687372e-06,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,0.00150221969776237,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,0.00273466716529544,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"πατρὸς",0.000244895607245068,0.00305852835383454,6.53159331687372e-06,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,0.00299696566568512,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,7.79107454500125e-06,0.000398742787446639,7.89565107538768e-06,0.000406854298295998,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"ψιλωτέον",0.00264583293317711,5.55086815577956e-06,6.53159331687372e-06,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,0.00156600598354525,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,0.00289479761158579,8.6955009478096e-06,9.35436193897214e-06
"ὣς",4.80187465186409e-06,0.000838181091522714,6.53159331687372e-06,0.00105261690321501,0.00109577509760381,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,0.00152965708284501,7.77290675621055e-06,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,0.00087824559572877,0.00328338104057922
"αἷμα",4.80187465186409e-06,5.55086815577956e-06,6.53159331687372e-06,6.97097286897359e-06,0.000370096225018505,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,0.00798551279596656,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"αἰτίαν",4.80187465186409e-06,0.00222589813046761,6.53159331687372e-06,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,0.0027282902714299,0.00231802359609401,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"ἄρ",4.80187465186409e-06,5.55086815577956e-06,6.53159331687372e-06,6.97097286897359e-06,0.00145861453389646,7.41004208903907e-06,7.47372983961376e-06,0.0026390580592773,0.00038812194639351,7.77290675621055e-06,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,0.00325613875535923,8.27458378843544e-06,0.000420611618777422,8.6955009478096e-06,9.35436193897214e-06
"αὐτήν",4.80187465186409e-06,0.00389115857720147,6.53159331687372e-06,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,7.79107454500125e-06,0.00274428859595628,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"δασύνεται",4.80187465186409e-06,5.55086815577956e-06,6.53159331687372e-06,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,0.00866789826147198,8.6955009478096e-06,9.35436193897214e-06
"διομήδης",4.80187465186409e-06,0.000560637683733736,6.53159331687372e-06,0.00140116554666369,7.25678872585304e-06,7.41004208903907e-06,0.00411802514162718,0.00151125546984256,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"ἐπί",4.80187465186409e-06,5.55086815577956e-06,6.53159331687372e-06,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,0.00156600598354525,0.000398742787446639,0.00198180841992231,7.97753526070585e-06,8.1200467714694e-06,0.00414556647800616,8.24728664269455e-06,0.00044347054833829,9.35436193897214e-06
"ἔργον",4.80187465186409e-06,5.55086815577956e-06,0.00457864691512848,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,0.00305212083268117,9.35436193897214e-06
"ἴδιον",0.00240573920058391,5.55086815577956e-06,6.53159331687372e-06,6.97097286897359e-06,7.25678872585304e-06,0.000748414250992946,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,0.0036621410939327,8.27458378843544e-06,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"ἱστορεῖ",4.80187465186409e-06,0.000838181091522714,0.00588496557850322,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"ὄντος",4.80187465186409e-06,5.55086815577956e-06,0.00229258925422267,6.97097286897359e-06,0.00109577509760381,7.41004208903907e-06,7.47372983961376e-06,0.00226312386279906,7.61023424301e-06,7.77290675621055e-06,0.00116286233558205,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,0.00082012472391841,8.27458378843544e-06,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"παῖδα",4.80187465186409e-06,5.55086815577956e-06,0.00294574858591005,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,0.00449171163360787,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"παράδοσις",0.00504677025910916,5.55086815577956e-06,6.53159331687372e-06,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"πλησίον",4.80187465186409e-06,5.55086815577956e-06,0.0016394299225353,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,0.00428287162267201,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,0.00200236135043717,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"ποιητής",4.80187465186409e-06,0.0036136151694125,6.53159331687372e-06,0.00140116554666369,7.25678872585304e-06,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,7.79107454500125e-06,0.00157151569170146,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"πολλῶν",4.80187465186409e-06,0.00250344153825658,6.53159331687372e-06,6.97097286897359e-06,0.000370096225018505,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,0.00191016879499551,0.00195099959580885,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,0.000402678204844772,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"προφέρεται",4.80187465186409e-06,5.55086815577956e-06,6.53159331687372e-06,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,0.000785063582377266,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,0.0020769205308973,0.00165770461518161,0.00435644597485261,9.35436193897214e-06
"πτῶσις",4.80187465186409e-06,5.55086815577956e-06,6.53159331687372e-06,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,0.00869658756164565,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"τέ",4.80187465186409e-06,5.55086815577956e-06,6.53159331687372e-06,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,0.00193296984259003,7.79107454500125e-06,0.00430798580162937,7.89565107538768e-06,0.00160348458740188,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,0.00044347054833829,9.35436193897214e-06
"τρῶας",4.80187465186409e-06,0.00167081131488965,6.53159331687372e-06,6.97097286897359e-06,0.00290997227906707,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,0.000397344801795064,7.81848602836547e-06,7.89565107538768e-06,0.00240123811347246,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"ὑγιῶς",0.00360620786354993,5.55086815577956e-06,6.53159331687372e-06,6.97097286897359e-06,0.000732935661311157,7.41004208903907e-06,0.000381160221820302,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,0.00124946215205375,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"ἀλλαχοῦ",4.80187465186409e-06,5.55086815577956e-06,0.00033311125916056,6.97097286897359e-06,0.00145861453389646,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,0.000785063582377266,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,0.00331810809916261,8.24728664269455e-06,8.6955009478096e-06,0.00234794484668201
"ἀμφίβολον",0.000965176805024682,5.55086815577956e-06,6.53159331687372e-06,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,7.47372983961376e-06,0.00226312386279906,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,0.00195555971079531,0.00196243999311973,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"βέλος",4.80187465186409e-06,5.55086815577956e-06,0.000659690925004246,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,0.00156600598354525,0.00118059139028319,0.00237659097369169,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,0.00165770461518161,8.6955009478096e-06,0.000477072458887579
"γέγονε",4.80187465186409e-06,5.55086815577956e-06,0.000986270590847931,0.00174971419011237,7.25678872585304e-06,0.00260092477325271,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,0.00195099959580885,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"γράφειν",0.00432648906132954,5.55086815577956e-06,6.53159331687372e-06,6.97097286897359e-06,0.000370096225018505,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,0.000422003773210208,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"διῒ",4.80187465186409e-06,5.55086815577956e-06,6.53159331687372e-06,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,0.00299696566568512,7.51868392956497e-06,0.00076863365854401,7.77290675621055e-06,7.70107507007978e-06,0.00195555971079531,7.81848602836547e-06,0.00198180841992231,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"ἔγραφεν",4.80187465186409e-06,5.55086815577956e-06,6.53159331687372e-06,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,0.00262327917370443,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,0.000797460758614155,0.00120460782436658,8.1200467714694e-06,8.27458378843544e-06,0.00330716194372052,8.6955009478096e-06,9.35436193897214e-06
"εἰπὼν",4.80187465186409e-06,5.55086815577956e-06,6.53159331687372e-06,6.97097286897359e-06,0.00726404551457889,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"ἐμοῦ",4.80187465186409e-06,5.55086815577956e-06,6.53159331687372e-06,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,0.00661474364953518,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,0.00131302064311925,9.35436193897214e-06
"ἐπίρρημα",0.00336611413095673,5.55086815577956e-06,6.53159331687372e-06,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,0.00261734578529069,9.35436193897214e-06
"ζηνόδοτον",4.80187465186409e-06,5.55086815577956e-06,0.000659690925004246,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,0.00234511343804537,7.81848602836547e-06,0.000402678204844772,0.00439562192864892,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"ἠὲ",4.80187465186409e-06,5.55086815577956e-06,6.53159331687372e-06,0.00349245740735577,7.25678872585304e-06,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,0.00231802359609401,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,0.000805731061331291,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,8.6955009478096e-06,0.000944790555836186
"ἠθέτηκεν",0.00144536427021109,5.55086815577956e-06,6.53159331687372e-06,0.00174971419011237,7.25678872585304e-06,7.41004208903907e-06,0.000381160221820302,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,0.00330716194372052,8.6955009478096e-06,9.35436193897214e-06
"ἡμῶν",4.80187465186409e-06,5.55086815577956e-06,6.53159331687372e-06,0.00314390876390709,7.25678872585304e-06,7.41004208903907e-06,0.00112853320578168,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,7.79107454500125e-06,0.00274428859595628,7.89565107538768e-06,7.97753526070585e-06,0.00041412238534494,8.27458378843544e-06,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"ἥτις",0.00144536427021109,0.000560637683733736,0.000986270590847931,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,7.47372983961376e-06,0.000383452880407813,0.00305170393144701,7.77290675621055e-06,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"θαλάσσης",4.80187465186409e-06,0.000838181091522714,6.53159331687372e-06,0.00523520062459917,7.25678872585304e-06,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,0.000397344801795064,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,0.00041412238534494,8.27458378843544e-06,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"καθάπερ",4.80187465186409e-06,5.55086815577956e-06,6.53159331687372e-06,6.97097286897359e-06,0.000370096225018505,7.41004208903907e-06,0.00150221969776237,7.51868392956497e-06,7.61023424301e-06,0.00195099959580885,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,0.00158702586615292,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,0.00248243327945106,8.6955009478096e-06,9.35436193897214e-06
"λ",0.000965176805024682,0.000283094275944758,6.53159331687372e-06,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,7.47372983961376e-06,0.00113532127336431,7.61023424301e-06,0.000396418244566738,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,0.00041412238534494,8.27458378843544e-06,0.00413189060798997,8.6955009478096e-06,9.35436193897214e-06
"μέμνηται",4.80187465186409e-06,5.55086815577956e-06,0.0039254875834411,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,0.00131302064311925,0.00234794484668201
"ὀνόματα",4.80187465186409e-06,0.00139326790710067,0.00033311125916056,6.97097286897359e-06,0.00109577509760381,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,0.00435050374253861,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"ὀξύνει",0.0021656454679907,5.55086815577956e-06,6.53159331687372e-06,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,0.00455929566742793,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"ὅπου",4.80187465186409e-06,0.00278098494604556,6.53159331687372e-06,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,0.00114914537069451,7.77290675621055e-06,7.70107507007978e-06,7.79107454500125e-06,0.000398742787446639,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,8.6955009478096e-06,0.00281566294363061
"περί",0.00240573920058391,5.55086815577956e-06,6.53159331687372e-06,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,0.00413189060798997,8.6955009478096e-06,9.35436193897214e-06
"πληθυντικὸν",4.80187465186409e-06,5.55086815577956e-06,6.53159331687372e-06,6.97097286897359e-06,0.00254713284277442,0.000748414250992946,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,0.00455929566742793,8.24728664269455e-06,8.6955009478096e-06,9.35436193897214e-06
"πόλεως",0.000965176805024682,5.55086815577956e-06,6.53159331687372e-06,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,0.00150221969776237,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,0.000777808582078058,7.79107454500125e-06,0.00235336429453801,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,8.6955009478096e-06,0.0018802267497334
"πως",4.80187465186409e-06,5.55086815577956e-06,6.53159331687372e-06,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,0.00224959268172374,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,0.000786898529045126,7.81848602836547e-06,7.89565107538768e-06,0.00200236135043717,8.1200467714694e-06,8.27458378843544e-06,0.00124534028304688,8.6955009478096e-06,0.0018802267497334
"συλλαβὴν",0.00312602039836352,5.55086815577956e-06,6.53159331687372e-06,6.97097286897359e-06,7.25678872585304e-06,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,7.61023424301e-06,7.77290675621055e-06,7.70107507007978e-06,7.79107454500125e-06,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,8.24728664269455e-06,0.00305212083268117,9.35436193897214e-06
"τοιοῦτος",4.80187465186409e-06,5.55086815577956e-06,6.53159331687372e-06,6.97097286897359e-06,0.00182145397018911,7.41004208903907e-06,7.47372983961376e-06,7.51868392956497e-06,0.00114914537069451,0.00195099959580885,7.70107507007978e-06,0.00195555971079531,7.81848602836547e-06,7.89565107538768e-06,7.97753526070585e-06,8.1200467714694e-06,8.27458378843544e-06,0.00083297595091215,8.6955009478096e-06,9.35436193897214e-06
