"","identifier","text","amicus_mori_domus_solere_nunc_ire_supra","pes_nemo_afferre_cocus_fortunare_vocare_metiri","pectus_frons_vultus_paene_crinis_lacrima_ceterus","ab_causa_eumolpus_vultus_temptare_amare_noscere","timere_ascyltos_diligens_tantus_locus_longus_accedere","nox_pater_navis_rapere_intellegere_legere_mittere","licere_deinde_vovere_uter_adhuc_perire_vel","pro_postquam_ante_mare_uti_fidere_fluctus","giton_ecce_pes_mors_navis_iterum_ultra","alter_metiri_aureus_nasci_pendere_argenteus_circare","debere_mutare_sive_parare_carmen_placere_verbum","bellus_arma_liber_noster_loqui_caedere_nescire","tantus_anser_confundere_familia_os_ancilla_effundere","caelus_terra_tellus_vocare_pectus_supra_parere","numquid_sanguis_pro_furere_gladium_vox_damnare"
"1","urn:cts:latinLit:phi0972.phi001:1.1","num alius genus furia declamator inquietare quis clamare hic vulnus pro libertas publicus excipere hic oculus pro tu impendere dare ego dux quis ego ducere ad liber meus nam succidere poples membrum non sustinere","0.0013986013986014","0.0013986013986014","0.0013986013986014","0.0013986013986014","0.700699300699301","0.0013986013986014","0.0013986013986014","0.0013986013986014","0.0013986013986014","0.0013986013986014","0.0013986013986014","0.211188811188811","0.0013986013986014","0.0713286713286713","0.0013986013986014"
"2","urn:cts:latinLit:phi0972.phi001:1.2","hic ipse tolerabilis esse sium ad eloquentia ire via facere nunc et res tumor et sententia vanus strepere hic tantus proficere ut cum in foris venire putare se in alius orbis terra deferre","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.178761061946903","0.0902654867256637","0.0902654867256637","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.621238938053097","0.00176991150442478","0.00176991150442478"
"3","urn:cts:latinLit:phi0972.phi001:1.3","et ideo ego adulescentulus existimare in schola stultus fieri quia nihil ex hic quis in usus habere aut audire aut videre sed pirata cum catena in litus stare sed tyrannus edictare scribere quis imperare filius ut pater suus caput praecidere sed respondere in pestilentia dare ut virgo tres aut multus immolare sed mellitus verbum globulus et omnis dicere facere quasi papaver et sesamon spargere","0.412345679012346","0.000823045267489712","0.000823045267489712","0.000823045267489712","0.0831275720164609","0.000823045267489712","0.000823045267489712","0.000823045267489712","0.000823045267489712","0.000823045267489712","0.000823045267489712","0.000823045267489712","0.288888888888889","0.000823045267489712","0.206584362139918"
"4","urn:cts:latinLit:phi0972.phi001:2.1","quis inter hic nutrire non maga sapere posse quis bonus olere quis in culina habitare","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.934883720930233","0.00465116279069767"
"5","urn:cts:latinLit:phi0972.phi001:2.2","pax vester licere dicere prae omnis eloquentia perdere levis enim at inanis sonus ludibrium quidam excitare efficere ut corpus oratio enervare et cadere","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.0766917293233083","0.00150375939849624","0.00150375939849624","0.603007518796993","0.00150375939849624","0.15187969924812","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.15187969924812","0.00150375939849624"
"6","urn:cts:latinLit:phi0972.phi001:2.3","nondum iuvenis declamatio continere cum sophocles aut euripides invenire verbum quis debere loqui","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.961643835616438","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726"
"7","urn:cts:latinLit:phi0972.phi001:2.4","nondum umbraticus doctor ingenium delere cum pindarus novare lyricus homericis versus canere timere","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.320634920634921","0.00317460317460317","0.638095238095238"
"8","urn:cts:latinLit:phi0972.phi001:2.5","et nere poetare quidem ad testimonium citare certus nere platon nere demosthenen ad hic genus exercitatio accedere videre","0.612121212121212","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.309090909090909","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606"
"9","urn:cts:latinLit:phi0972.phi001:2.6","grandis et ut itare dicere pudicus oratio non esse maculosus nec turgidus sed naturalis pulchritudo exsurgere","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.469767441860465","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.469767441860465","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767"
"10","urn:cts:latinLit:phi0972.phi001:2.7","nuper ventosus istaec et enormis loquacitas athenas ex asia commigrare animus iuvenis ad magnus surgere veluti pestilens quidam sidus afflare semel corrumpere regulare eloquentia stare et obmutescere","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.0902654867256637","0.00176991150442478","0.0902654867256637","0.798230088495575","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478"
"11","urn:cts:latinLit:phi0972.phi001:2.8","ad supra quis postea thucydidis quis hyperidis ad fama procedere ac nere carmen quidem sanus color enitere sed omnis quasi idem cibus pascere non posse usque ad senectus canescere","0.0016260162601626","0.326829268292683","0.0016260162601626","0.0016260162601626","0.0829268292682927","0.0016260162601626","0.0829268292682927","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.489430894308943","0.0016260162601626"
"12","urn:cts:latinLit:phi0972.phi001:2.9","pingere quis non alius exire facere postquam aegyptiorum audacia tam magnus ars compendiaria invenire","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.192452830188679","0.00377358490566038","0.00377358490566038","0.569811320754717","0.192452830188679","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038"
"13","urn:cts:latinLit:phi0972.phi001:3.1","non esse pati agamemnon ego diu declamare in porticus quis ipse in schola sudare sed adulescens inquit quoniam sermo habere non publicus sapor et quis rarus esse amare bonus mens non fraudare tu ars secretus","0.197385620915033","0.00130718954248366","0.00130718954248366","0.00130718954248366","0.262745098039216","0.00130718954248366","0.00130718954248366","0.00130718954248366","0.00130718954248366","0.00130718954248366","0.524183006535948","0.00130718954248366","0.00130718954248366","0.00130718954248366","0.00130718954248366"
"14","urn:cts:latinLit:phi0972.phi001:3.2","nihil nimirum in hic exercitatio doctor peccare quis necesse habere cum insanire furere nam niti dicere quis adulescentulus probare ut aere cicero solus in schola relinquere","0.217204301075269","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.109677419354839","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.647311827956989"
"15","urn:cts:latinLit:phi0972.phi001:3.3","sicut fingere adulator cum cenare dives captare nihil prae meditari quis is quis putare gratissi mum auditor esse nec enim alitare impetrare quis petere niti quidam insidire auris facere","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.539784946236559","0.0021505376344086","0.0021505376344086","0.217204301075269","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.217204301075269"
"16","urn:cts:latinLit:phi0972.phi001:3.4","sic eloquentia magister niti tanquam piscator is imponere hama esca quis scire appetere esse pisciculus sinere spes praeda morare in scopulus","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.432258064516129","0.0021505376344086","0.0021505376344086","0.539784946236559","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086"
"17","urn:cts:latinLit:phi0972.phi001:4.1","quis ergo esse parere obiurgatio dignus esse quis noluntliberos suus severus legere proficere","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.934883720930233","0.00465116279069767"
"18","urn:cts:latinLit:phi0972.phi001:4.2","prae enim sic ut omnis spes quis suus ambitio donare deinde cum ad vovere properare crudus adhuc studium in foris pellere et eloquentia quis nihil esse magnus confiteri puer induere adhuc nasci","0.0013986013986014","0.141258741258741","0.0013986013986014","0.0013986013986014","0.0013986013986014","0.0013986013986014","0.840559440559441","0.0013986013986014","0.0013986013986014","0.0013986013986014","0.0013986013986014","0.0013986013986014","0.0013986013986014","0.0013986013986014","0.0013986013986014"
"19","urn:cts:latinLit:phi0972.phi001:4.3","quis sium pati labor gradus fieri ut studiosus iuvenis lectio severus irrigare ut sapientia praecipere animus componere ut verbum atrox stilare effodere ut quis velle imitari diu audire ut persuadere se nihil esse magnificus quis puer placere iam ille grandis oratio habere maiestas suus pondus","0.0528497409326425","0.00103626943005181","0.00103626943005181","0.00103626943005181","0.00103626943005181","0.00103626943005181","0.0528497409326425","0.00103626943005181","0.00103626943005181","0.00103626943005181","0.881865284974093","0.00103626943005181","0.00103626943005181","0.00103626943005181","0.00103626943005181"
"20","urn:cts:latinLit:phi0972.phi001:4.4","nunc puer in schola ludere iuvenis ridere in forare et quis uter turpis esse quis quis perperam discere in senectus confiteri non velle","0.293203883495146","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.681553398058252","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553"
"21","urn:cts:latinLit:phi0972.phi001:4.5","sed nere ego putare improbare schedius lucilianae humilitas quis sentire et ipse carmen effingere","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.878260869565217","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304"
"22","urn:cts:latinLit:phi0972.phi001:5.1.1","ars severus sium quis ambire efficere","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.934883720930233","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767"
"23","urn:cts:latinLit:phi0972.phi001:5.1.2","mens magnus applicare prae morare","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.915151515151515","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606"
"24","urn:cts:latinLit:phi0972.phi001:5.1.3","frugalitas legere polire exigere","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.915151515151515","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606"
"25","urn:cts:latinLit:phi0972.phi001:5.1.4","nec curare altus regius trux vultus","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.758490566037736","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.192452830188679","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038"
"26","urn:cts:latinLit:phi0972.phi001:5.1.5","cliens cenare impotens captare","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.915151515151515","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606"
"27","urn:cts:latinLit:phi0972.phi001:5.1.6","nec perdere addicere obruere vinum","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.934883720930233","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767"
"28","urn:cts:latinLit:phi0972.phi001:5.1.7","mens calor nere plausor in scaena","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.878260869565217","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304"
"29","urn:cts:latinLit:phi0972.phi001:5.1.8","sedere redimere histrio ad rictus","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.915151515151515","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606"
"30","urn:cts:latinLit:phi0972.phi001:5.1.9","sed sive armigera ridere tritonidis arcere","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.878260869565217","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304"
"31","urn:cts:latinLit:phi0972.phi001:5.1.10","seu lacedaemonio tellus habitare colonus","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.878260869565217","0.00869565217391304"
"32","urn:cts:latinLit:phi0972.phi001:5.1.11","sirenes domus dare prae versus annus","0.612121212121212","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.309090909090909"
"33","urn:cts:latinLit:phi0972.phi001:5.1.12","maeoniumque bibere felix pectus fons","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.934883720930233","0.00465116279069767"
"34","urn:cts:latinLit:phi0972.phi001:5.1.13","mox et socratico plenus grex mittere habena","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.702325581395349","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.237209302325581"
"35","urn:cts:latinLit:phi0972.phi001:5.1.14","liber et ingens quatere demosthenis arma","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.469767441860465","0.00465116279069767","0.00465116279069767","0.469767441860465","0.00465116279069767","0.00465116279069767","0.00465116279069767"
"36","urn:cts:latinLit:phi0972.phi001:5.1.15","hinc romana manus circumfluere et modus graio","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.784615384615385","0.0153846153846154"
"37","urn:cts:latinLit:phi0972.phi001:5.1.16","exonerare sonare mutare suffundere sapor","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.934883720930233","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767"
"38","urn:cts:latinLit:phi0972.phi001:5.1.17","interdum subducere forare dare paginare currere","0.00465116279069767","0.00465116279069767","0.237209302325581","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.702325581395349","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767"
"39","urn:cts:latinLit:phi0972.phi001:5.1.18","et furtivus sonare celer distinguere meare","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.915151515151515","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606"
"40","urn:cts:latinLit:phi0972.phi001:5.1.19","dein epulare et bellus trux memorare canorus","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.612121212121212","0.00606060606060606","0.00606060606060606","0.309090909090909"
"41","urn:cts:latinLit:phi0972.phi001:5.1.20","grandis indomitus ciceronis verbum minare","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.309090909090909","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.612121212121212","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606"
"42","urn:cts:latinLit:phi0972.phi001:5.1.21","hic animus succingere bonus sic flumen largus","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.934883720930233","0.00465116279069767"
"43","urn:cts:latinLit:phi0972.phi001:5.1.22","plenus pierio defundere pectus verbum","0.00606060606060606","0.00606060606060606","0.309090909090909","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.612121212121212","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606"
"44","urn:cts:latinLit:phi0972.phi001:6.1","dum hic diligens audire non notare ego ascylti fuga et dum in hic dicere aestus in hortus incedere ingens scholasticus turbare in porticus venire ut apparere ab extemporalis declamatio nescire quis quis agamemnonis suasorius excipere","0.00115606936416185","0.00115606936416185","0.347976878612717","0.174566473988439","0.00115606936416185","0.405780346820809","0.00115606936416185","0.00115606936416185","0.00115606936416185","0.00115606936416185","0.0589595375722543","0.00115606936416185","0.00115606936416185","0.00115606936416185","0.00115606936416185"
"45","urn:cts:latinLit:phi0972.phi001:6.2","dum ergo iuvenis sententia ridere ordinare totus dictio infamare opportunus subducere ego et cursim ascylton persequi coepere","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.276712328767123","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.687671232876712","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726"
"46","urn:cts:latinLit:phi0972.phi001:6.3","sed nec via diligens tenere quia nec quis stabulum esse scire","0.569811320754717","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.381132075471698","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038"
"47","urn:cts:latinLit:phi0972.phi001:6.4","itare quocunque ire idem revertere dare et currere fatigare et sudor iam madere accedere anicula quidam quis agrestis holus vendere","0.0990291262135923","0.0990291262135923","0.00194174757281553","0.0990291262135923","0.681553398058252","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553"
"48","urn:cts:latinLit:phi0972.phi001:7.1","et rogare inquit mater numquid scire ubi ego habitare delectare esse ille urbanitas tam stultus et quidni scire inquit consurgere et coepere ego praecedere","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.276712328767123","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.413698630136986","0.276712328767123"
"49","urn:cts:latinLit:phi0972.phi001:7.2","divinus ego putare et subindere ut in locus secretus venire cento anus urbanus reicere et hic inquit debere habitare","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.196116504854369","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.293203883495146","0.0990291262135923","0.00194174757281553","0.390291262135922","0.00194174757281553"
"50","urn:cts:latinLit:phi0972.phi001:7.3","cum ego negare ego agnoscere domus videre quidam inter titulus nudus meretrix furtim spatiari","0.243373493975904","0.243373493975904","0.00240963855421687","0.00240963855421687","0.243373493975904","0.00240963855421687","0.243373493975904","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687"
"51","urn:cts:latinLit:phi0972.phi001:7.4","tardus immo iam serere intellegere ego in fornicare esse deducere execratus itare anicula insidire operire caput et per medius lupanar fugere coepere in alter pars cum ecce in ipse adire occurrere ego aere lassus ac mori ascyltos putare ab idem anicula esse deducere","0.296551724137931","0.000985221674876847","0.000985221674876847","0.000985221674876847","0.296551724137931","0.198029556650246","0.000985221674876847","0.000985221674876847","0.000985221674876847","0.0995073891625616","0.0502463054187192","0.0502463054187192","0.000985221674876847","0.000985221674876847","0.000985221674876847"
"52","urn:cts:latinLit:phi0972.phi001:7.5","itare ut ridere is consalutare quis in locus tam deformis facere quaerere","0.00606060606060606","0.00606060606060606","0.309090909090909","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.612121212121212","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606"
"53","urn:cts:latinLit:phi0972.phi001:8.1","sudor ille manus detergere et sium scire inquit quis ego accidere quis noscere inquit ego","0.00465116279069767","0.00465116279069767","0.469767441860465","0.00465116279069767","0.237209302325581","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.237209302325581"
"54","urn:cts:latinLit:phi0972.phi001:8.2","at ille deficere cum errare inquit per totus civitas nec invenire quis locus stabulum relinquere accedere ad ego pater familia et dux se iter humanus promittere","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.452631578947368","0.52781954887218","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624"
"55","urn:cts:latinLit:phi0972.phi001:8.3","per anfractus deinde obscurus egredi in hic locus ego perducere proferre peculium coepere rogare stuprum","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.276712328767123","0.687671232876712","0.00273972602739726","0.00273972602739726","0.00273972602739726"
"56","urn:cts:latinLit:phi0972.phi001:8.4","iam pro cella meretrix trix assare exigere iam ille ego inicere manus et niti valens esse dare poena adire ubi omnis ego videre satureum bibere iungere vis molestus contemnere","0.0016260162601626","0.164227642276423","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.814634146341463","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626","0.0016260162601626"
"57","urn:cts:latinLit:phi0972.phi001:9.1","quasi per caligo videre gitona in crepido semita stare et in idem locus ego conicere","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.947169811320755","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038"
"58","urn:cts:latinLit:phi0972.phi001:9.2","cum quaerere numquid ego in prandium frater parare considere puer super legere et manare lacrima pollex extergere","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.12289156626506","0.00240963855421687","0.00240963855421687","0.604819277108434","0.00240963855421687","0.12289156626506","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.12289156626506"
"59","urn:cts:latinLit:phi0972.phi001:9.3","perturbare ego habere frater quis accidere quaerere et ille tardus quidem et invitus sed postquam prex etiam iracundia miscere","0.0021505376344086","0.0021505376344086","0.217204301075269","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.754838709677419","0.0021505376344086","0.0021505376344086","0.0021505376344086"
"60","urn:cts:latinLit:phi0972.phi001:9.4","tuus inquit iste frater seu comes paulo ante in conducere accurrere coepere ego velle pudor extorquere","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.647311827956989","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.109677419354839","0.217204301075269","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086"
"61","urn:cts:latinLit:phi0972.phi001:9.5","cum ego proclamare gladium stringere et sium lucretia esse inquit tarquinium invenire","0.309090909090909","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.612121212121212"
"62","urn:cts:latinLit:phi0972.phi001:9.6","quis ego audire intentare in oculus ascylti manus et quis dicere inquit muliebris patientia scortum quis nere spiritus quidem purus esse","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.13972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.824657534246575"
"63","urn:cts:latinLit:phi0972.phi001:9.7","inhorrescere se fingere ascyltos mox tollere fortis manus longus magnus nisus clamare","0.276712328767123","0.00273972602739726","0.00273972602739726","0.413698630136986","0.276712328767123","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726"
"64","urn:cts:latinLit:phi0972.phi001:9.8","non tacere inquit gladiator obscenus quis de ruina harena dimittere","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.381132075471698","0.00377358490566038","0.569811320754717","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038"
"65","urn:cts:latinLit:phi0972.phi001:9.9","non tacere nocturnus percussor quis nere tum quidem cum fortis facere cum purus mulier pugnare","0.824657534246575","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.13972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726"
"66","urn:cts:latinLit:phi0972.phi001:9.10","quis idem ratio in viridarium frater esse quis nunc in deversorium puer esse","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.934883720930233","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767"
