"","hostis_spes_signum_pugno_video_salus_clamor","hostis_eques_Caesar_silva_agmen_interfacio_legio","legio_Caesar_Ipse_proficiscor_tres_Gallia_hiberna","fodio_murus_vallus_agger_altitudo_pedum_autem","hostis_sino_salus_modus_posse_diligens_posset","Caesar_nox_posterus_oppugno_ante_iubet_timor","legio_hostis_cohors_proximus_impedimentum_Caesar_agmen","dico_Caesaris_vita_gravis_senatus_sententia_Aedui","apud_frater_gratia_senatus_jus_ager_Haeduorum","bellum_accipio_quantus_discedo_Caesar_Romanorum_nihil","sino_hostis_resisto_sub_labor_armo_cado","hostis_legio_alter_Caesar_ubi_acies_uter","frumentum_provincia_transeo_aedificium_ager_prohibeo_autem","palus_natura_munio_prior_sic_paro_celeriter","Caesar_obsideo_colloquium_Gallia_ito_impero_Caesaris","certus_passus_supra_fio_circito_demonstravimus_dis","totus_princeps_imperium_concilium_singulus_sunt_Hi","passus_circito_spatium_nox_ibi_contineo_amplus","annus_ager_frumentum_inopia_for_ratio_Haec","esset_C_video_ibi_Ad_alter_quisquam","hostis_circito_tempestas_portus_insula_aestus_passus","nitor_Gallorum_capio_nihil_Caesar_legio_subeo","quidem_fortuna_hostis_volo_littera_adeo_fio","murus_telum_consuetudo_manus_intro_ante_adeo","Rhenum_transeo_Caesar_Germanorum_trans_domus_Germanos"
"venit",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,0.0117658110424837,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"videbat",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,0.00264768283915765,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,0.00594350121948332,2.39057158566613e-05,2.44015519387033e-05,0.00251050185180582,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"vox",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,0.0124307488768226,0.00144145162657924,2.99571612593991e-05,3.03204875534399e-05
"adsum",1.36182266345277e-05,0.000850269251929778,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,0.00472041520866114,2.36792877270252e-05,2.39057158566613e-05,0.00124447914887387,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,0.00416195804966787,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"affero",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,0.00293597246796679,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,0.00679749779815271,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"antea",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,0.00177096666725114,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,0.00856494473048486,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"arcesso",1.36182266345277e-05,0.00251746386355679,1.71435428845725e-05,1.76115249819482e-05,0.00177096666725114,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,0.00490471193967936,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"caput",1.36182266345277e-05,1.66719461162702e-05,0.000874320687113199,1.76115249819482e-05,0.000894250495344637,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,0.00124447914887387,2.48564539782755e-05,2.60206604043611e-05,0.00803073557269016,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"celer",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,0.00264768283915765,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,0.00132705368062241,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,0.00691822165871944,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"circus",1.36182266345277e-05,1.66719461162702e-05,0.00173149783134183,0.00177876402317677,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,0.00709420310336056,2.99571612593991e-05,3.03204875534399e-05
"Commius",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,0.00499614724963337,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,0.00686148547059949,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"confero",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,0.0030302422186992,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,0.00124447914887387,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,0.00270190738610524,2.73365955003964e-05,2.71142322605135e-05,0.00416195804966787,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"conscribo",1.36182266345277e-05,1.66719461162702e-05,0.00344585211979908,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,0.00403363368184463,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,0.00144145162657924,2.99571612593991e-05,3.03204875534399e-05
"consilio",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,0.00679749779815271,0.00118657081035807,0.00237194993072027,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"conspicor",0.00546090888044559,1.66719461162702e-05,0.000874320687113199,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"consumo",0.00069452955836091,1.66719461162702e-05,0.00258867497557045,1.76115249819482e-05,1.75343234381301e-05,0.000991619840174214,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,0.0011517355073282,0.0035131802424327,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"cruciatus",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,0.00212046776259159,0.00107979928436832,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,0.00278382624514209,0.00568101523416523,2.99571612593991e-05,3.03204875534399e-05
"deinde",1.36182266345277e-05,0.0033510611693703,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,0.00119771729174984,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,0.00609441799824141
"dubito",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,0.00107073124645714,2.11725349876141e-05,2.2583049163298e-05,0.0035131802424327,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,0.00523015274127657,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,0.0014056944406163,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"dux",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,0.0030302422186992,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,0.00392911972105852,2.66801846268776e-05,2.67515582782697e-05,0.00412782592055985,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"ego",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,0.0120649527834996,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"Fabium",1.36182266345277e-05,1.66719461162702e-05,0.00516020640825633,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,0.0011517355073282,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,0.00276099614554003,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"faceret",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,0.00293597246796679,2.00678292629086e-05,2.0994730322689e-05,0.00531430628189113,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,0.0014056944406163,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"facinus",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,0.00946862337553274,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"fecerunt",0.00477999754871921,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,0.00118657081035807,2.34846527794087e-05,2.36792877270252e-05,0.00121919150868973,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"filius",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,0.0030302422186992,2.0994730322689e-05,0.00531430628189113,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,0.0014056944406163,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"habere",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,0.00425567953251043,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,0.00709420310336056,2.99571612593991e-05,3.03204875534399e-05
"haberet",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,0.00352439901106416,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,0.00118657081035807,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,0.00568101523416523,2.99571612593991e-05,3.03204875534399e-05
"Haedui",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,0.00954881327941394,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"hortor",1.36182266345277e-05,0.000850269251929778,0.00173149783134183,1.76115249819482e-05,0.00264768283915765,1.94435262779258e-05,2.00678292629086e-05,0.00317020427872604,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"Huius",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,0.00353991652137159,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,0.00120764367407828,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,0.00269469864731464,2.67515582782697e-05,0.00276099614554003,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"Hunc",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,0.00269469864731464,2.67515582782697e-05,0.00959514502063913,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"IIII",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,0.00523015274127657,0.00669672634134628,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"Ille",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,0.00583978967450734,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,0.00490471193967936,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"inimicus",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,0.00421994079486049,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,0.00709420310336056,2.99571612593991e-05,3.03204875534399e-05
"intervallum",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,0.00794279776685863,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"laboro",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,0.00503702514499007,0.00107073124645714,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,0.00416195804966787,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"lex",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,0.00954881327941394,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"mediocris",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,0.00353991652137159,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,0.00600033468002199,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"milia",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,0.0117353178423668,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"Nervios",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,0.00403363368184463,2.0994730322689e-05,2.11725349876141e-05,0.003410040423658,2.32660943207464e-05,0.00237194993072027,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"nobilis",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,0.00743155978065254,2.2583049163298e-05,0.00118657081035807,2.34846527794087e-05,0.00120764367407828,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"nosco",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,0.00234987552639538,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,0.00126767915289205,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,0.00412782592055985,0.00409424907133754,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"ops",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,0.00440111518297067,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,0.00425567953251043,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"oro",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,0.00264768283915765,1.94435262779258e-05,2.00678292629086e-05,0.00631941382712939,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"ostendo",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,0.00375332455071959,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,0.00850739097255589,2.99571612593991e-05,3.03204875534399e-05
"pedito",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,0.00121919150868973,2.44015519387033e-05,0.00996743804528846,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"perfero",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,0.000898187774079358,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,0.0022808879654931,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,0.00490471193967936,2.48564539782755e-05,2.60206604043611e-05,0.00136068941597076,2.67515582782697e-05,2.73365955003964e-05,0.00138282584528619,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
