"","hostis_spes_signum_pugno_video_salus_clamor","hostis_eques_Caesar_silva_agmen_interfacio_legio","legio_Caesar_Ipse_proficiscor_tres_Gallia_hiberna","fodio_murus_vallus_agger_altitudo_pedum_autem","hostis_sino_salus_modus_posse_diligens_posset","Caesar_nox_posterus_oppugno_ante_iubet_timor","legio_hostis_cohors_proximus_impedimentum_Caesar_agmen","dico_Caesaris_vita_gravis_senatus_sententia_Aedui","apud_frater_gratia_senatus_jus_ager_Haeduorum","bellum_accipio_quantus_discedo_Caesar_Romanorum_nihil","sino_hostis_resisto_sub_labor_armo_cado","hostis_legio_alter_Caesar_ubi_acies_uter","frumentum_provincia_transeo_aedificium_ager_prohibeo_autem","palus_natura_munio_prior_sic_paro_celeriter","Caesar_obsideo_colloquium_Gallia_ito_impero_Caesaris","certus_passus_supra_fio_circito_demonstravimus_dis","totus_princeps_imperium_concilium_singulus_sunt_Hi","passus_circito_spatium_nox_ibi_contineo_amplus","annus_ager_frumentum_inopia_for_ratio_Haec","esset_C_video_ibi_Ad_alter_quisquam","hostis_circito_tempestas_portus_insula_aestus_passus","nitor_Gallorum_capio_nihil_Caesar_legio_subeo","quidem_fortuna_hostis_volo_littera_adeo_fio","murus_telum_consuetudo_manus_intro_ante_adeo","Rhenum_transeo_Caesar_Germanorum_trans_domus_Germanos"
"statim",0.00137544089008729,1.66719461162702e-05,0.000874320687113199,1.76115249819482e-05,1.75343234381301e-05,0.0019637961540705,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,0.0036846343427442,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"succedo",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,0.00265934027227418,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,0.00602138941313921,0.00154634486522543
"Suebos",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,0.000898187774079358,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,0.00872461534637469,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"suscipio",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,0.00177096666725114,1.94435262779258e-05,2.00678292629086e-05,0.00107073124645714,0.00213842603374902,2.2583049163298e-05,0.0035131802424327,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"terni",1.36182266345277e-05,1.66719461162702e-05,0.00173149783134183,0.00353991652137159,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,0.00237194993072027,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"triduum",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,0.00293597246796679,2.00678292629086e-05,2.0994730322689e-05,0.00213842603374902,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,0.00402870787865852,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"urbs",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,0.00237194993072027,2.36792877270252e-05,0.00480504888718893,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,0.00276099614554003,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"utrimque",0.00273726355354006,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,0.0053627171100024,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"vadum",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,0.00177876402317677,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,0.00234987552639538,2.34846527794087e-05,0.00475953683313206,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"velint",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,0.00425567953251043,0.0022808879654931,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,0.00262808670084047,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"vellet",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,0.000894250495344637,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,0.00124447914887387,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,0.00805221904175918,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"VI",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,0.00503702514499007,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,0.00126767915289205,0.00262808670084047,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"videret",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,0.0093297038226193,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"vulgus",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,0.000894250495344637,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,0.0011517355073282,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,0.00132705368062241,0.00136068941597076,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,0.00602138941313921,3.03204875534399e-05
"a",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,0.00475953683313206,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,0.00403948530001873,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"adjungo",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,0.000894250495344637,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,0.00121919150868973,2.44015519387033e-05,2.48564539782755e-05,0.00653118576149463,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"adventus",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,0.00317020427872604,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,0.0053627171100024,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"aliter",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,0.00239160806042954,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,0.0067146411278457,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"aperio",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,0.00119771729174984,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,0.0053627171100024,2.67515582782697e-05,2.73365955003964e-05,0.00273853745831187,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"appellantur",1.36182266345277e-05,1.66719461162702e-05,0.00173149783134183,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,0.00273853745831187,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,0.00457839362056942
"at",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,0.00537706321393221,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,0.00457839362056942
"belli",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,0.0022808879654931,2.32660943207464e-05,0.00119771729174984,2.36792877270252e-05,0.00121919150868973,0.0036846343427442,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"Bellovacos",1.36182266345277e-05,1.66719461162702e-05,0.000874320687113199,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,0.00107979928436832,0.0056683453399878,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"benus",1.36182266345277e-05,0.00501825578099732,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,0.00152781522422935,3.03204875534399e-05
"brevis",1.36182266345277e-05,1.66719461162702e-05,0.000874320687113199,1.76115249819482e-05,0.00177096666725114,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,0.00136068941597076,0.00136432947219176,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,0.00302567328719931,3.03204875534399e-05
"Britannia",1.36182266345277e-05,1.66719461162702e-05,0.00601738355248496,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"Celeriter",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,0.00682467772355194,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"civitatibus",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,0.00246455674580903,2.48564539782755e-05,0.00653118576149463,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"civitatis",1.36182266345277e-05,0.000850269251929778,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,0.0035131802424327,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,0.00392911972105852,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"clam",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,0.000894250495344637,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,0.0022808879654931,2.32660943207464e-05,2.34846527794087e-05,0.00239160806042954,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,0.00270190738610524,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"colligo",0.00069452955836091,0.00418465847518381,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,0.00119771729174984,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"comparo",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,0.00293597246796679,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,0.00124447914887387,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,0.00416195804966787,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"comperio",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,0.00177096666725114,1.94435262779258e-05,2.00678292629086e-05,0.00421994079486049,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,0.00126767915289205,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"compleo",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,0.00353991652137159,1.75343234381301e-05,0.000991619840174214,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,0.00234987552639538,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"concedo",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,0.00719562047285506,2.44015519387033e-05,2.48564539782755e-05,0.00132705368062241,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"confidebant",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,0.0011517355073282,2.32660943207464e-05,2.34846527794087e-05,0.00239160806042954,0.00480504888718893,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"congredior",0.00069452955836091,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,0.000894250495344637,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,0.00121919150868973,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,0.00138282584528619,0.00416195804966787,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"consentio",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,0.00212046776259159,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,0.00653118576149463,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"constituunt",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,0.00421994079486049,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,0.00375332455071959,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"continuus",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,0.00177876402317677,0.00264768283915765,1.94435262779258e-05,0.00102345929240834,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,0.00138282584528619,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"contumelia",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,0.000898187774079358,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,0.00319705278312972,0.0022808879654931,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,0.00152781522422935,3.03204875534399e-05
"Crassum",1.36182266345277e-05,1.66719461162702e-05,0.00601738355248496,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"cuniculus",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,0.00618164526866381,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"De",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,0.00523015274127657,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,0.00416195804966787,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"debeo",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,0.0030302422186992,2.0994730322689e-05,0.00319705278312972,2.2583049163298e-05,0.00118657081035807,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"decedo",0.00069452955836091,1.66719461162702e-05,1.71435428845725e-05,1.76115249819482e-05,1.75343234381301e-05,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,0.00549465569557967,2.71142322605135e-05,2.75626360905157e-05,0.00285463949577457,2.99571612593991e-05,3.03204875534399e-05
"dedit",1.36182266345277e-05,0.000850269251929778,0.00344585211979908,1.76115249819482e-05,0.000894250495344637,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,0.00118657081035807,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,2.66801846268776e-05,2.67515582782697e-05,2.73365955003964e-05,2.71142322605135e-05,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,3.03204875534399e-05
"defero",1.36182266345277e-05,1.66719461162702e-05,1.71435428845725e-05,0.00177876402317677,0.000894250495344637,1.94435262779258e-05,2.00678292629086e-05,2.0994730322689e-05,2.11725349876141e-05,2.2583049163298e-05,2.32660943207464e-05,2.34846527794087e-05,2.36792877270252e-05,2.39057158566613e-05,2.44015519387033e-05,2.48564539782755e-05,2.60206604043611e-05,0.00269469864731464,2.67515582782697e-05,2.73365955003964e-05,0.00138282584528619,2.75626360905157e-05,2.82637573839066e-05,2.99571612593991e-05,0.00154634486522543
