"","τόνον_ϊ_ἀσκαλωνίτης_ὁμοίως_λήγοντα_ποιητῇ_ἐγένετο","ζεὺς_διὸς_ἀφ_αὐτὴν_αὐτῆς_αὐτῶν_ἱστορία","τί_οὐδέ_πῶς_ἢν_ὅμηρος_ῥητέον_αὐτὸς","ὃς_ὧν_ὃν_ὥς_ὕδωρ_ὑπέρ_του","στικτέον_λόγος_τέλος_ᾖ_ἀρχῆς_ἐὰν_ἄνω","ὥσπερ_πῶς_τότε_ὑπὸ_γίνεται_ἄρα_ἄν","ὁμοίως_ᾖ_λόγου_πρόθεσιν_ἵν_ἦ_ἓν","τρώων_ὑπὸ_ἕκτορα_ὑπ_ἕκτωρ_ἤτοι_τρῶες","ἀθετοῦνται_τούτου_ἕως_στίχοι_ἀθετεῖται_αὐτῶν_οὐδὲ","κε_τοι_μή_μοι_με_τίς_δή","τεῖχος_σημαίνει_τῶ_ποτὲ_χρόνον_ὅπερ_ἀχαιῶν","ν_ἀπὸ_ἵππων_σύν_οὐδ_χωρὶς_ἐπ","μοι_ὅμηρος_τοι_νεώτεροι_ἐὰν_ὑπ_τινες","ἄλλοι_ἀρίσταρχος_χωρὶς_ἀρισταρχος_ν_ϊ_ἀριστάρχου","ἔν_ὅσον_πῦρ_τισι_γίνεται_ἀνδρῶν_αἷμα","ἵν_ἐλλείπει_ἦ_μᾶλλον_ἀπὸ_ἔστιν_ᾖ","εἴρηκεν_πρότερον_ὄνομα_ἕτερον_δεύτερον_ἄλλο_ὥστε","κεν_εἴ_καί_μοι_κ_μιν_ῥ","οὔτε_αὐτὰρ_ἂρ_θηλυκῶς_ἴλιον_ζηνοδοτος_μᾶλλον","ἔνθα_πάλιν_διὸς_ἐνταῦθα_πάτροκλον_ἅπαξ_οὗτος"
"πηλεὺς",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,0.00131245002259848,0.000915253008554444,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"πίπτει",0.000162704337506221,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,0.00188995035354295,9.64301556382712e-06,9.78933354217245e-06
"πλείων",0.000481732450263517,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,0.000943907590512327,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"πλευρὰ",3.19028112757296e-06,0.00024314428467905,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,0.00120268892570409,0.000409467531633374,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"πλέω",0.000162704337506221,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,0.000406206193449726,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,0.00142382981933391,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"πλήξας",3.19028112757296e-06,0.00119665128342042,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"πόδα",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,0.00152559353937701,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,0.000479539641943734,9.64301556382712e-06,9.78933354217245e-06
"ποιεῖσθαι",3.19028112757296e-06,4.76753499370685e-06,0.00158607790106918,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"ποιήσας",3.19028112757296e-06,0.000481521034364392,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,0.00143329030298428,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"ποιητικὴν",0.000481732450263517,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,0.000810906288136682,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"ποιητικὸν",3.19028112757296e-06,4.76753499370685e-06,0.000322270808583778,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,0.00118615575560478,0.000406206193449726,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"ποῖον",3.19028112757296e-06,0.00024314428467905,6.31903546242702e-06,6.7933859594299e-06,0.00137810931629323,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"ποιούμενος",0.000322218393884869,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,0.00130226300538154,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"ποιοῦνται",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,0.00218162222299482,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"ποιοῦντες",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,0.00114609265893497,7.855336129833e-06,7.96482732254365e-06,0.000810906288136682,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"πολεμικὴ",3.19028112757296e-06,0.00024314428467905,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,0.00114609265893497,0.000400622142621483,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"πολεμοῦ",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,0.00197168936858808,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"πόλιος",0.000800760563020813,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"πολλὴν",3.19028112757296e-06,0.000958274533735078,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,0.000358015331480077,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"πολὺς",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,0.00136547057784541,6.85626525519019e-06,7.01990846039368e-06,0.000387090898050883,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"πότε",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,0.00130226300538154,8.69172200396343e-06,0.000915253008554444,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"πράγματα",3.19028112757296e-06,0.00024314428467905,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,0.000387090898050883,0.000793388949113133,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,0.000491793793755183,9.78933354217245e-06
"πρεπωδέστερον",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,0.00103529605353372,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,0.000903786956832987,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"πρέσβεις",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,0.000709010754499761,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,0.00136834855734377,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"πρεσβεύειν",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,0.00227453965492243,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"προδόμῳ",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,0.00238248917913281,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"προειπὼν",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,0.00143329030298428,9.40273807732812e-06,9.64301556382712e-06,0.000988722687759417
"προίτου",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,0.0017051398758169,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"προκείμενον",0.000481732450263517,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,0.000943907590512327,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"προπαροξύνειν",0.000800760563020813,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"προπερισπωμένως",0.000800760563020813,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"προσηνῆ",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,0.0003496695280147,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,0.00131245002259848,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,0.000479539641943734,9.64301556382712e-06,9.78933354217245e-06
"προσθεὶς",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,0.00118615575560478,7.96482732254365e-06,8.02877513006616e-06,0.000871050089692287,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"πρόσσω",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,0.000409467531633374,8.62425831378502e-06,8.69172200396343e-06,0.0018214441061331,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"προστακτικὰ",0.000800760563020813,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"προστακτικὸν",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,0.000346462683930925,0.0003496695280147,7.01990846039368e-06,0.00114609265893497,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"προστιθέασι",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,0.0003496695280147,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,0.00179862552795476,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"προτέρα",3.19028112757296e-06,4.76753499370685e-06,0.000638222581705129,6.7933859594299e-06,0.000692482790774209,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,0.000456367671272103,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"προτέρου",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,0.00172092257905274,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"προφέρονται",0.000162704337506221,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,0.000709010754499761,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,0.000915253008554444,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"πτερὰ",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,0.00224604481351564,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"πυθέσθαι",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,0.00201522255764661,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"πύλη",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,0.00216468883676004,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"πύργος",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,0.00234575054671875,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"ῥεῖα",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,0.00187846956131661,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,0.000499256010650795
"ῥήματα",0.000481732450263517,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,0.000406206193449726,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,0.000491793793755183,9.78933354217245e-06
"ῥιπῆς",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,0.00190509441981905,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"σειρὴν",3.19028112757296e-06,4.76753499370685e-06,0.000322270808583778,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,0.00188995035354295,9.64301556382712e-06,9.78933354217245e-06
"σημαίνηται",0.000800760563020813,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"σίσυφος",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,0.00245712271908528
"σκόλοπας",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,0.00234575054671875,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"σκότους",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,0.00197168936858808,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"σοί",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,0.000358015331480077,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,0.00121234504463999,8.62425831378502e-06,8.69172200396343e-06,0.000462157459765115,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"σσ",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,0.00227453965492243,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"στάσεως",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,0.00173347592107079,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,0.000476626605110185,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"στάσις",3.19028112757296e-06,4.76753499370685e-06,0.00158607790106918,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"στέρησιν",0.000322218393884869,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,0.000709010754499761,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,8.02877513006616e-06,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,0.000456367671272103,9.34561970804284e-06,9.42933655188021e-06,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
"στήθεσσι",3.19028112757296e-06,4.76753499370685e-06,6.31903546242702e-06,6.7933859594299e-06,6.85626525519019e-06,7.01990846039368e-06,7.59001760884085e-06,7.855336129833e-06,7.96482732254365e-06,0.0016137838011433,8.62425831378502e-06,8.69172200396343e-06,9.06191097578657e-06,8.9483857112177e-06,9.34561970804284e-06,0.000480896164145891,9.49198876148531e-06,9.40273807732812e-06,9.64301556382712e-06,9.78933354217245e-06
