"","mihi_te_si_quod_me_qui_quam","si_quid_unquam_quem_manu_mortuum_sibi","quid_quod_quam_mihi_si_illa_magis","coepit_eius_fortunata_atque_haec_sunt_subinde","qui_illum_hoc_omnia_summam_mei_cito","erat_quae_altera_qui_quo_terram_habebat","ne_trimalchionis_minus_puerum_me_nos_iussit","quod_quid_quem_qui_me_respiciens_sunt","tibi_ita_bene_me_nos_qui_tuum","hoc_si_illi_plane_nostrum_qua_c","haec_factus_aliquot_quemadmodum_omnia_circa_heu","si_quod_hoc_fuit_illius_die_male","quam_me_postquam_coepi_esset_plus_quomodo","me_mihi_ne_meam_ideo_meo_sine","omnia_quae_mea_fecit_vestimenta_iussit_ab","sunt_ne_servi_unum_omnes_cocus_ova","hoc_omnes_pedes_post_nos_aquam_accepit","quam_nos_quid_quo_quare_ait_illi","nos_qui_ceterum_erat_pedes_subito_amat","nobis_suam_deinde_quae_pro_dedit_habebat"
"ingens",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.0253467843631778,0.000131926121372032
"inquam",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.0202416918429003,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"interpellavit",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,0.00915684496826836,0.00911552346570397,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"intravit",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.0209812108559499,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"ista",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.0202416918429003,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"iussi",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.00513595166163142,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.0182367149758454,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"lance",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,0.00903398926654741,9.06618313689937e-05,0.0046028880866426,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.00672823218997361
"lautitias",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,0.0135062611806798,9.06618313689937e-05,9.02527075812274e-05,0.00498533724340176,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"licet",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.010171198388721,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.0118405627198124,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"luto",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.0223830734966592,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"magnum",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,0.00456171735241503,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.0153611393692777,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"mala",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.0265171503957784
"meas",6.74308833445718e-05,8.07754442649435e-05,0.0172828890799656,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"medici",6.74308833445718e-05,8.07754442649435e-05,0.00868443680137575,0.00456171735241503,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.005978898007034,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"medium",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,0.00903398926654741,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.0119103773584906,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"mel",6.74308833445718e-05,0.00411954765751212,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.00601415094339623,0.000120772946859903,0.012124849939976,0.00012453300124533,0.000126103404791929,0.000131926121372032
"mensas",6.74308833445718e-05,8.07754442649435e-05,0.00438521066208083,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,0.00498533724340176,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.0121980676328502,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"meos",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.0209812108559499,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"mi",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.0237028301886792,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"molestus",0.0135536075522589,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"mulier",6.74308833445718e-05,0.00815831987075929,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.0112472160356347,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"mulieres",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.0152064451158107,0.000100704934541793,0.0051881993896236,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"multis",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.0235638921453693,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"munus",0.00681051921780175,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,0.00498533724340176,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.00612244897959184,0.00012453300124533,0.000126103404791929,0.000131926121372032
"nemini",0.00681051921780175,0.00815831987075929,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"nomen",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,0.0196480938416422,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"noster",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.0204476093591048,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"oblitus",6.74308833445718e-05,8.07754442649435e-05,0.00868443680137575,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,0.00498533724340176,0.00513595166163142,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"oculos",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,0.00911552346570397,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.0105427974947808,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"omnibus",6.74308833445718e-05,0.0121970920840065,8.59845227858985e-05,8.94454382826476e-05,0.00462375339981868,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"optime",6.74308833445718e-05,0.0121970920840065,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.0051881993896236,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"orcus",6.74308833445718e-05,0.00815831987075929,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.0112472160356347,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"os",6.74308833445718e-05,0.00411954765751212,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.0181272509003601,0.00012453300124533,0.000126103404791929,0.000131926121372032
"ostiarii",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,0.0046028880866426,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.00567928730512249,0.000117233294255569,0.0119103773584906,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"percussit",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.0105427974947808,0.000107758620689655,0.000111358574610245,0.005978898007034,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.0064312736443884,0.000131926121372032
"piper",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.0202416918429003,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"pisces",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,0.00911552346570397,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.012124849939976,0.00012453300124533,0.000126103404791929,0.000131926121372032
"poma",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.00513595166163142,0.000100704934541793,0.000101729399796541,0.0105427974947808,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.00612244897959184,0.00012453300124533,0.000126103404791929,0.000131926121372032
"ponas",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.0242753623188406,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"porcum",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.0202416918429003,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"postea",6.74308833445718e-05,0.00411954765751212,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.0182367149758454,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"posuit",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.0237028301886792,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"praeterea",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,0.0136281588447653,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.00612244897959184,0.00012453300124533,0.000126103404791929,0.000131926121372032
"primum",6.74308833445718e-05,8.07754442649435e-05,0.00438521066208083,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.0121980676328502,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.00672823218997361
"puero",6.74308833445718e-05,0.00411954765751212,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.0199208443271768
"putares",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.0152064451158107,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.00612244897959184,0.00012453300124533,0.000126103404791929,0.000131926121372032
"quando",6.74308833445718e-05,8.07754442649435e-05,0.0172828890799656,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"quarum",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,0.0136281588447653,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.0051881993896236,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"quasi",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,0.00462375339981868,0.00911552346570397,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.00612244897959184,0.00012453300124533,0.000126103404791929,0.000131926121372032
"quos",0.00681051921780175,0.00815831987075929,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"re",6.74308833445718e-05,8.07754442649435e-05,0.0172828890799656,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"recitavit",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,0.00498533724340176,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.0181272509003601,0.00012453300124533,0.000126103404791929,0.000131926121372032
"recte",6.74308833445718e-05,8.07754442649435e-05,0.00438521066208083,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.0177022274325909,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"risum",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,0.0179785330948122,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"rixam",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.010171198388721,0.000100704934541793,0.000101729399796541,0.0105427974947808,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"sane",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.0202416918429003,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"semel",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.0105427974947808,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.0119103773584906,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"semper",6.74308833445718e-05,8.07754442649435e-05,0.0129836629406707,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.00549568965517241,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"sicut",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,0.00462375339981868,0.0136281588447653,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"signum",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,0.00911552346570397,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.005978898007034,0.00601415094339623,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"sinu",6.74308833445718e-05,0.0162358642972536,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"solent",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,0.0046028880866426,9.77517106549365e-05,0.010171198388721,0.000100704934541793,0.000101729399796541,0.00532359081419624,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"spero",6.74308833445718e-05,0.0162358642972536,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"suadeo",0.00343897505057316,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.0152064451158107,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"suas",6.74308833445718e-05,0.0121970920840065,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,0.00498533724340176,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"suaviter",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,8.94454382826476e-05,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.0216594827586207,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"sustulerunt",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,0.00456171735241503,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.000100704934541793,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.0182367149758454,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
"symphoniam",6.74308833445718e-05,8.07754442649435e-05,8.59845227858985e-05,0.0135062611806798,9.06618313689937e-05,9.02527075812274e-05,9.77517106549365e-05,0.000100704934541793,0.00513595166163142,0.000101729399796541,0.000104384133611691,0.000107758620689655,0.000111358574610245,0.000117233294255569,0.000117924528301887,0.000120772946859903,0.000120048019207683,0.00012453300124533,0.000126103404791929,0.000131926121372032
