"","identifier","text","ego_inquam_sum_tu_ille_Trimalchio_Et","sum_tu_aut_ego_inquam_ille_Quid","sum_neque_enim_sed_hic_suus_homo","ego_neo_quidem_meus_hic_ab_sed","inquam_ego_tu_hic_ille_sum_tam","ego_ille_hic_sum_puer_facio_is","neque_ergo_aut_hic_sed_possum_omnis","supo_manus_omnis_ille_totus_sui_atque","sum_ille_alter_de_habeo_sui_ego","suus_totus_manus_oculus_puer_Giton_autem","ego_sum_idem_manus_tamquam_do_is","sum_nos_ex_Trimalchio_jubeo_modus_suus","atque_pectus_malus_corpus_meus_dum_ante","jam_hic_sum_ipse_inter_facio_ab","atque_per_alius_totus_orbis_nox_furo"
"32","urn:cts:latinLit:phi0972.phi001:5.1.11","Sirenumve domus, do primus versus annus","0.00377358490566038","0.00377358490566038","0.192452830188679","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.758490566037736","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038"
"33","urn:cts:latinLit:phi0972.phi001:5.1.12","Maeoniumque bibo felix pectus fontem.","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.878260869565217","0.00869565217391304","0.00869565217391304"
"34","urn:cts:latinLit:phi0972.phi001:5.1.13","Mox et Socratico plenus grex mitto habena","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.469767441860465","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.469767441860465","0.00465116279069767","0.00465116279069767","0.00465116279069767"
"35","urn:cts:latinLit:phi0972.phi001:5.1.14","liber et ingens quatio Demosthenis arma.","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.934883720930233","0.00465116279069767","0.00465116279069767","0.00465116279069767"
"36","urn:cts:latinLit:phi0972.phi001:5.1.15","Hinc Romana manus circumfluo et modus Graio","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.915151515151515","0.00606060606060606","0.00606060606060606","0.00606060606060606"
"37","urn:cts:latinLit:phi0972.phi001:5.1.16","exonero sonus muto suffundo saporem.","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.309090909090909","0.00606060606060606","0.00606060606060606","0.309090909090909","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.309090909090909","0.00606060606060606","0.00606060606060606"
"38","urn:cts:latinLit:phi0972.phi001:5.1.17","Interdum subduco foro do pagina curro","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.934883720930233","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767"
"39","urn:cts:latinLit:phi0972.phi001:5.1.18","et furtivus sono celer distinguo meatu;","0.00606060606060606","0.00606060606060606","0.612121212121212","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.309090909090909","0.00606060606060606","0.00606060606060606"
"40","urn:cts:latinLit:phi0972.phi001:5.1.19","deinde epulae et bellus trux memoratus canorum","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.947169811320755","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038"
"41","urn:cts:latinLit:phi0972.phi001:5.1.20","grandis indomitus Ciceronis verbum minetur.","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.878260869565217","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304"
"42","urn:cts:latinLit:phi0972.phi001:5.1.21","His animus succingo bonis: sic flumen largus","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.320634920634921","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.638095238095238","0.00317460317460317","0.00317460317460317"
"43","urn:cts:latinLit:phi0972.phi001:5.1.22","plenus Pierio defundo pectus verba.","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.915151515151515","0.00606060606060606","0.00606060606060606"
"44","urn:cts:latinLit:phi0972.phi001:6.1","Dum hic diligens audio, non noto ego Ascylti fugam. Et dum in hic dico aestus in hortus incedo, ingens scholasticus turbo in porticus venit, ut apparebat, ab extemporalis declamatio nescio cuius, qui Agamemnonis suasorius exceperat.","0.188732394366197","0.000938967136150235","0.000938967136150235","0.752112676056338","0.000938967136150235","0.000938967136150235","0.000938967136150235","0.000938967136150235","0.000938967136150235","0.000938967136150235","0.000938967136150235","0.000938967136150235","0.000938967136150235","0.047887323943662","0.000938967136150235"
"45","urn:cts:latinLit:phi0972.phi001:6.2","Dum ergo juvenis sententia rideo ordo totus dictio infamant, opportunus subduco ego et cursim Ascylton persequor coepi.","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.603007518796993","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.377443609022556","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624"
"46","urn:cts:latinLit:phi0972.phi001:6.3","Sed neque via diligens teneo quia neque qui stabulum sum sciebam.","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.86236559139785","0.0021505376344086","0.109677419354839","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086"
"47","urn:cts:latinLit:phi0972.phi001:6.4","Itaque qui ieram, idem revertebar, donum et curro fatigo et sudor jam madeo accedo anicula quandam, qui agrestis holus vendebat,","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.0990291262135923","0.875728155339806","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553"
