"","ego_inquam_sum_tu_ille_Trimalchio_Et","sum_tu_aut_ego_inquam_ille_Quid","sum_neque_enim_sed_hic_suus_homo","ego_neo_quidem_meus_hic_ab_sed","inquam_ego_tu_hic_ille_sum_tam","ego_ille_hic_sum_puer_facio_is","neque_ergo_aut_hic_sed_possum_omnis","supo_manus_omnis_ille_totus_sui_atque","sum_ille_alter_de_habeo_sui_ego","suus_totus_manus_oculus_puer_Giton_autem","ego_sum_idem_manus_tamquam_do_is","sum_nos_ex_Trimalchio_jubeo_modus_suus","atque_pectus_malus_corpus_meus_dum_ante","jam_hic_sum_ipse_inter_facio_ab","atque_per_alius_totus_orbis_nox_furo"
"familiaris",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,0.00127993917120771,1.38293458719403e-05,1.41422712487626e-05,0.00224501932798097,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"fascis",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,0.00166227781435155,0.00253738867417241,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"fax",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,0.00562654113427483,2.2517451024544e-05
"filix",9.46880030300161e-06,0.0027146874324032,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"formosus",9.46880030300161e-06,1.08154877784988e-05,0.000592265706654279,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,0.00450571620712845,2.2517451024544e-05
"fruor",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,0.00248518762343647,0.00169719374894976,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"fui",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,0.00267683034922886,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,0.00227426255347895
"fuisse",9.46880030300161e-06,0.0027146874324032,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"Gai",0.0023766688760534,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"gallinaceus",0.0023766688760534,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"gens",9.46880030300161e-06,1.08154877784988e-05,0.000592265706654279,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,0.000864260294865277,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,0.00340013510470615
"Gitonis",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,0.00413100724160632,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"grabatus",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,0.000705296639468953,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,0.000856998823727105,0.00255888832401288,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"gradior",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,0.00538511049131088,2.24164985429276e-05,2.2517451024544e-05
"habeam",0.00142978884575324,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,0.00226406635283569,2.2517451024544e-05
"habent",9.46880030300161e-06,1.08154877784988e-05,0.000592265706654279,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,0.00431237931774297,2.24164985429276e-05,2.2517451024544e-05
"habito",9.46880030300161e-06,1.08154877784988e-05,0.00175357101381953,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,0.00179046268392129,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"haud",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,0.00298840321141838,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,0.00114839000225175
"hinc",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,0.00562654113427483,2.2517451024544e-05
"homuncio",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,0.0035497100834394,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"horridus",9.46880030300161e-06,1.08154877784988e-05,0.000592265706654279,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,0.00323964814417507,2.24164985429276e-05,0.00114839000225175
"humilis",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,0.00538511049131088,2.24164985429276e-05,2.2517451024544e-05
"illic",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,0.00373178709485578,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"imitor",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,0.00413100724160632,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"injuria",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,0.004449565679844,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"insolitus",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,0.00538511049131088,2.24164985429276e-05,2.2517451024544e-05
"Inter",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,0.00213548295856315,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,0.00211252875967371,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"intervenio",9.46880030300161e-06,1.08154877784988e-05,0.000592265706654279,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,0.000904095018613721,0.00315833507634386,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"invidia",9.46880030300161e-06,1.08154877784988e-05,0.00291487632098479,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"involvo",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,0.00211252875967371,2.14546234713581e-05,0.00338489127998207,2.2517451024544e-05
"Iovem",9.46880030300161e-06,0.00217391304347826,1.16130530716525e-05,1.26726650614624e-05,0.000705296639468953,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"iubet",0.000956348830603163,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,0.00340013510470615
"iussit",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,0.000758251561106155,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,0.00179046268392129,2.09161263334031e-05,2.14546234713581e-05,0.00226406635283569,2.2517451024544e-05
"jungo",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,0.00139676393306597,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,0.00253738867417241,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"lacinia",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,0.00373178709485578,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"lapis",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,0.00254720567735395,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,0.00106672244300356,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"latus",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,0.00142836939612502,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,0.00340013510470615
"laudo",0.00142978884575324,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,0.00226406635283569,2.2517451024544e-05
"lautitia",0.000482908815453082,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,0.0033080974325214,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"libertus",9.46880030300161e-06,1.08154877784988e-05,0.000592265706654279,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,0.00337758359939506,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"libidinosus",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,0.00208823122666298,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,0.00216691697060717,2.24164985429276e-05,2.2517451024544e-05
"Licham",9.46880030300161e-06,0.00109236426562838,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,0.00224501932798097,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"lineamentum",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,0.000705296639468953,1.41422712487626e-05,1.48676776687481e-05,0.00248518762343647,1.6803898504453e-05,0.000864260294865277,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"lucrum",0.000956348830603163,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,0.00114324142568931,0.00227426255347895
"ludus",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,0.00413100724160632,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"maestus",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,0.00224501932798097,1.64581961816985e-05,1.6803898504453e-05,0.000864260294865277,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,0.00114324142568931,2.2517451024544e-05
"malo",9.46880030300161e-06,0.00109236426562838,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,0.00253738867417241,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"medio",0.0023766688760534,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"mel",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,0.00421777852461771,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"mentior",0.0023766688760534,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"ministerium",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,0.00373178709485578,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"misceo",9.46880030300161e-06,0.00109236426562838,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,0.00248518762343647,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"momentum",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,0.000758251561106155,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,0.00356319801453643,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"mons",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,0.0033080974325214,1.6803898504453e-05,1.6946280291476e-05,0.000904095018613721,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"morus",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,0.00208823122666298,0.00142836939612502,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"mox",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,0.00413100724160632,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"muliebris",9.46880030300161e-06,0.00109236426562838,1.16130530716525e-05,0.00191357242428083,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"mus",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,0.00169719374894976,1.6946280291476e-05,0.00267683034922886,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"narro",9.46880030300161e-06,0.00217391304347826,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,0.000856998823727105,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"naufragium",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,0.00413100724160632,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"Ne",0.00142978884575324,0.000551589876703439,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,0.00114324142568931,2.2517451024544e-05
"niger",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,0.00524994770968417,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"Nihil",0.000482908815453082,0.000551589876703439,0.00175357101381953,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"nocte",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,0.00139676393306597,1.41422712487626e-05,0.00224501932798097,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"nondum",9.46880030300161e-06,0.000551589876703439,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,0.00166227781435155,0.00169719374894976,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"Nunquam",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,0.003471165813857,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"obruo",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,0.00248518762343647,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,0.00106672244300356,2.14546234713581e-05,0.00114324142568931,2.2517451024544e-05
"offendo",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,0.00127993917120771,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,0.00166227781435155,0.000856998823727105,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"oleum",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,0.00425351635316048,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"olim",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,0.00340620233858668,1.77273533061514e-05,0.00106672244300356,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"onero",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,0.00562654113427483,2.2517451024544e-05
"ordo",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,0.00224501932798097,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,0.00227426255347895
"ostiarius",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,0.00213548295856315,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,0.00211252875967371,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"par",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,0.00127993917120771,1.38293458719403e-05,0.00213548295856315,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"pareo",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,0.00191357242428083,1.38293458719403e-05,1.41422712487626e-05,0.00150163544454356,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"paululus",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,0.004449565679844,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"paupertas",9.46880030300161e-06,0.00163313865455332,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,0.00179046268392129,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"pavimentum",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,0.0033080974325214,1.6803898504453e-05,0.000864260294865277,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"Per",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,0.003471165813857,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"perago",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,0.004449565679844,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"perduco",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,0.00208823122666298,0.00142836939612502,1.48676776687481e-05,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
"persequor",9.46880030300161e-06,1.08154877784988e-05,1.16130530716525e-05,1.26726650614624e-05,1.38293458719403e-05,1.41422712487626e-05,0.00373178709485578,1.64581961816985e-05,1.6803898504453e-05,1.6946280291476e-05,1.77273533061514e-05,2.09161263334031e-05,2.14546234713581e-05,2.24164985429276e-05,2.2517451024544e-05
